task_id,robot_id,operator_id,task_type,start_datetime,end_datetime,duration_minutes,source_zone,destination_zone,product_sku,quantity_units,weight_kg,task_status,priority_level,error_occurred,error_code,completion_rate_pct,energy_consumed_kwh,shift,batch_id_ref
10452316,1053757,3875278,Place,2024-02-23,2024-02-23 00:22:00,22,B,B,SKU83441,76,5.37,Completed,5,0,0000,99.7,4.675,Night,4054374
19532964,1047160,3801418,Place,2023-06-03,2023-06-03 00:11:00,11,A,A,SKU10706,15,23.27,Completed,4,0,0000,98.53,0.394,Night,4732453
18570114,1317676,3534153,Pick,2023-07-23,2023-07-23 00:39:00,39,C,B,SKU73287,49,19.15,Completed,3,0,0000,98.41,2.356,Morning,4641079
12066474,1558406,7561334,Replenishment,2023-12-13,2023-12-13 00:37:00,37,F,C,SKU96233,34,2.11,Partial,5,0,0000,95.76,1.271,Morning,4621161
17717150,1067950,3015473,Place,2023-12-21,2023-12-21 00:34:00,34,E,C,SKU17086,28,3.57,Failed,5,0,0000,95.71,1.013,Morning,4961284
12007131,1333676,3250588,Transport,2024-05-28,2024-05-28 00:46:00,46,A,B,SKU69071,97,38.67,Completed,3,0,0000,97.45,1.645,Morning,4590593
14796720,1310409,3506233,Replenishment,2024-03-30,2024-03-30 00:36:00,36,A,A,SKU82922,31,3.3,Completed,3,1,5541,70.5,1.393,Morning,4211025
18701607,1170942,3889563,Pick,2024-08-26,2024-08-26 00:08:00,8,F,A,SKU28620,69,4.59,Completed,5,0,0000,99.11,4.31,Afternoon,4095041
16074592,1977724,3009402,Transport,2024-08-15,2024-08-15 00:25:00,25,B,D,SKU87082,30,45.0,Completed,4,0,0000,98.91,0.034,Morning,4189317
12606127,1427016,3650890,Replenishment,2024-06-02,2024-06-02 01:42:00,102,D,A,SKU39607,66,38.95,Completed,3,0,0000,99.3,1.69,Night,4012652
17252852,1911481,3693223,Place,2023-03-28,2023-03-28 00:07:00,7,A,C,SKU40697,30,7.55,Completed,4,0,0000,95.03,0.345,Afternoon,4518611
14620717,1194191,3565256,Transport,2023-03-07,2023-03-07 00:46:00,46,A,F,SKU77638,55,3.87,Completed,4,0,0000,97.51,1.398,Morning,4644645
17457262,1446564,3693930,Pick,2023-11-29,2023-11-29 00:03:00,3,A,C,SKU63776,42,26.67,Completed,4,0,0000,95.09,1.028,Morning,4429819
15396532,1663215,3650951,Place,2023-08-11,2023-08-11 00:03:00,3,A,A,SKU61914,68,30.22,Cancelled,3,0,0000,98.52,1.517,Morning,4532558
17900865,1338855,3715547,Transport,2023-09-20,2023-09-20 00:10:00,10,A,D,SKU64324,95,17.36,Partial,1,0,0000,96.92,2.717,Morning,4030032
17700959,1966586,3484839,Pick,2025-04-18,2025-04-18 00:30:00,30,E,C,SKU26577,68,7.4,Completed,3,0,0000,96.04,0.416,Night,4800903
11338048,1930247,3788410,Transport,2023-09-29,2023-09-29 00:27:00,27,D,B,SKU81836,54,54.07,Completed,4,0,0000,95.41,0.87,Night,4118322
13497637,1770422,3228918,Pick,2025-03-10,2025-03-10 00:15:00,15,E,D,SKU16767,33,39.63,Completed,2,0,0000,96.97,0.018,Night,4617992
10235513,1319801,3636543,Pick,2023-08-28,2023-08-28 00:05:00,5,B,F,SKU92382,30,5.27,Failed,4,0,0000,97.01,0.881,Afternoon,4979323
10483922,1777896,3505988,Charging,2023-06-25,2023-06-25 00:29:00,29,D,C,SKU46928,63,31.07,Completed,5,0,0000,99.62,0.19,Afternoon,4938404
12537575,1253022,3272468,Place,2023-06-17,2023-06-17 01:49:00,109,C,F,SKU67730,45,6.2,Failed,3,0,0000,99.19,0.058,Afternoon,4347449
17879007,1546968,3543400,Transport,2025-02-01,2025-02-01 00:11:00,11,A,A,SKU77563,87,6.64,Completed,3,1,8618,12.78,1.298,Morning,4338368
14539958,1188365,3276405,Place,2025-02-05,2025-02-05 00:55:00,55,C,E,SKU83688,35,17.29,Failed,4,1,8167,23.01,0.659,Afternoon,4516911
14245918,1729713,7824358,Pick,2023-03-20,2023-03-20 00:38:00,38,B,B,SKU47851,72,3.08,Completed,2,0,0000,95.55,0.087,Night,4548251
14019148,1298299,7527354,Transport,2025-01-10,2025-01-10 00:18:00,18,C,F,SKU99734,53,1.45,Completed,3,0,0000,98.63,1.136,Morning,4237940
12249483,1374861,3415162,Pick,2025-03-08,2025-03-08 00:50:00,50,D,F,SKU93392,75,9.0,Partial,2,0,0000,97.98,1.854,Night,4573356
17913377,1474533,3008925,Pick,2024-08-28,2024-08-28 01:19:00,79,A,B,SKU38171,77,6.54,Failed,4,0,0000,96.51,0.513,Night,4332918
13308621,1727951,3431231,Place,2023-03-20,2023-03-20 00:04:00,4,B,C,SKU33690,74,5.47,Completed,5,1,4106,87.21,0.767,Morning,4641977
14106631,1266743,3365730,Transport,2024-04-12,2024-04-12 00:14:00,14,A,A,SKU52716,37,17.29,Completed,4,0,0000,97.37,0.365,Morning,4437592
13273976,1409042,3188014,Transport,2023-04-03,2023-04-03 00:19:00,19,B,A,SKU78594,130,6.39,Completed,3,0,0000,99.99,5.795,Afternoon,4045877
11035854,1765656,3015782,Transport,2023-05-31,2023-05-31 00:25:00,25,A,E,SKU17550,25,17.27,Failed,2,0,0000,98.05,0.029,Morning,4563417
14872045,1445037,3370106,Pick,2023-03-20,2023-03-20 00:10:00,10,D,A,SKU99490,49,1.75,Completed,3,0,0000,99.58,0.976,Afternoon,4505725
11834312,1387625,3027115,Pick,2023-07-17,2023-07-17 00:10:00,10,D,D,SKU86491,47,24.14,Completed,3,0,0000,98.57,1.369,Night,4711647
18073479,1246845,3699795,Replenishment,2024-02-13,2024-02-13 00:05:00,5,A,B,SKU91057,35,34.67,Completed,4,0,0000,98.36,0.01,Afternoon,4745646
11883422,1400658,3328526,Place,2025-01-05,2025-01-05 00:10:00,10,E,E,SKU43290,34,53.29,Partial,2,0,0000,97.64,0.417,Morning,4614931
13666577,1715260,3057204,Transport,2024-07-01,2024-07-01 00:01:00,1,B,E,SKU73951,51,19.17,Completed,3,1,8435,48.12,3.924,Morning,4033869
19129623,1079954,3573667,Inspection,2024-02-07,2024-02-07 00:18:00,18,E,C,SKU49965,60,12.42,Partial,4,0,0000,99.78,0.551,Afternoon,4364180
12824471,1826745,3484598,Transport,2024-02-29,2024-02-29 01:10:00,70,A,D,SKU68617,63,2.91,Completed,3,0,0000,95.03,0.274,Morning,4685824
16573935,1758443,3663455,Transport,2024-08-31,2024-08-31 00:08:00,8,C,E,SKU67957,32,0.78,Completed,4,0,0000,97.95,4.734,Morning,4336304
11303543,1591332,3996003,Place,2025-04-28,2025-04-28 00:46:00,46,B,C,SKU82730,68,4.91,Cancelled,5,0,0000,98.75,1.687,Afternoon,4525649
10542503,1324914,3614776,Inspection,2024-04-15,2024-04-15 00:21:00,21,F,B,SKU60880,55,25.38,Completed,3,0,0000,95.96,2.213,Morning,4572460
17156230,1082967,3447362,Pick,2024-02-08,2024-02-08 00:53:00,53,E,E,SKU93001,22,3.35,Partial,3,0,0000,96.71,1.521,Night,4846611
13592164,1439992,3887089,Place,2025-04-30,2025-04-30 00:19:00,19,A,D,SKU74960,29,15.84,Completed,3,0,0000,95.41,2.998,Night,4736197
12855540,1493473,3668588,Inspection,2024-11-22,2024-11-22 00:08:00,8,E,B,SKU94014,73,32.98,Completed,3,0,0000,96.68,2.173,Afternoon,4569013
12584888,1915800,3532436,Maintenance,2023-10-07,2023-10-07 00:34:00,34,C,B,SKU28902,172,26.0,Completed,3,0,0000,99.85,1.752,Afternoon,4735569
19187939,1995435,3909508,Transport,2025-03-31,2025-03-31 00:07:00,7,B,B,SKU41234,61,5.97,Completed,3,0,0000,99.98,1.417,Afternoon,4856395
10224165,1751888,3663014,Inspection,2023-04-15,2023-04-15 00:10:00,10,A,B,SKU77958,63,6.36,Completed,5,0,0000,99.69,2.036,Morning,4667517
14129233,1037915,3092013,Charging,2025-04-11,2025-04-11 00:34:00,34,D,C,SKU26509,35,5.56,Completed,4,0,0000,99.25,0.503,Morning,4108985
15660962,1431261,3858301,Pick,2023-06-09,2023-06-09 00:31:00,31,C,Shipping,SKU46591,18,18.71,Completed,3,0,0000,97.94,2.752,Morning,4394511
17957897,1902755,3967362,Inspection,2024-08-28,2024-08-28 00:37:00,37,C,B,SKU55171,38,35.63,Completed,3,0,0000,96.71,0.597,Morning,4155717
16294584,1667197,3455622,Transport,2024-06-08,2024-06-08 00:51:00,51,Staging,A,SKU60366,81,6.0,Completed,2,0,0000,96.66,1.01,Night,4312277
11263619,1055706,3841452,Pick,2024-05-01,2024-05-01 00:19:00,19,D,F,SKU98884,39,35.58,Failed,5,0,0000,96.39,1.93,Morning,4712203
15417543,1227119,3166858,Replenishment,2023-03-03,2023-03-03 00:12:00,12,A,B,SKU65915,17,12.3,Completed,3,0,0000,95.32,2.395,Afternoon,4388490
15027788,1966909,3203479,Transport,2023-06-11,2023-06-11 00:02:00,2,A,C,SKU64309,48,36.35,Completed,4,0,0000,99.31,1.337,Morning,4747159
13969725,1765702,3124415,Pick,2023-06-18,2023-06-18 00:23:00,23,C,A,SKU22523,28,9.01,Completed,5,0,0000,96.21,1.513,Night,4540899
15393257,1168672,3014150,Transport,2024-10-20,2024-10-20 00:26:00,26,A,B,SKU77633,160,11.46,Completed,4,0,0000,96.34,0.831,Night,4631100
13915158,1924033,3883505,Pick,2024-03-26,2024-03-26 00:23:00,23,A,A,SKU23925,85,11.0,Cancelled,4,0,0000,99.58,0.195,Night,4937185
10921233,1629568,3505300,Replenishment,2023-05-28,2023-05-28 00:07:00,7,D,D,SKU85417,90,42.07,Partial,5,0,0000,98.88,0.033,Night,4499247
16773341,1249922,3411720,Transport,2024-03-05,2024-03-05 00:02:00,2,B,E,SKU94481,41,2.79,Completed,4,0,0000,99.67,6.334,Night,4864400
14944012,1935270,3298109,Pick,2025-01-19,2025-01-19 00:38:00,38,B,B,SKU54600,63,40.21,Failed,2,0,0000,96.63,1.219,Night,4852046
18708067,1338822,3414398,Replenishment,2024-09-29,2024-09-29 00:05:00,5,F,C,SKU27776,30,15.8,Completed,4,1,6735,3.6,0.084,Afternoon,4793692
10017762,1768868,3308428,Maintenance,2024-08-25,2024-08-25 00:31:00,31,C,A,SKU62971,79,1.05,Completed,3,0,0000,99.78,0.351,Afternoon,4496677
16475824,1655216,3067523,Transport,2024-09-17,2024-09-17 00:14:00,14,D,B,SKU71264,80,3.25,Completed,2,1,1590,56.27,0.259,Night,4900322
10081897,1330766,3088207,Place,2025-01-26,2025-01-26 03:15:00,195,C,C,SKU32603,89,4.87,Cancelled,4,1,3874,31.17,2.339,Morning,4003446
14937015,1136680,3962514,Pick,2024-11-21,2024-11-21 00:36:00,36,B,Shipping,SKU12602,49,46.38,Failed,4,0,0000,99.95,0.476,Afternoon,4619192
11531030,1355094,3040535,Pick,2025-03-15,2025-03-15 00:43:00,43,C,D,SKU43113,21,50.91,Completed,5,0,0000,96.32,0.473,Morning,4451228
15044618,1922820,3696996,Transport,2024-10-12,2024-10-12 00:25:00,25,A,D,SKU70000,30,52.63,Completed,4,0,0000,98.6,0.161,Morning,4031194
13287169,1493412,3854906,Pick,2024-10-08,2024-10-08 00:16:00,16,F,Shipping,SKU28688,63,63.05,Cancelled,4,0,0000,95.47,3.205,Afternoon,4846995
12559559,1843177,3512279,Inspection,2024-12-31,2024-12-31 00:46:00,46,A,C,SKU15978,89,13.58,Completed,3,0,0000,96.7,4.047,Morning,4120417
15022618,1575894,3026133,Pick,2024-10-28,2024-10-28 00:38:00,38,E,Shipping,SKU25947,24,24.98,Completed,2,0,0000,97.18,1.107,Afternoon,4096379
16552936,1245079,3371123,Transport,2025-02-03,2025-02-03 00:04:00,4,D,A,SKU90686,59,49.29,Failed,3,0,0000,95.07,0.52,Night,4012276
14313558,1849452,3214453,Transport,2024-01-08,2024-01-08 00:13:00,13,C,D,SKU38318,24,0.82,Failed,3,1,9502,66.44,1.955,Morning,4686187
10477446,1683129,3532574,Pick,2023-02-17,2023-02-17 00:03:00,3,F,F,SKU48614,49,85.42,Completed,4,0,0000,96.19,2.762,Morning,4913097
15093828,1071334,3059188,Replenishment,2023-02-15,2023-02-15 00:02:00,2,E,E,SKU46663,65,2.39,Completed,3,0,0000,98.84,0.248,Afternoon,4152299
15689476,1775069,3503741,Pick,2025-01-12,2025-01-12 00:41:00,41,F,E,SKU72312,2,8.63,Completed,3,1,2003,3.54,2.524,Morning,4790478
15579622,1226841,3931051,Transport,2023-06-18,2023-06-18 00:01:00,1,B,A,SKU88657,66,35.69,Completed,4,0,0000,98.14,0.115,Afternoon,4914524
19686883,1933747,3085064,Pick,2023-04-03,2023-04-03 00:02:00,2,Staging,Shipping,SKU16961,65,7.49,Partial,3,0,0000,96.89,1.584,Afternoon,4506431
15286435,1786438,3951531,Place,2023-05-10,2023-05-10 00:52:00,52,A,E,SKU50130,60,2.89,Completed,5,1,9243,91.71,2.6,Morning,4633213
14089486,1269429,3047080,Pick,2023-03-01,2023-03-01 00:44:00,44,F,E,SKU66498,104,12.18,Completed,4,0,0000,95.13,4.243,Morning,4136969
10673049,1694760,3749289,Place,2024-06-21,2024-06-21 00:03:00,3,B,B,SKU57451,54,25.36,Completed,2,1,6601,17.01,2.736,Morning,4625756
10194874,1028490,3483815,Place,2023-02-07,2023-02-07 00:39:00,39,A,A,SKU56706,39,14.03,Completed,3,0,0000,98.91,1.11,Morning,4029703
17785570,1824867,3802810,Inspection,2023-01-31,2023-01-31 00:01:00,1,A,B,SKU36214,82,32.88,Completed,4,0,0000,95.29,1.126,Morning,4720414
13534933,1722309,3001922,Pick,2024-04-15,2024-04-15 00:11:00,11,B,C,SKU71715,90,9.26,Failed,5,0,0000,98.69,0.274,Morning,4660317
15132233,1014607,3236074,Inspection,2023-10-30,2023-10-30 00:01:00,1,B,D,SKU44432,64,1.44,Completed,4,0,0000,98.16,0.063,Morning,4861011
18366829,1131914,3975896,Transport,2024-12-01,2024-12-01 00:19:00,19,B,B,SKU59139,36,36.12,Completed,4,0,0000,99.33,0.848,Morning,4740953
13355909,1365216,3654824,Place,2023-01-18,2023-01-18 00:31:00,31,E,F,SKU77610,41,1.46,Completed,3,0,0000,96.65,1.42,Afternoon,4357360
16506690,1756867,3577202,Pick,2025-04-14,2025-04-14 00:13:00,13,C,B,SKU77056,45,26.64,Failed,3,0,0000,95.0,0.366,Morning,4656324
14027812,1841019,3107531,Pick,2023-05-13,2023-05-13 00:15:00,15,A,F,SKU42012,34,27.27,Completed,3,0,0000,97.7,3.521,Night,4565160
16095462,1486715,3533687,Charging,2024-02-06,2024-02-06 01:22:00,82,D,D,SKU58220,75,23.55,Completed,4,1,1740,38.54,3.177,Morning,4850818
15777218,1738972,3641918,Replenishment,2023-09-21,2023-09-21 01:10:00,70,C,B,SKU94982,42,14.87,Completed,3,0,0000,97.76,3.403,Morning,4461783
19676530,1821784,3351879,Pick,2023-12-19,2023-12-19 00:09:00,9,A,B,SKU26812,78,42.0,Completed,1,0,0000,96.45,0.074,Afternoon,4493889
13679184,1571371,3121163,Transport,2023-12-30,2023-12-30 00:06:00,6,D,B,SKU73986,110,30.67,Completed,3,1,8683,42.76,0.141,Morning,4069268
11769763,1634622,3092086,Pick,2023-03-21,2023-03-21 00:07:00,7,D,D,SKU22163,34,18.8,Completed,3,0,0000,97.07,1.031,Afternoon,4055007
13283892,1133902,3163151,Pick,2024-10-27,2024-10-27 00:23:00,23,B,B,SKU41272,70,22.73,Completed,3,0,0000,95.51,0.025,Afternoon,4503534
18135138,1316270,3608970,Place,2023-07-19,2023-07-19 00:13:00,13,B,A,SKU20707,37,17.44,Completed,3,0,0000,98.42,2.642,Night,4156413
14137138,1510643,3603261,Place,2024-11-26,2024-11-26 01:00:00,60,C,F,SKU57823,100,15.87,Completed,5,0,0000,98.09,1.361,Night,4152376
14992300,1046785,3941172,Pick,2024-11-12,2024-11-12 00:03:00,3,A,F,SKU45402,36,1.81,Completed,3,0,0000,97.53,2.879,Night,4662898
19686385,1238794,3197953,Place,2024-03-26,2024-03-26 00:03:00,3,C,B,SKU76587,16,40.13,Completed,4,0,0000,98.75,1.754,Afternoon,4401619
15145131,1731464,3239001,Pick,2024-02-27,2024-02-27 00:43:00,43,B,D,SKU93877,71,3.45,Completed,4,1,9041,75.67,0.222,Morning,4042327
12797899,1969590,3890494,Pick,2024-04-14,2024-04-14 00:07:00,7,B,C,SKU64985,115,47.37,Cancelled,5,1,6529,12.5,1.35,Morning,4238577
10359859,1078189,7225371,Inspection,2024-07-15,2024-07-15 00:07:00,7,A,A,SKU47280,22,3.19,Completed,3,0,0000,97.24,0.501,Morning,4782643
13307678,1155552,3470627,Pick,2023-11-07,2023-11-07 00:39:00,39,C,C,SKU79759,43,6.96,Completed,1,0,0000,99.94,0.638,Afternoon,4405608
11617101,1865831,3081041,Inspection,2024-04-29,2024-04-29 02:26:00,146,B,A,SKU56258,32,29.47,Completed,4,0,0000,98.89,0.95,Morning,4819764
16282925,1088520,3429174,Place,2024-10-14,2024-10-14 00:14:00,14,D,B,SKU82635,54,51.49,Completed,3,0,0000,95.68,0.933,Night,4270752
16976757,1112654,3474533,Replenishment,2023-03-05,2023-03-05 00:25:00,25,E,F,SKU85714,41,2.94,Completed,4,0,0000,96.27,4.201,Night,4427300
18037612,1735624,3210756,Place,2024-01-20,2024-01-20 00:06:00,6,C,D,SKU96926,68,29.66,Failed,3,0,0000,95.03,0.268,Afternoon,4612774
16845110,1618427,3315170,Replenishment,2023-12-14,2023-12-14 00:01:00,1,E,D,SKU42926,68,20.32,Completed,4,0,0000,95.46,0.367,Afternoon,4823703
12462030,1225635,3797019,Replenishment,2023-10-23,2023-10-23 00:14:00,14,B,Shipping,SKU94605,48,8.88,Partial,3,0,0000,99.9,1.066,Afternoon,4236077
10652613,1966307,3393719,Pick,2024-06-04,2024-06-04 00:03:00,3,A,A,SKU23603,46,3.22,Completed,2,0,0000,98.29,0.984,Afternoon,4428834
12264483,1046216,3531876,Replenishment,2024-05-19,2024-05-19 00:12:00,12,F,B,SKU76992,8,18.48,Partial,4,0,0000,97.94,2.434,Afternoon,4346442
13079718,1753522,3241919,Inspection,2023-03-30,2023-03-30 00:04:00,4,F,B,SKU83867,27,4.01,Completed,4,0,0000,99.71,0.646,Morning,4290092
16955278,1538778,3728853,Pick,2023-02-14,2023-02-14 00:24:00,24,E,F,SKU87565,58,24.34,Completed,5,0,0000,97.37,1.84,Afternoon,4052638
18248553,1978293,7193351,Pick,2023-07-28,2023-07-28 00:13:00,13,D,D,SKU58726,11,5.29,Completed,5,0,0000,99.78,2.549,Morning,4064968
15517735,1837768,3858987,Pick,2024-05-11,2024-05-11 00:09:00,9,B,A,SKU96989,105,31.04,Failed,4,0,0000,96.94,0.123,Afternoon,4797857
19515042,1589227,3088978,Place,2024-01-23,2024-01-23 00:24:00,24,A,B,SKU51268,66,8.35,Failed,4,0,0000,98.73,4.328,Morning,4288326
14767900,1988039,3261134,Place,2023-12-19,2023-12-19 00:03:00,3,D,F,SKU82364,38,37.93,Failed,5,0,0000,96.82,1.532,Night,4974195
17080187,1851641,3047616,Place,2024-06-20,2024-06-20 00:39:00,39,F,B,SKU28090,76,12.15,Completed,3,0,0000,99.02,3.838,Afternoon,4769616
12365159,1397115,3674532,Pick,2024-10-28,2024-10-28 00:21:00,21,F,A,SKU52764,103,15.69,Completed,2,0,0000,96.11,1.247,Night,4539336
14396001,1327888,3913746,Pick,2025-02-27,2025-02-27 00:24:00,24,A,F,SKU30269,32,39.49,Failed,3,0,0000,95.59,0.66,Morning,4953071
11343739,1145154,3019297,Transport,2024-05-16,2024-05-16 00:38:00,38,B,A,SKU52117,33,3.8,Completed,3,0,0000,96.04,0.105,Morning,4742057
17384737,1915079,3051093,Pick,2023-02-18,2023-02-18 00:06:00,6,A,D,SKU89958,17,22.6,Completed,3,0,0000,98.28,0.416,Afternoon,4524499
19965137,1891389,3873456,Pick,2024-06-28,2024-06-28 00:35:00,35,B,D,SKU50275,49,21.59,Completed,2,0,0000,95.36,0.163,Morning,4716559
12558807,1993476,3762401,Place,2024-10-19,2024-10-19 00:08:00,8,B,D,SKU58535,52,4.58,Completed,4,0,0000,98.86,0.634,Afternoon,4681187
17779684,1843177,3100384,Place,2024-08-17,2024-08-17 00:03:00,3,D,B,SKU70641,71,3.12,Completed,3,0,0000,98.5,1.189,Afternoon,4784900
16942946,1833332,3260095,Transport,2024-07-06,2024-07-06 00:08:00,8,Staging,E,SKU82156,85,8.57,Completed,2,1,2933,58.7,1.117,Morning,4041976
18721930,1317552,3344905,Transport,2024-10-03,2024-10-03 00:57:00,57,Staging,A,SKU28255,79,20.21,Completed,3,0,0000,96.54,0.756,Afternoon,4936143
12957586,1728985,3792119,Maintenance,2023-07-01,2023-07-01 00:19:00,19,B,A,SKU46969,72,16.22,Completed,3,0,0000,99.96,0.162,Morning,4090328
11898150,1962572,3123963,Replenishment,2024-07-04,2024-07-04 00:10:00,10,B,A,SKU64183,63,3.99,Failed,2,1,2391,2.78,1.96,Morning,4364914
17223828,1203165,3124318,Place,2023-11-06,2023-11-06 00:22:00,22,D,C,SKU88747,60,7.6,Cancelled,3,0,0000,99.91,1.997,Night,4506506
11312051,1278962,3303795,Maintenance,2025-02-06,2025-02-06 01:31:00,91,E,C,SKU19362,72,2.24,Completed,1,0,0000,96.85,0.196,Morning,4693217
13563075,1845906,3546020,Place,2024-09-16,2024-09-16 00:23:00,23,B,A,SKU72125,72,18.42,Completed,4,0,0000,98.11,2.411,Afternoon,4704878
19926408,1758143,3575997,Pick,2025-03-07,2025-03-07 00:08:00,8,A,E,SKU65257,114,37.31,Completed,4,0,0000,99.21,2.401,Morning,4432074
13947623,1142497,3359561,Pick,2024-01-21,2024-01-21 00:02:00,2,E,A,SKU84378,37,26.18,Cancelled,2,0,0000,99.49,0.539,Morning,4286891
14801141,1209808,3714810,Charging,2024-02-06,2024-02-06 00:05:00,5,C,B,SKU45100,28,49.4,Completed,4,0,0000,98.32,1.073,Night,4241825
10025578,1429437,3354546,Pick,2023-03-18,2023-03-18 00:15:00,15,B,D,SKU85379,61,1.13,Failed,3,0,0000,97.62,0.811,Morning,4594113
11675961,1348388,3915055,Pick,2024-07-28,2024-07-28 00:17:00,17,D,F,SKU17666,117,49.82,Completed,3,1,6631,29.66,0.382,Morning,4458491
15330307,1399758,3986804,Transport,2023-05-31,2023-05-31 00:12:00,12,B,C,SKU44929,23,8.89,Partial,5,0,0000,95.83,0.107,Afternoon,4722002
17841047,1249624,3510460,Charging,2024-10-27,2024-10-27 00:15:00,15,C,D,SKU28475,93,28.38,Completed,4,0,0000,99.89,2.189,Morning,4941950
16263339,1642738,3517926,Pick,2023-06-05,2023-06-05 01:05:00,65,C,A,SKU31292,24,0.92,Completed,3,1,1737,69.72,0.799,Morning,4220580
15349839,1880863,3383321,Pick,2024-03-15,2024-03-15 01:14:00,74,A,D,SKU41616,56,26.98,Completed,3,0,0000,99.12,0.288,Afternoon,4905243
19013066,1563330,3284377,Transport,2025-02-15,2025-02-15 00:51:00,51,A,Shipping,SKU84377,46,5.63,Completed,4,0,0000,97.07,0.086,Night,4011495
13407133,1406302,3518395,Place,2025-01-22,2025-01-22 00:11:00,11,B,A,SKU91895,17,16.54,Partial,3,1,8116,64.26,1.643,Morning,4289327
13617785,1872497,3231960,Pick,2023-11-17,2023-11-17 00:07:00,7,C,C,SKU91197,32,14.08,Failed,4,0,0000,96.13,7.304,Night,4349179
18817940,1151346,3378460,Replenishment,2025-01-25,2025-01-25 00:11:00,11,D,C,SKU53143,23,2.3,Completed,4,1,8442,32.22,2.106,Morning,4756162
12473524,1265418,3434863,Place,2025-04-05,2025-04-05 00:01:00,1,E,D,SKU77110,82,1.62,Completed,2,0,0000,95.74,0.9,Afternoon,4339132
12920133,1049358,3023280,Transport,2023-11-19,2023-11-19 00:39:00,39,B,A,SKU26689,19,8.56,Completed,3,1,8772,8.65,0.701,Afternoon,4323727
16720833,1519767,3606188,Place,2024-05-23,2024-05-23 00:03:00,3,F,C,SKU41561,59,5.53,Completed,2,0,0000,95.28,0.539,Afternoon,4041693
15961553,1608511,3286572,Pick,2024-04-13,2024-04-13 00:10:00,10,A,C,SKU97555,46,2.66,Completed,2,1,2361,46.35,0.318,Night,4326056
17000708,1429449,3631138,Pick,2023-09-26,2023-09-26 00:04:00,4,C,D,SKU77320,76,5.76,Failed,2,0,0000,96.56,2.584,Night,4792713
16506153,1803220,3488339,Transport,2023-08-10,2023-08-10 00:10:00,10,B,F,SKU58574,18,47.94,Completed,1,0,0000,98.2,5.181,Night,4166320
13249125,1387772,3759909,Pick,2023-04-18,2023-04-18 00:07:00,7,F,E,SKU54928,62,14.46,Completed,4,0,0000,95.39,1.037,Afternoon,4890370
16580623,1785554,3781018,Place,2025-01-09,2025-01-09 00:10:00,10,D,C,SKU63080,31,16.47,Completed,3,0,0000,98.07,0.621,Afternoon,4471351
13328709,1008717,3240402,Place,2025-01-13,2025-01-13 00:42:00,42,A,B,SKU19096,45,1.96,Completed,3,0,0000,99.13,0.439,Night,4406326
16777489,1116098,3469932,Inspection,2024-03-23,2024-03-23 00:01:00,1,A,D,SKU33695,43,11.77,Completed,3,0,0000,96.35,5.542,Night,4396277
17547337,1596572,3055452,Transport,2023-02-11,2023-02-11 00:57:00,57,B,Shipping,SKU18209,59,9.19,Completed,4,0,0000,95.83,0.379,Afternoon,4811879
18130165,1416664,3069391,Transport,2023-05-17,2023-05-17 00:06:00,6,A,F,SKU25814,93,8.5,Cancelled,4,0,0000,99.68,1.003,Morning,4080806
10432087,1060912,3248806,Charging,2024-06-21,2024-06-21 00:05:00,5,C,F,SKU50994,109,3.46,Cancelled,3,1,2817,69.36,0.602,Morning,4878875
18402795,1991508,3894531,Place,2024-02-03,2024-02-03 01:00:00,60,F,F,SKU27030,123,10.12,Completed,4,0,0000,97.88,1.303,Night,4902354
14027153,1733940,3446641,Pick,2025-03-06,2025-03-06 01:02:00,62,Staging,A,SKU59395,21,56.05,Completed,2,0,0000,97.7,3.899,Night,4031270
15143064,1750735,3877785,Maintenance,2023-10-26,2023-10-26 00:11:00,11,B,C,SKU85178,33,6.27,Completed,4,1,8576,39.7,0.907,Afternoon,4170257
12541448,1846210,7000129,Transport,2024-11-23,2024-11-23 00:14:00,14,A,B,SKU48213,95,23.31,Cancelled,4,0,0000,95.96,0.136,Morning,4153171
17322272,1799680,3133630,Maintenance,2024-06-18,2024-06-18 00:46:00,46,B,B,SKU62274,39,5.97,Completed,3,0,0000,97.45,3.512,Night,4033919
15099523,1977840,3135669,Pick,2024-08-10,2024-08-10 00:04:00,4,A,A,SKU90743,106,11.34,Completed,3,0,0000,96.6,3.033,Morning,4643173
15081437,1547180,3495899,Place,2024-10-25,2024-10-25 00:50:00,50,C,A,SKU31784,53,57.31,Completed,1,0,0000,99.82,4.071,Morning,4883629
18041787,1608002,3108109,Pick,2024-03-28,2024-03-28 00:01:00,1,A,A,SKU97242,43,29.7,Completed,3,0,0000,98.86,2.193,Morning,4797548
19966232,1548276,3868221,Inspection,2023-05-07,2023-05-07 00:10:00,10,A,B,SKU50986,155,73.01,Completed,5,0,0000,96.99,1.269,Afternoon,4357717
13511971,1425190,7358141,Transport,2024-06-06,2024-06-06 00:21:00,21,D,Shipping,SKU54981,11,1.1,Completed,3,0,0000,98.75,0.036,Morning,4867308
10010763,1879164,3033704,Replenishment,2023-02-25,2023-02-25 00:10:00,10,F,Shipping,SKU59643,29,22.23,Failed,2,0,0000,97.28,3.379,Afternoon,4706205
11721426,1973610,3300183,Place,2024-06-15,2024-06-15 00:19:00,19,A,B,SKU95878,50,24.38,Completed,4,1,3333,92.37,3.156,Night,4101304
