shipment_id,route_id,order_id,shipment_date,scheduled_delivery_date,actual_delivery_date,product_id,quantity_units,weight_kg,volume_m3,temperature_min_c,temperature_max_c,tracking_number,customs_cleared,customs_clearance_date,total_cost_usd,insurance_value_usd,delivery_status,delay_reason,customer_satisfaction_score
47044052,7502492,2348935,2025-04-05,2025-04-13,2025-04-14,1059175,300,113.66,3.358,15,30,135698723923,0,,72.1,1131.01,Delivered,Weather,
45536887,7858708,2142840,2023-04-23,2023-04-30,2023-04-30,1820836,199,227.04,0.792,15,25,146646388471,0,,133.88,2753.4,Delivered,None,
49203910,7816172,2103979,2023-08-18,2023-08-19,2023-08-19,1296057,522,392.05,0.9,18,20,630991690874,1,2025-02-02,374.48,1251.18,In-Transit,None,4.4
44224920,7960966,2519035,2023-05-02,2023-05-03,2023-05-06,1168579,72,658.3,0.181,18,20,384538848553,0,,444.39,3010.44,In-Transit,Traffic,4.0
40210262,7671624,2223503,2025-03-01,2025-03-14,2025-03-15,1589262,234,45.89,0.839,15,8,606460423091,0,,58.36,1154.16,Delivered,Capacity,4.3
44545961,7632303,2563656,2023-08-04,2023-08-13,2023-08-15,1246328,360,178.51,3.643,18,8,660008247248,0,,318.9,3866.72,Delayed,None,3.7
46108375,7975954,2466593,2025-04-21,2025-05-04,2025-05-04,1822665,280,437.01,0.05,2,25,867635239200,0,,589.92,811.26,Delivered,Capacity,4.7
41312668,7524079,2856246,2023-02-21,2023-02-25,2023-02-28,1357915,117,283.13,1.812,10,8,442235573464,1,2023-06-14,70.58,496.8,Delivered,None,
47208470,7592953,2232253,2024-07-21,2024-07-27,2024-07-29,1335608,103,360.08,0.965,10,8,629496510105,0,,881.03,2507.43,Delivered,None,
41443135,7545615,2840284,2024-06-20,2024-06-27,2024-06-30,1190674,264,1628.78,0.78,10,25,908935653033,0,,579.15,1147.12,Delivered,None,3.4
44280554,7928329,2210842,2025-02-07,2025-02-20,2025-02-21,1727421,245,428.85,1.385,10,8,299306567500,0,,760.87,1798.22,Delivered,None,
40906322,7894869,2613094,2023-07-10,2023-07-21,2023-07-21,1498382,343,208.56,3.331,18,20,747173848506,0,,149.9,4088.42,Delivered,None,2.4
42489303,7474592,2306785,2025-03-22,2025-03-23,2025-03-23,1045416,389,99.82,2.287,18,25,218848173804,0,,161.86,2698.53,Delivered,Customs,4.2
46741733,7966398,2770568,2024-03-13,2024-03-16,2024-03-18,1076920,187,270.02,0.208,10,8,482562685636,0,,136.91,2993.17,Delivered,None,4.1
43124272,7609192,2427742,2024-09-13,2024-09-22,2024-09-24,1242681,185,174.99,0.687,2,8,822600475872,1,2023-01-22,447.47,1439.48,Delivered,None,4.6
48632466,7899159,2237608,2023-03-04,2023-03-15,2023-03-15,1922150,522,613.34,0.384,18,8,373902701993,0,,427.0,378.98,In-Transit,None,4.4
44772629,7679288,2198768,2025-03-23,2025-03-26,2025-03-27,1072358,291,198.0,0.193,2,8,663496205292,0,,266.92,1293.38,Delivered,None,2.9
48803067,7616968,2347177,2024-08-26,2024-09-07,2024-09-08,1659903,239,312.98,2.737,18,8,600236112635,0,,36.25,110.81,In-Transit,None,
43088456,7065797,2532256,2023-12-13,2023-12-21,2023-12-21,1060180,206,320.74,0.865,2,30,148581474133,0,,191.21,1949.68,In-Transit,None,4.7
47203496,7523035,2214444,2023-01-07,2023-01-17,2023-01-18,1684881,232,90.72,1.335,18,30,276629030830,0,,271.04,1646.96,Delivered,Weather,3.3
43300799,7217072,2972072,2023-03-23,2023-03-27,2023-03-28,1910770,142,421.73,7.124,2,25,101350726988,0,,133.16,3519.78,Delayed,None,4.2
46690871,7353259,9880506,2023-07-12,2023-07-18,2023-07-21,1860821,388,87.79,0.311,18,25,357162916428,0,,299.58,1060.99,Failed,None,4.2
49685649,7421192,2786241,2023-02-27,2023-03-04,2023-03-04,1147409,288,387.56,5.794,15,30,365750207725,0,,159.95,3722.45,Delivered,Weather,
41305974,7150709,2880170,2022-08-22,2022-09-03,2022-09-04,1617698,278,1474.19,1.186,2,20,342566479690,0,,809.26,1938.8,Delivered,None,
48382404,7399859,2335639,2025-01-08,2025-01-12,2025-01-13,1451047,107,1370.16,0.061,10,20,748628353757,0,,1477.43,1111.59,Delayed,Traffic,3.2
47719117,7295686,2272956,2023-05-27,2023-06-04,2023-06-04,1621320,122,206.94,0.91,2,20,220019369945,0,,1172.2,3836.8,Delivered,Traffic,
46067255,7009462,2141891,2024-03-08,2024-03-21,2024-03-22,1650555,220,386.59,1.249,10,25,942687953631,0,,390.36,50.0,Delivered,None,
44978161,7848047,2095192,2023-04-24,2023-05-02,2023-05-03,1422043,158,134.47,0.154,2,8,908094865069,0,,61.26,2770.92,Delivered,Customs,4.4
46921842,7484031,2760073,2024-04-03,2024-04-08,2024-04-10,1993358,241,9.01,1.001,18,25,788249565692,1,2022-06-03,89.49,809.65,Delivered,None,4.5
49612532,7096242,2734497,2025-03-30,2025-04-06,2025-04-07,1361900,315,119.59,0.422,2,30,557940896899,0,,51.73,1612.56,Delivered,Traffic,4.7
48712229,7895508,2666275,2023-07-04,2023-07-14,2023-07-20,1871428,169,463.34,0.727,2,25,385958711502,0,,3281.19,3837.58,Delivered,None,4.1
40955440,7494415,2642296,2024-04-08,2024-04-12,2024-04-16,1120418,204,409.16,1.645,15,8,155832328985,0,,43.02,6346.63,Delayed,None,3.9
44903763,7579321,2022884,2023-06-07,2023-06-13,2023-06-18,1017978,109,1026.59,0.366,15,30,208055186670,1,2022-08-21,489.42,3038.71,Delivered,None,
41192605,7392484,2676713,2023-11-26,2023-12-04,2023-12-06,1260196,231,327.07,2.225,10,8,180389629328,1,2022-06-26,410.36,1866.56,Delivered,None,
42305515,7708581,2426854,2025-01-13,2025-01-25,2025-01-26,1789957,209,458.12,0.816,2,25,230795321469,0,,284.55,5057.47,Delivered,None,3.7
48345671,7788481,2434288,2024-11-22,2024-11-28,2024-11-30,1484092,62,84.07,1.406,15,8,969657546113,0,,87.86,1104.06,In-Transit,Weather,2.6
46427280,7918655,2948666,2024-12-21,2025-01-01,2025-01-03,1371417,439,852.35,1.455,15,20,574762198122,0,,89.02,5433.97,Delivered,Address Error,
47909064,7915466,2556399,2023-12-04,2023-12-06,2023-12-08,1270773,63,420.59,2.204,15,25,227054146992,0,,32.36,158.06,In-Transit,None,
45570307,7984551,2149545,2023-01-12,2023-01-14,2023-01-15,1991305,478,94.88,0.561,18,30,526857990761,0,,617.77,3293.15,Delivered,None,3.7
45888340,7583799,2275046,2025-02-08,2025-02-10,2025-02-11,1321747,128,193.62,0.634,10,20,560396449168,0,,347.78,10026.87,In-Transit,Customs,4.4
41352835,7287963,2324639,2024-01-03,2024-01-08,2024-01-11,1768147,95,552.33,2.159,15,25,154561542555,1,2024-12-20,272.21,50.0,In-Transit,Traffic,3.8
44779790,7949060,2957754,2022-07-26,2022-08-01,2022-08-03,1621111,184,809.62,2.097,10,30,475302064782,0,,127.3,950.15,Delivered,Customs,4.3
42645532,7067210,2748352,2024-11-18,2024-11-19,2024-11-20,1697536,132,447.18,0.203,2,20,343326569060,0,,961.95,1024.79,Delivered,None,3.8
42108106,7565618,2447072,2024-08-06,2024-08-07,2024-08-08,1388805,187,1201.72,1.085,10,30,319072624503,0,,34.47,3197.24,Delivered,None,4.4
48570881,7804651,2907301,2023-12-10,2023-12-18,2023-12-19,1858970,374,401.86,0.561,2,25,524161420674,0,,190.85,53.89,Failed,None,3.4
46691315,7462516,2047603,2022-10-27,2022-11-08,2022-11-10,1464446,194,823.71,1.753,15,8,692570450272,0,,420.57,4800.79,In-Transit,None,3.8
44040440,7846617,2598419,2025-03-14,2025-03-18,2025-03-19,1809183,280,875.31,0.191,2,30,316500558870,1,2025-03-12,123.14,685.1,In-Transit,None,3.9
44023659,7905574,2996398,2024-10-04,2024-10-12,2024-10-14,1724320,282,595.02,0.112,18,20,744871547333,1,2023-04-29,420.28,875.9,Delivered,None,4.4
46376701,7897816,2924682,2024-04-25,2024-05-07,2024-05-07,1115947,432,51.11,5.871,10,20,855202464203,0,,658.44,1371.62,Delivered,None,4.0
46379700,7483701,2059311,2023-02-26,2023-03-01,2023-03-07,1025024,509,229.12,0.546,18,8,627011216017,1,2023-10-21,133.22,401.52,Delivered,None,3.8
46567290,7638244,2550118,2024-06-15,2024-06-27,2024-07-02,1328954,160,787.06,0.52,15,8,471208529586,0,,221.25,646.48,Delivered,None,1.8
45619368,7336335,2173560,2022-07-10,2022-07-11,2022-07-14,1583706,340,104.95,1.345,18,8,558717630556,0,,506.19,1285.62,In-Transit,None,4.5
47829240,7866959,2851448,2023-03-29,2023-04-09,2023-04-11,1586278,71,11.2,2.166,2,20,468879101315,0,,80.9,4703.85,Returned,None,
41895862,7965369,2127620,2023-07-10,2023-07-12,2023-07-14,1662850,111,185.44,1.532,15,30,749149270223,0,,471.37,2041.96,Delivered,None,3.4
47042051,7165054,2848310,2023-08-27,2023-09-06,2023-09-07,1348423,219,285.58,0.065,18,20,328692916324,0,,408.72,3585.41,Delivered,None,4.3
41312558,7595504,2784284,2024-07-30,2024-08-05,2024-08-06,1146373,416,9.89,0.18,18,20,419140316657,1,2024-10-30,375.06,1842.36,Delivered,None,4.3
47993969,7155358,2744522,2024-11-04,2024-11-13,2024-11-14,1510535,188,142.79,4.52,18,30,653886025580,1,2024-09-19,1145.25,2376.65,Delivered,None,
44679017,7089448,2822554,2024-08-31,2024-09-03,2024-09-04,1361570,252,735.92,0.324,10,30,805410133958,0,,748.02,1071.51,Delivered,None,4.3
46261704,7719292,2936568,2022-07-28,2022-07-31,2022-07-31,1759420,460,1.0,0.06,18,25,706074253165,0,,1085.41,2672.85,Delivered,Traffic,3.0
44712745,7513904,9988643,2023-04-25,2023-04-30,2023-05-01,1759820,182,7.55,0.515,10,20,949854280803,0,,370.92,1253.95,Delivered,Address Error,3.8
48617300,7573379,2596998,2023-06-06,2023-06-11,2023-06-12,1718887,404,15.71,0.195,18,25,281118869622,0,,295.52,599.2,Delivered,None,3.6
41360967,7349185,2418623,2023-05-20,2023-06-01,2023-06-02,1137643,61,411.42,0.079,15,25,869729618755,0,,729.56,1798.97,Delivered,None,4.6
47700403,7489610,2469127,2022-11-16,2022-11-19,2022-11-20,1176457,213,117.67,4.3,10,8,395995361966,1,2024-09-29,1386.16,2296.34,Delivered,None,
48168296,7079495,2723791,2022-12-06,2022-12-18,2022-12-18,1026837,179,493.17,0.807,10,20,699022530278,1,2024-11-23,422.68,2189.07,Delivered,Customs,4.2
43149010,7230143,2115880,2023-05-22,2023-05-27,2023-05-28,1781457,123,757.27,2.419,10,8,320454618154,0,,214.03,124.82,Delivered,None,3.9
43245417,7989212,2198747,2023-10-06,2023-10-10,2023-10-11,1276643,231,122.99,1.274,15,20,263342726039,0,,335.18,3134.95,Delivered,None,3.9
47295594,7459445,2535479,2023-10-30,2023-11-10,2023-11-10,1369953,352,492.75,2.167,18,25,671032885060,0,,1838.62,1206.58,Delivered,None,4.7
47198435,7002865,2683222,2022-12-05,2022-12-17,2022-12-18,1158555,222,48.73,1.431,18,25,134683742069,1,2023-11-13,172.54,1206.93,In-Transit,None,4.1
44635003,7995832,2243441,2023-01-02,2023-01-08,2023-01-08,1350990,515,17.76,0.135,18,8,547566769526,0,,57.46,1639.19,Returned,None,3.8
45306530,7828820,2272505,2023-08-26,2023-08-27,2023-08-30,1521481,345,49.77,1.164,2,25,158576977705,0,,200.82,2377.03,Delivered,Traffic,
40863137,7215778,2211049,2024-01-01,2024-01-04,2024-01-07,1201699,373,756.02,1.212,18,25,487356772902,1,2024-04-14,74.11,4766.84,Delivered,None,3.7
44371356,7993012,2556798,2025-03-27,2025-04-05,2025-04-06,1922150,130,400.59,1.486,15,30,648984890974,1,2022-07-03,539.86,166.33,In-Transit,None,2.7
46880377,7632303,2350425,2022-12-26,2022-12-29,2022-12-29,1238974,260,146.64,0.471,15,25,674530841579,1,2022-09-11,68.66,1011.59,Delivered,None,4.1
49973959,7742861,2890423,2024-03-29,2024-03-30,2024-03-31,1747330,260,174.15,1.448,15,25,638740365861,1,2024-01-29,342.54,1022.43,In-Transit,None,3.6
40756107,7232731,2001456,2023-04-11,2023-04-24,2023-04-25,1787588,248,441.83,2.121,2,30,435863998255,1,2023-12-14,595.69,3377.87,Delivered,Traffic,2.7
42837908,7891914,2863981,2024-10-16,2024-10-23,2024-10-26,1508548,333,213.05,0.151,2,25,208240676170,0,,401.75,50.0,In-Transit,Weather,
49533966,7415548,2061371,2022-08-08,2022-08-14,2022-08-15,1066606,133,471.61,1.401,2,25,664127976636,0,,1248.67,1828.28,In-Transit,None,2.8
40436750,7328546,2082548,2022-06-24,2022-07-07,2022-07-09,1867605,175,1148.43,1.1,10,25,639578429155,1,2024-03-14,44.98,1127.46,Delivered,Customs,4.2
45544015,7451799,2151718,2023-11-24,2023-12-03,2023-12-05,1289395,220,9.68,4.328,10,8,592125783447,0,,81.11,3441.38,Delivered,None,2.8
47738362,7457878,2623130,2023-02-05,2023-02-12,2023-02-12,1645506,155,29.28,0.208,18,30,328029775694,0,,138.24,1081.8,Delivered,None,
47404022,7218065,2147305,2022-10-18,2022-10-19,2022-10-19,1480622,142,127.38,0.253,10,30,365115789010,0,,106.55,500.6,Delivered,Customs,3.5
48258636,7252693,2339782,2022-06-27,2022-07-01,2022-07-01,1540517,208,40.26,1.683,2,30,157262065987,1,2022-10-08,69.57,1776.72,Delivered,None,2.9
41582724,7985058,2574579,2024-08-11,2024-08-22,2024-08-23,1967689,143,482.35,2.086,15,20,181369434515,0,,304.4,8406.57,Delivered,None,2.9
45363493,7384796,9876970,2025-02-19,2025-02-27,2025-02-27,1613535,300,1025.54,1.003,2,25,352103668004,1,2023-07-29,207.19,2968.04,Delivered,None,4.6
45006933,7147847,2182039,2023-11-12,2023-11-15,2023-11-17,1607507,179,161.8,0.349,18,30,227464254902,0,,917.75,633.02,Delivered,None,4.6
44850291,7697733,2869214,2023-11-17,2023-11-22,2023-11-22,1195661,145,52.38,1.729,18,25,653464722068,0,,1019.35,2392.18,Delivered,None,
48472415,7422252,2654320,2025-02-25,2025-03-06,2025-03-06,1228699,271,217.49,0.476,15,8,307335473988,0,,253.28,458.62,Failed,None,
40122059,7344168,9827610,2024-11-30,2024-12-05,2024-12-05,1868340,120,246.12,0.19,18,20,974863334337,0,,974.96,50.0,Delivered,None,
43948794,7353918,2044430,2024-01-29,2024-02-04,2024-02-05,1531854,486,272.22,1.786,2,25,472541360585,0,,478.7,3058.98,Delivered,Traffic,4.7
42128878,7434520,2724966,2023-08-27,2023-08-28,2023-08-30,1698626,224,261.56,1.323,18,20,685728696133,0,,117.26,9331.31,Delivered,None,4.6
41605454,7283146,2339514,2024-09-17,2024-09-29,2024-09-29,1895549,380,11.75,1.836,2,20,779502378340,1,2022-11-09,310.67,2414.25,In-Transit,None,
40093373,7838960,2686024,2023-02-02,2023-02-10,2023-02-11,1048599,81,769.39,0.192,10,30,245039059773,0,,351.96,1537.82,Delivered,None,2.3
44493166,7623129,2233632,2024-09-13,2024-09-15,2024-09-17,1819624,214,19.2,2.674,15,8,412416096507,1,2024-07-12,397.39,419.62,Delivered,None,3.9
46806639,7979903,2626787,2024-07-16,2024-07-27,2024-07-31,1558577,237,385.54,0.05,10,8,531097290231,0,,607.61,665.63,Delivered,None,
47588885,7437515,2506829,2023-01-25,2023-02-06,2023-02-08,1759552,281,201.77,3.089,2,30,277227294978,0,,30.05,728.59,Delivered,Capacity,
42821188,7093222,2724492,2023-12-07,2023-12-11,2023-12-12,1598767,143,170.44,0.275,18,25,812311458498,1,2022-08-31,746.86,6764.82,Delivered,None,
41522137,7689197,2297560,2023-12-02,2023-12-09,2023-12-11,1876018,380,158.67,0.429,15,8,857604191750,1,2024-08-06,641.08,5228.85,Delivered,Weather,4.6
42859200,7621436,2869219,2022-12-28,2023-01-08,2023-01-08,1945312,163,806.84,7.181,18,20,250018000411,0,,492.43,2783.78,In-Transit,None,4.3
48650052,7045066,2705566,2024-05-22,2024-05-23,2024-05-23,1829080,194,405.18,0.381,15,20,638993148201,0,,672.92,297.75,Delivered,Weather,
45802612,7860283,2197640,2022-12-20,2022-12-31,2023-01-03,1038737,241,150.33,0.588,2,20,763732925390,0,,151.75,968.33,Delayed,Traffic,3.4
44027578,7023035,2543134,2023-10-25,2023-11-04,2023-11-05,1385187,559,437.68,6.484,15,20,310139648426,0,,208.81,1150.16,Delayed,None,4.6
46420345,7533083,9834422,2023-03-09,2023-03-13,2023-03-14,1324800,521,302.9,1.008,18,25,226460869066,1,2023-06-05,344.12,1503.83,Returned,None,2.5
40083755,7607065,2878112,2024-04-12,2024-04-24,2024-04-28,1868623,149,61.13,1.677,15,25,365817682555,0,,84.86,3257.89,Delivered,None,
45769412,7377825,2917812,2023-02-16,2023-02-19,2023-02-21,1001081,309,161.7,0.571,10,30,757080300301,1,2022-08-06,1424.46,1449.06,Delivered,None,3.2
47852942,7034150,2681218,2022-07-31,2022-08-01,2022-08-01,1104426,184,48.07,1.593,10,25,114963514283,0,,476.63,493.39,Delivered,None,4.6
42235911,7229817,2246755,2024-09-29,2024-10-05,2024-10-06,1410975,86,510.95,0.961,15,25,425603073612,0,,20.0,8440.61,Returned,None,4.5
48544698,7263013,2288327,2023-05-10,2023-05-12,2023-05-13,1000786,223,142.16,1.918,18,20,346292120796,0,,639.36,7047.75,Delivered,Customs,4.5
46925297,7854146,2626025,2023-02-10,2023-02-21,2023-02-23,1795983,263,178.33,1.667,18,20,495095262488,1,2022-06-03,412.82,126.33,Delivered,Traffic,
49142209,7191394,2030103,2023-01-14,2023-01-17,2023-01-17,1502079,263,1025.5,4.314,2,8,177619819936,1,2023-12-11,884.24,1221.78,In-Transit,None,4.3
44367152,7468066,2325892,2022-09-20,2022-10-01,2022-10-02,1622987,220,122.38,2.875,15,25,705663923942,0,,197.8,2047.26,Failed,None,3.8
45491476,7695674,2178274,2023-04-12,2023-04-18,2023-04-19,1115192,311,23.35,1.544,10,8,826581652069,1,2024-08-10,127.97,2259.38,Delivered,None,3.2
40629972,7524268,2193005,2025-01-16,2025-01-26,2025-01-26,1389970,289,79.66,2.832,18,8,639538511769,0,,399.5,2082.65,Delayed,None,
41284970,7082641,2813414,2024-07-26,2024-08-04,2024-08-06,1696261,218,47.99,0.573,18,8,295487241858,1,2023-07-15,727.66,3937.96,Delivered,None,4.6
45309854,7688235,2207240,2025-02-22,2025-03-06,2025-03-08,1307480,159,8.89,1.282,10,20,223697062652,1,2022-07-15,348.99,922.16,Delivered,None,
45203541,7646344,2938045,2023-10-06,2023-10-13,2023-10-13,1284372,332,90.65,1.469,18,20,894687021992,0,,949.58,2912.04,Delivered,Weather,4.2
48564647,7211656,2169865,2022-11-03,2022-11-13,2022-11-15,1818778,226,276.74,5.428,2,20,178263737684,0,,90.02,429.82,Delayed,None,
41187107,7094456,2215408,2024-05-01,2024-05-04,2024-05-05,1569186,286,218.66,2.301,15,30,596960046750,1,2025-04-17,23.45,1221.76,Delivered,None,4.0
43085206,7718953,2129815,2022-10-09,2022-10-19,2022-10-20,1217135,77,1166.32,3.319,2,20,352488230920,0,,1441.65,194.75,Delivered,None,3.7
47588695,7820356,2649951,2023-03-09,2023-03-12,2023-03-12,1491315,214,37.04,4.041,15,8,179909048631,1,2023-04-08,20.0,2830.47,Delivered,Traffic,3.4
42796270,7163739,9998159,2024-05-31,2024-06-08,2024-06-10,1329970,304,37.34,0.356,15,20,205897363861,0,,76.36,1929.41,Delivered,Traffic,
47124196,7760712,2292580,2023-09-14,2023-09-17,2023-09-19,1547017,257,552.57,0.211,10,20,639276677128,0,,43.71,3670.33,Delayed,None,
41119967,7538996,2380654,2024-04-24,2024-05-05,2024-05-05,1288207,98,305.91,3.908,18,20,851990228859,0,,68.28,5250.05,In-Transit,None,4.3
43052389,7652092,2205821,2023-07-29,2023-08-03,2023-08-05,1526703,95,766.2,0.05,15,30,573345855306,0,,274.53,2356.56,Delivered,None,3.8
42574056,7923686,2717758,2024-02-02,2024-02-03,2024-02-03,1176979,194,552.2,3.122,15,20,973727018914,0,,879.18,789.56,Delivered,None,4.6
46826688,7900094,2096191,2023-10-09,2023-10-17,2023-10-17,1523210,81,62.35,1.294,15,30,147617234634,1,2024-08-21,859.38,4004.51,Delivered,Customs,
41786663,7105673,2760855,2024-10-02,2024-10-14,2024-10-15,1231830,179,346.68,6.134,10,8,280226429158,0,,364.83,2076.35,Delivered,Address Error,4.4
43958733,7333213,2135797,2023-11-12,2023-11-23,2023-11-25,1956098,281,63.48,1.731,2,20,989188605708,0,,1366.39,9320.49,Delivered,Capacity,4.5
40592872,7771801,2506199,2022-11-28,2022-12-01,2022-12-02,1976038,218,207.36,2.44,18,25,952909464466,0,,144.55,2635.51,In-Transit,Traffic,3.5
42792819,7414010,2591857,2023-03-09,2023-03-19,2023-03-19,1492056,276,322.56,0.244,15,25,474905225965,0,,640.57,2061.72,In-Transit,None,
41773852,7833787,2922762,2023-07-11,2023-07-23,2023-07-24,1265741,243,567.74,2.441,15,25,444510719479,1,2023-03-08,96.59,3620.48,Delivered,None,
46260388,7231567,2765752,2025-04-20,2025-04-26,2025-04-28,1920812,220,193.95,1.754,10,30,155651897555,0,,971.77,90.44,Delivered,None,4.0
48107933,7813236,2521888,2022-09-03,2022-09-12,2022-09-14,1601267,334,278.42,0.601,2,20,714905312597,1,2023-02-08,1237.91,1678.7,Delivered,None,3.4
48382451,7668124,2974098,2023-08-17,2023-08-23,2023-08-25,1309096,323,141.26,5.048,18,25,618152902466,1,2024-04-04,608.01,1811.74,Delivered,None,4.3
44074226,7883610,2454195,2022-07-09,2022-07-22,2022-07-24,1114324,255,605.37,0.05,2,30,650396984849,0,,612.25,157.94,Delivered,None,4.2
47862342,7651149,2179970,2024-02-02,2024-02-11,2024-02-13,1744511,166,64.57,1.098,10,8,285821091461,0,,141.34,1127.19,In-Transit,None,3.8
44627781,7748876,2727485,2024-10-20,2024-10-22,2024-10-22,1058950,116,355.28,1.905,2,8,443587072770,0,,621.99,612.79,Delivered,None,
42835999,7977193,2593696,2023-07-31,2023-08-12,2023-08-13,1340618,267,128.32,0.812,18,20,966633774965,1,2024-05-07,534.55,1636.09,Delivered,None,2.5
41583659,7160745,2489590,2024-08-12,2024-08-14,2024-08-14,1990315,301,176.39,1.728,15,25,848677157393,0,,721.2,3782.01,Delivered,None,
41074673,7834482,2255573,2024-08-21,2024-08-23,2024-09-02,1421673,293,528.63,0.376,18,20,615631563622,1,2024-06-04,1433.65,169.62,Delivered,None,4.1
41904724,7633608,2078977,2024-02-10,2024-02-16,2024-02-18,1887598,217,8.36,0.329,18,8,877448678328,0,,91.69,267.86,Delayed,None,4.0
43921277,7981646,2341895,2024-12-21,2024-12-30,2024-12-31,1545295,244,148.74,0.551,2,20,399078134124,0,,375.88,571.92,Delivered,None,4.3
45847819,7204858,2699196,2022-09-14,2022-09-27,2022-09-27,1520504,160,156.79,1.282,15,20,804092890887,0,,491.12,374.31,In-Transit,None,
42367000,7527239,2593219,2024-08-10,2024-08-23,2024-08-23,1887205,437,107.5,0.919,2,25,625144370244,1,2022-07-01,434.52,2488.78,Failed,None,4.4
46020938,7583412,2270600,2025-02-01,2025-02-10,2025-02-11,1362223,314,148.61,3.221,10,25,516866865281,0,,1430.98,3585.19,Delivered,Weather,3.0
47250266,7035028,2078557,2023-07-03,2023-07-11,2023-07-11,1522309,246,551.37,0.05,10,30,111564436299,0,,201.42,3264.72,In-Transit,Weather,
47921035,7829984,2950247,2024-03-18,2024-03-31,2024-04-02,1918710,134,572.85,3.004,18,30,340181867926,1,2024-07-24,261.11,810.2,Delayed,Capacity,4.2
48199878,7412778,2085359,2023-10-15,2023-10-19,2023-10-19,1766449,111,312.88,2.778,18,8,711235086673,0,,393.81,50.0,In-Transit,None,3.2
47191198,7527239,2391425,2023-02-01,2023-02-09,2023-02-10,1316201,179,17.3,5.296,2,20,872342613484,1,2023-09-09,684.25,50.0,Delayed,Weather,4.6
47441039,7514044,2185304,2022-11-04,2022-11-11,2022-11-14,1401646,93,410.28,0.691,18,20,184492242239,0,,1831.6,4384.04,Delivered,None,3.9
47811852,7957946,2718767,2022-08-27,2022-09-08,2022-09-11,1601726,253,316.17,0.67,18,20,262201280651,0,,1874.5,3286.28,Delivered,Traffic,
47588483,7058457,2064035,2024-09-21,2024-09-26,2024-09-26,1188490,112,53.34,4.583,15,20,552366699049,1,2023-12-13,247.28,984.84,Delivered,None,3.8
48701547,7104779,2748474,2023-09-07,2023-09-08,2023-09-13,1661041,419,34.58,1.211,10,30,116888588016,0,,114.64,2068.58,In-Transit,None,3.5
43853184,7940469,2897485,2023-04-13,2023-04-21,2023-04-24,1787227,244,22.8,1.718,18,30,731226248413,0,,839.06,848.61,Delivered,None,3.6
44812179,7508713,2502622,2024-10-17,2024-10-25,2024-10-27,1998760,308,322.06,1.773,2,30,777000838452,1,2023-07-17,431.1,5861.67,In-Transit,Weather,
48524028,7852954,2200383,2022-06-26,2022-07-05,2022-07-05,1588299,323,124.85,0.961,10,8,110503671564,0,,44.18,491.62,Failed,None,4.8
49510040,7123660,2227730,2025-02-09,2025-02-22,2025-02-22,1399395,346,68.99,0.727,18,8,363866880672,0,,589.45,2512.3,Delivered,None,4.2
45227637,7791030,2374198,2025-02-08,2025-02-16,2025-02-18,1217452,285,735.04,0.225,15,25,704999315078,0,,134.06,79.49,Delivered,None,4.3
47380368,7715264,2894788,2024-01-11,2024-01-20,2024-01-22,1632087,204,118.13,1.071,15,8,185757669213,0,,294.22,294.81,Delivered,None,
44007991,7748876,2609838,2024-10-22,2024-11-04,2024-11-10,1132437,198,332.79,1.786,18,30,148485812426,0,,112.72,1375.35,In-Transit,Traffic,4.2
49243113,7059431,2826775,2022-10-01,2022-10-02,2022-10-05,1400637,180,367.53,3.049,15,25,103227005134,0,,191.47,1518.54,Delivered,None,3.1
46634769,7111578,2455599,2022-11-26,2022-11-28,2022-11-30,1889849,121,166.4,0.399,2,20,304286739258,0,,700.8,601.86,Delivered,None,4.5
42463294,7911031,2084686,2025-02-12,2025-02-19,2025-02-19,1972299,462,52.79,1.275,18,20,418188251168,1,2024-12-04,1020.51,3655.05,Delivered,None,
49726498,7193465,9840511,2025-02-10,2025-02-14,2025-02-16,1821484,182,80.99,2.221,15,8,356636879418,0,,37.54,836.52,In-Transit,None,4.6
49553272,7589685,2566794,2022-10-30,2022-11-06,2022-11-08,1184755,118,52.87,0.176,18,8,525561903161,0,,302.69,833.7,Delivered,None,3.5
49150870,7312603,2227834,2025-01-06,2025-01-09,2025-01-09,1844928,471,124.42,6.414,10,30,275992938741,0,,399.49,2501.67,Delivered,None,3.4
40266732,7356430,2919617,2024-02-15,2024-02-27,2024-02-27,1086404,384,7.14,0.487,18,25,130643014915,1,2022-07-18,98.44,2396.03,Delivered,Address Error,
49475406,7529599,2968807,2024-06-19,2024-06-22,2024-06-22,1261145,111,244.07,5.734,18,25,681390400846,1,2024-07-25,314.72,797.59,In-Transit,None,4.8
44728397,7981033,2832254,2025-03-07,2025-03-19,2025-03-21,1098810,156,78.0,1.819,2,20,707427184706,0,,1004.49,1480.86,In-Transit,None,3.2
41338659,7235417,2954186,2025-02-15,2025-02-17,2025-02-18,1124081,175,172.72,5.302,18,30,693263809536,1,2023-03-01,431.9,340.41,Delivered,None,3.6
44769844,7164353,2420093,2023-08-02,2023-08-13,2023-08-13,1551308,475,206.43,4.426,18,8,901524955003,0,,79.59,1859.89,Delivered,Traffic,
46044183,7324005,2360136,2024-08-06,2024-08-08,2024-08-08,1452170,217,134.49,0.551,10,25,766376966692,0,,697.28,2683.01,In-Transit,Traffic,4.9
