movement_id,location_id,product_id,movement_type,movement_datetime,quantity_units,weight_kg,batch_number,expiry_date,operator_id,robot_id,source_location_id,destination_location_id,reason_code,po_number,invoice_number,unit_cost_usd,total_cost_usd,movement_status,temperature_at_movement_c
37632362,6123995,1386750,Inbound,2024-06-10,75,29.89,511229927,2024-12-11,3448621,1354963,6255161,6550247,DISP,52615632,INV255008,53.8,1021.08,Error,22.6
30714875,6592476,1396655,Transfer,2025-03-05,107,2.19,310539829,2026-11-15,3581337,1488708,6090516,6213414,RTRN,74495884,INV187731,14.63,45216.0,Confirmed,17.4
32285697,6183871,1650184,Inbound,2024-08-01,155,68.95,617439798,2025-05-25,3485316,1345077,6715197,6635452,RECV,15306833,INV537006,36.64,34653.56,Confirmed,21.6
35472987,6077417,1336231,Transfer,2022-01-23,172,14.79,511285988,2023-08-01,3741685,1822807,6189557,6993489,SHIP,22027913,INV359743,50.25,2639.89,Confirmed,27.0
36095528,6390698,1116639,Outbound,2022-06-05,19,40.62,229923655,2024-01-31,3060073,1113901,6176199,6153467,RECV,48379351,INV349266,41.06,18816.9,Confirmed,26.4
37410842,6001360,1964453,Inbound,2023-08-04,59,13.16,110117711,2024-06-14,3195658,1805127,6987904,6522433,RECV,20513473,INV464798,4.41,42735.73,Confirmed,16.2
34861995,6669078,1967525,Outbound,2025-01-09,58,11.5,559667921,2025-10-01,3241891,1931773,6622830,6222270,SHIP,74487672,INV922486,32.28,42072.14,Confirmed,29.7
39759093,6005171,1738399,Transfer,2024-01-07,118,37.08,114640376,2025-04-12,3237957,1586828,6218577,6203622,XFER,21084675,INV167637,52.84,44658.51,Confirmed,27.8
38318784,6224770,1307178,Outbound,2022-01-13,31,4.85,756841207,2023-04-16,3766182,1894197,6556115,6749111,XFER,43321500,INV307084,27.45,8470.53,Confirmed,28.3
39758245,6888571,1276604,Inbound,2023-06-27,77,8.13,262145484,2024-11-12,3226221,1897358,6650365,6448511,RECV,81594890,INV712935,52.75,40139.67,Confirmed,24.3
30105897,6209093,1993495,Adjustment,2024-06-10,76,147.53,947242299,2025-11-17,3265296,1331373,6441397,6703907,ADJ+,30962451,INV805635,11.6,12609.86,Confirmed,15.3
32407052,6912677,1893281,Return,2024-08-15,179,8.1,863671349,2026-06-25,3127634,1973839,6948870,6349750,RECV,40090907,INV848428,2.45,3784.43,Confirmed,22.5
36754512,6227214,9562006,Outbound,2025-03-15,135,179.13,140795361,2027-02-25,3915419,1209502,6144690,6201175,RECV,63673666,INV694963,11.35,22275.72,Confirmed,16.9
38573895,6640015,1342037,Adjustment,2022-06-21,75,186.79,410188232,2024-04-25,3832614,1642900,6014456,6405972,RECV,46839289,INV717512,50.61,34782.85,Cancelled,20.0
39320769,6670837,9511612,Inbound,2022-12-11,37,23.79,457307692,2023-07-26,3492517,1956408,6367484,6193885,SHIP,77171431,INV319437,45.26,30762.63,Confirmed,27.7
31481184,6346363,1106343,Outbound,2023-06-25,94,0.87,790484277,2024-12-22,3680716,1087381,6038204,6507294,RECV,95976222,INV550284,4.33,3648.63,Confirmed,18.6
36150694,6053126,1682008,Transfer,2022-03-07,61,11.68,549801700,2023-12-08,3714476,1045540,6144179,6471733,SHIP,12352610,INV313554,18.18,418.42,Confirmed,29.5
31309184,6485032,1333838,Inbound,2024-12-05,41,28.74,853563908,2025-06-06,3852435,1099159,6483947,6174466,RTRN,63786050,INV797872,51.79,21378.46,Confirmed,23.3
31268128,6366024,1228499,Outbound,2022-07-22,130,21.48,969706345,2023-11-08,3121240,1848986,6779036,6437955,RECV,57400521,INV635203,5.41,35979.24,Confirmed,23.0
38996217,6630343,1523414,Adjustment,2022-07-07,65,33.67,743186950,2023-02-05,3166384,1328238,6636422,6617056,RECV,30027702,INV494351,45.49,1753.67,Confirmed,26.1
36142504,6947996,1277942,Transfer,2023-11-25,47,8.91,556631564,2024-08-02,3717735,1758584,6316602,6600863,XFER,22039488,INV934189,6.88,31829.26,Confirmed,21.3
34764950,6904035,1258251,Outbound,2023-03-26,82,8.6,216971021,2024-06-27,3121631,1465823,6801475,6389243,XFER,12292258,INV188010,18.87,37952.51,Confirmed,22.9
37391965,6751917,1388268,Inbound,2023-11-03,127,9.89,956278137,2025-07-21,3644156,1200577,6819763,6848868,XFER,21466028,INV251181,36.52,13636.45,Confirmed,23.0
37001402,6833383,1914469,Transfer,2022-11-11,78,44.43,996612141,2023-08-11,3222528,1697337,6024531,6135770,SHIP,10158146,INV909823,41.62,12858.5,Confirmed,19.7
31595600,6005346,9609852,Transfer,2023-04-17,96,101.44,507754844,2023-12-07,3870929,1100756,6415262,6810042,XFER,24735097,INV545545,31.15,18029.68,Confirmed,19.9
30875116,6164489,1048803,Outbound,2023-06-15,193,7.3,174170178,2025-05-16,3655505,1973422,6199539,6853443,RTRN,15961942,INV286239,51.87,37982.7,Confirmed,15.8
37110807,6648368,1577347,Outbound,2025-03-15,197,34.25,897294945,2026-02-24,3004903,1193574,6214653,6338570,SHIP,52156616,INV199874,15.29,9549.32,Confirmed,24.2
32749033,6525840,1957634,Inbound,2022-03-24,57,11.6,372286410,2022-10-02,3657196,1258262,6545295,6016480,SHIP,66887346,INV884274,49.24,46623.48,Confirmed,16.0
33750676,6252598,1948489,Inbound,2022-05-22,92,74.72,668120410,2023-10-05,3327046,1830305,6545002,6025838,DISP,72175689,INV175856,54.5,24836.98,Confirmed,29.9
33208891,6265559,1521100,Outbound,2023-12-26,125,93.49,576334744,2024-11-17,3957101,1439180,6236055,6719713,RECV,28066645,INV251855,19.1,19659.04,Confirmed,19.8
31809944,6903868,1976156,Outbound,2022-06-03,35,97.27,524824301,2022-12-17,3821513,1402525,6794534,6789147,RECV,61901106,INV854807,11.4,8996.33,Confirmed,27.2
39935250,6691124,9904207,Transfer,2023-10-15,111,8.48,541417111,2025-10-02,3212256,1416120,6628771,6591868,SHIP,74871376,INV452288,4.74,20247.31,Confirmed,26.4
31953295,6462764,1009753,Adjustment,2022-11-02,116,137.5,108782415,2024-05-31,3755402,1169122,6577933,6648564,XFER,84126244,INV138458,47.59,1705.29,Confirmed,15.2
37841234,6542810,1171715,Inbound,2025-02-08,71,7.15,661991084,2026-11-25,3676583,1284128,6074356,6047793,SHIP,16056575,INV508104,41.13,36772.43,Confirmed,19.5
32643048,6693616,1923529,Outbound,2022-10-01,81,9.59,770887751,2024-04-12,3723090,1214938,6815542,6497669,RECV,68442434,INV490719,24.27,21897.59,Confirmed,20.6
36409587,6539502,9771884,Inbound,2022-10-01,126,44.08,241589442,2023-04-11,3916223,1049180,6903173,6375993,RECV,31508940,INV671389,51.61,7889.83,Confirmed,26.8
34092977,6563710,1372820,Transfer,2023-12-05,203,40.75,212864921,2025-10-17,3427942,1895079,6591596,6081878,SHIP,40796158,INV969669,5.75,9555.24,Confirmed,19.2
31260757,6813842,1999550,Adjustment,2025-03-03,51,10.46,659517707,2026-01-07,3865448,1177770,6612379,6064745,RECV,93078549,INV274166,48.51,16821.4,Confirmed,15.1
35100775,6150715,1148356,Return,2025-01-27,93,14.04,616150157,2026-05-17,3162404,1860507,6042002,6520208,SHIP,47396030,INV338526,32.3,7276.41,Confirmed,16.6
39203680,6389593,1728774,Inbound,2022-08-13,69,36.26,800818890,2023-04-06,3246026,1823772,6238154,6001992,DISP,75263191,INV687832,6.02,33885.76,Pending,28.3
36282865,6586261,1999434,Transfer,2023-01-04,15,37.65,965191287,2023-08-29,3679886,1091165,6578754,6857863,XFER,73648045,INV644992,32.13,48380.49,Confirmed,19.9
32887916,6171111,1374446,Inbound,2023-02-16,82,80.67,578377576,2024-10-18,3074419,1150737,6764788,6334380,XFER,18685088,INV189813,10.53,17045.95,Pending,22.4
31428380,6140364,1695537,Inbound,2024-01-26,83,5.33,317261080,2025-10-14,3887323,1774793,6555489,6349615,RECV,46056011,INV976896,54.02,824.8,Confirmed,17.4
39499069,6768354,1294573,Outbound,2023-03-06,35,143.67,521838141,2024-10-09,3541526,1006298,6281099,6327599,RTRN,80680628,INV763985,54.37,40166.53,Error,15.3
36570540,6854329,1401609,Outbound,2022-06-14,66,10.67,402952766,2023-03-08,3382026,1018564,6764916,6989524,SHIP,73327734,INV548711,24.43,32855.74,Confirmed,17.6
38646068,6912681,1471844,Outbound,2025-01-04,217,93.84,478279976,2026-10-17,3498189,1598613,6350378,6165686,ADJ-,57509435,INV584533,9.15,30817.47,Confirmed,29.5
35433700,6222625,1832759,Outbound,2023-09-21,133,13.83,904829396,2024-03-31,3653671,1632151,6117686,6652772,RECV,18749387,INV115564,18.41,24059.33,Confirmed,16.3
30068719,6355285,1785516,Adjustment,2024-11-27,64,12.06,474587780,2026-10-25,3188033,1031719,6472148,6147818,SHIP,81893955,INV547358,34.74,2963.01,Confirmed,26.6
30285129,6232876,9506898,Inbound,2025-02-12,59,4.14,854442997,2026-09-06,3400625,1001552,6684054,6771277,SHIP,47634234,INV743922,3.3,10076.88,Confirmed,28.0
38830528,6022379,1119323,Inbound,2024-09-30,124,64.91,392879545,2025-11-19,3674710,1702721,6945526,6028193,ADJ-,52172852,INV665724,23.55,34413.78,Confirmed,21.1
38496766,6282737,1542185,Inbound,2023-10-04,83,7.81,609593180,2024-11-25,3539157,1565510,6650351,6011365,RECV,23334943,INV883647,3.04,12515.66,Confirmed,23.9
34872470,6269305,1468173,Inbound,2023-06-05,69,14.8,209509760,2024-04-11,3758056,1202063,6134846,6153059,XFER,99554188,INV469174,42.26,49274.02,Confirmed,19.6
33124583,6936084,1227961,Inbound,2023-02-27,76,61.5,976502138,2023-09-03,3176569,1160919,6264119,6191927,SHIP,65979696,INV230205,37.78,19936.3,Cancelled,24.3
38923836,6164414,1825356,Adjustment,2022-08-30,96,13.72,942607795,2023-12-08,3895537,1494309,6320651,6700377,RECV,35488832,INV322910,48.56,22381.71,Confirmed,29.7
35552863,6477879,1634387,Inbound,2023-11-21,118,54.88,988290170,2024-09-24,3565462,1194191,6421890,6195646,ADJ+,44831756,INV789966,23.91,2124.93,Pending,17.5
34509442,6945278,1489987,Outbound,2024-05-05,108,38.13,272319227,2025-05-02,3953427,1991631,6600463,6984173,SHIP,57343223,INV884701,39.21,12894.62,Cancelled,25.9
37518672,6600654,1308799,Adjustment,2022-08-27,64,153.65,805688007,2024-01-05,3194868,1825183,6227223,6055631,RECV,96827971,INV862816,20.91,2574.63,Confirmed,17.0
38434142,6578504,1004301,Outbound,2023-05-28,59,44.77,637931022,2024-07-11,3381995,1467354,6180111,6603520,RECV,30898212,INV904211,37.0,44938.22,Confirmed,16.2
38301254,6184828,1855189,Transfer,2024-05-15,48,89.63,770738736,2025-12-10,3843030,1963878,6720371,6438908,XFER,39945229,INV528491,20.21,25669.46,Confirmed,29.5
32554683,6962927,1380831,Return,2022-05-05,95,3.11,464375056,2023-04-18,3457950,1189053,6751306,6317006,ADJ-,18999264,INV838070,34.45,30940.55,Confirmed,16.7
31785174,6544962,1244786,Inbound,2022-06-15,140,13.42,831296236,2024-01-17,3763649,1435656,6211923,6646057,RECV,61965805,INV812614,29.09,46228.05,Confirmed,20.7
39409247,6068576,1654299,Transfer,2024-07-01,87,96.01,685191521,2025-01-02,3066525,1397615,6634700,6193301,ADJ+,77392160,INV937197,7.83,13131.02,Confirmed,15.6
30905064,6268420,1390870,Outbound,2022-11-06,84,20.8,795780298,2023-12-14,3365193,1182431,6155906,6729505,RECV,27372491,INV668942,50.8,34659.1,Error,29.4
38036701,6438894,1178031,Return,2024-03-05,71,94.19,678064939,2025-05-05,3800887,1228280,6647366,6731314,SHIP,71468368,INV637974,27.84,19368.33,Error,16.6
36918953,6379896,1768807,Outbound,2023-11-17,128,25.59,466151720,2024-05-29,3123134,1396841,6109750,6058233,SHIP,44044598,INV410728,7.56,31874.06,Confirmed,26.9
39648924,6169009,1739112,Return,2024-07-15,44,105.78,498365013,2025-09-17,3758587,1018868,6050392,6277400,RECV,85568426,INV605798,54.18,26477.1,Confirmed,29.6
36888429,6012204,1066407,Transfer,2024-03-14,53,31.47,427404388,2026-01-15,3526352,1162197,6693474,6714394,RECV,65151301,INV974395,10.62,14731.2,Confirmed,18.3
31543532,6364671,1388371,Adjustment,2025-03-01,47,54.02,108063078,2026-11-15,3168941,1539249,6953968,6427571,SHIP,89657007,INV804417,21.87,737.75,Confirmed,20.7
34161339,6325496,1636824,Inbound,2022-03-01,131,0.5,975774478,2023-12-26,3201394,1005159,6749421,6426802,SHIP,67873410,INV706945,28.46,7093.09,Confirmed,17.0
39034466,6957256,1560777,Inbound,2022-08-22,121,125.83,562159223,2024-07-15,3660767,1732962,6896199,6749044,SHIP,46850480,INV923313,53.51,41237.48,Confirmed,25.4
35121521,6193735,1299399,Inbound,2025-02-19,80,26.75,739662159,2026-02-02,3932470,1159796,6316602,6553357,ADJ+,51204349,INV780011,17.78,34011.12,Cancelled,15.2
39899924,6870998,1271622,Outbound,2023-11-09,43,41.73,119521810,2024-11-17,3752407,1354713,6970726,6909572,SHIP,14137035,INV757001,49.07,11918.42,Confirmed,28.6
30797708,6737390,9780334,Inbound,2023-03-29,92,24.28,125927374,2024-09-09,3923512,1666293,6600431,6948242,RECV,94096619,INV105979,30.29,27733.53,Confirmed,15.0
34992057,6303394,1658831,Inbound,2024-12-09,176,72.15,903565390,2026-03-25,3636816,1934325,6984555,6277002,XFER,58709943,INV284333,6.96,35179.1,Pending,26.5
39246407,6891119,1380681,Adjustment,2022-10-09,73,23.46,794611732,2024-08-01,3717426,1912262,6261439,6548259,XFER,94919243,INV829512,39.11,25555.98,Confirmed,18.3
37189867,6289465,1437224,Outbound,2023-03-20,97,2.42,651265866,2025-01-06,3841159,1786921,6416465,6465247,SHIP,87603465,INV526604,21.87,33894.96,Confirmed,19.3
33217267,6341601,1075646,Adjustment,2022-12-01,89,0.59,592316390,2023-10-26,3663916,1905576,6209838,6004287,XFER,13998321,INV649495,18.67,45092.26,Error,18.4
39528490,6412533,1109504,Inbound,2023-06-01,60,27.25,389900061,2025-02-09,3059760,1875142,6691792,6498156,SHIP,87603008,INV990588,8.54,29680.37,Confirmed,29.4
31975222,6187898,1509922,Inbound,2023-10-04,87,39.32,576582335,2025-06-01,3764360,1742417,6945709,6055194,SHIP,50183010,INV714556,42.88,46120.74,Confirmed,24.5
35979890,6331358,1920283,Inbound,2022-06-18,161,3.68,218380477,2024-04-02,3496679,1846224,6772380,6642439,DISP,65953381,INV440085,33.0,18141.32,Confirmed,27.0
38713509,6593116,1066201,Transfer,2023-07-28,144,37.31,364925744,2024-11-10,3824843,1714003,6916259,6878546,SHIP,76051496,INV984854,34.53,17418.48,Confirmed,26.8
36626406,6051233,1996748,Transfer,2024-06-10,66,0.76,267214415,2025-05-07,3822694,1631765,6202730,6663733,RTRN,89500214,INV928846,32.31,25413.62,Confirmed,28.4
31736422,6993464,1646372,Disposal,2024-02-04,66,61.99,694928484,2025-08-01,3370000,1794872,6980584,6277748,XFER,63129847,INV538875,13.99,23831.45,Confirmed,28.2
36619992,6202124,1518424,Outbound,2023-01-10,90,9.65,308612799,2024-08-12,3658286,1470266,6352012,6538782,RECV,88163146,INV455039,10.43,34691.09,Confirmed,19.6
31714997,6606074,1931793,Outbound,2022-02-19,62,6.22,648355091,2023-07-31,3276998,1868667,6231399,6265639,RECV,28973776,INV341394,30.37,21834.64,Confirmed,28.0
39714444,6965252,1109726,Inbound,2025-02-21,92,14.82,336560690,2025-12-11,3536377,1169023,6995046,6642907,SHIP,10676617,INV432932,6.06,36699.33,Confirmed,16.2
31805078,6278902,1680883,Outbound,2024-10-03,123,30.25,476876132,2025-04-21,3485295,1515963,6337906,6422532,SHIP,62424726,INV145092,31.01,24796.52,Pending,28.2
34775156,6227954,1336460,Transfer,2022-03-01,100,24.6,239424558,2022-12-27,3613834,1050920,6703008,6687843,ADJ+,17188642,INV105860,36.55,5724.08,Confirmed,28.0
32793805,6611653,1653474,Outbound,2025-01-05,57,21.66,269896305,2026-08-21,3123703,1186134,6503708,6775203,RECV,81981116,INV171861,42.52,25770.41,Confirmed,27.1
38668615,6920477,1184230,Inbound,2023-03-07,15,0.68,802372259,2024-07-06,3731249,1128163,6346607,6917450,SHIP,24584271,INV657266,30.23,48819.99,Confirmed,28.7
36844412,6504941,1804562,Outbound,2023-02-11,48,25.06,223619649,2023-09-09,3443172,1802660,6859157,6942050,XFER,64757716,INV774952,13.0,10783.16,Confirmed,23.3
32158346,6259144,1472317,Return,2022-10-18,147,24.17,658734929,2024-07-31,3237466,1058470,6409734,6214361,SHIP,29307688,INV655121,11.88,42918.46,Confirmed,22.0
30205309,6918338,1002922,Outbound,2024-11-01,164,23.6,161730570,2026-09-10,3825435,1019038,6031402,6579693,XFER,67896706,INV339698,48.39,8218.78,Confirmed,20.3
32792384,6966634,1919278,Transfer,2025-02-09,54,12.66,210098096,2026-02-28,3489669,1529664,6786121,6166528,SHIP,78565023,INV566838,54.82,33696.49,Confirmed,29.3
37567543,6794817,1600055,Transfer,2022-06-20,103,2.09,966027980,2023-02-24,3013239,1907753,6725706,6476058,ADJ+,55782166,INV147206,23.11,19565.48,Confirmed,21.9
38459046,6695070,1382547,Transfer,2024-06-03,106,87.22,214254976,2024-12-10,3288548,1344975,6114428,6574599,SHIP,33982158,INV915861,44.46,7548.96,Confirmed,26.0
39656762,6833686,1320806,Outbound,2025-04-16,122,45.91,523412233,2026-01-26,3589292,1558498,6713714,6992069,ADJ+,79172288,INV568267,23.84,41752.31,Confirmed,15.8
37874959,6876891,1546874,Outbound,2022-03-03,81,179.07,993302807,2023-04-12,3091356,1416120,6803581,6915566,ADJ-,83528701,INV215002,51.82,932.34,Confirmed,29.6
32186978,6269661,1239641,Inbound,2024-12-10,47,16.28,655181428,2026-03-10,3688241,1982751,6770209,6203864,RECV,82554558,INV576929,19.67,40749.13,Pending,28.2
35653361,6198969,1817399,Transfer,2022-06-01,42,83.84,945124238,2023-01-18,3597138,1518361,6438917,6426381,DISP,28109086,INV197037,26.46,11937.19,Confirmed,27.5
36927405,6669374,1487857,Outbound,2025-03-30,60,73.73,775625030,2025-11-10,3925365,1215339,6637726,6187114,SHIP,90354945,INV730369,17.67,16219.0,Confirmed,26.1
33288752,6330520,1292417,Transfer,2022-11-01,253,16.37,920732880,2024-07-22,3812492,1213802,6304538,6265286,RECV,70488667,INV260555,50.85,10127.48,Confirmed,20.0
37192846,6237197,1851851,Inbound,2022-05-19,74,71.93,335466506,2023-12-05,3748893,1676166,6364988,6068042,SHIP,95496943,INV268968,47.86,34538.52,Confirmed,20.4
36141633,6452704,1649161,Inbound,2022-07-27,129,17.79,957506139,2023-11-18,3844043,1828157,6765267,6443469,XFER,39191187,INV163012,7.82,31434.86,Confirmed,21.1
34775671,6394032,1619409,Return,2025-01-21,65,118.09,945997031,2026-01-16,3907671,1756966,6779128,6127567,RECV,85510242,INV913954,14.5,15948.22,Confirmed,29.9
31094882,6057913,1183433,Inbound,2025-02-26,55,19.06,143097312,2026-05-22,3150819,1871187,6773719,6468107,RECV,18579200,INV295948,44.92,21382.44,Confirmed,28.2
33743771,6001992,1703566,Return,2023-03-14,111,100.4,693559025,2024-01-04,3578997,1807383,6711985,6383950,XFER,53150456,INV442439,49.81,17300.73,Confirmed,15.2
33039434,6433964,1562667,Outbound,2022-09-14,200,23.28,718321160,2024-02-06,3814982,1170942,6364543,6668704,RECV,28675006,INV489227,38.23,6681.17,Confirmed,25.7
31438222,6937769,1186035,Outbound,2023-11-21,144,25.16,679808003,2025-11-03,3733982,1121291,6239056,6390177,ADJ+,26148411,INV303992,38.63,5842.25,Confirmed,23.3
32421498,6725407,1858941,Inbound,2022-02-16,239,4.37,327291496,2023-10-15,3622724,1971529,6482199,6067771,RTRN,91064185,INV255901,26.32,47566.15,Confirmed,26.2
31783681,6304155,1582313,Outbound,2025-04-16,99,59.05,624652659,2026-06-13,3513777,1771770,6319923,6705605,XFER,17108959,INV139765,51.72,9694.39,Confirmed,17.2
37645226,6850832,1128918,Outbound,2022-07-18,76,8.38,810543380,2023-02-05,3807453,1203766,6603266,6474783,ADJ+,85872482,INV316946,50.55,29184.02,Pending,26.0
30877459,6294610,1772539,Outbound,2024-09-20,77,0.66,769911458,2026-05-16,3347506,1366137,6463873,6133765,SHIP,78577743,INV960562,5.98,35327.39,Confirmed,26.7
37372134,6789147,1400544,Transfer,2023-03-31,71,79.19,428227092,2024-12-17,3430790,1750654,6178892,6329635,SHIP,12292338,INV182008,51.7,44315.45,Confirmed,26.9
31497665,6927789,1316938,Adjustment,2022-08-09,130,106.71,892634625,2024-04-02,3943530,1097461,6105743,6387836,RTRN,87041218,INV918777,44.46,10933.03,Confirmed,18.4
38316471,6750186,1743064,Return,2024-11-17,157,16.41,360591880,2025-10-10,3503640,1514340,6719713,6982940,SHIP,82744542,INV557484,20.07,16005.58,Confirmed,28.5
38110402,6989184,1525753,Adjustment,2022-02-22,116,22.65,340679215,2023-03-20,3402349,1482579,6893020,6952447,RECV,87473604,INV763038,35.6,37999.86,Confirmed,21.0
36337670,6830107,1539276,Outbound,2024-03-20,120,45.88,529343826,2026-02-25,3675009,1993959,6108752,6522726,SHIP,88290101,INV509162,37.72,45761.29,Confirmed,25.8
38240854,6845219,1330949,Inbound,2022-03-30,143,83.15,568708279,2023-12-14,3164747,1485056,6339056,6104620,RECV,62977164,INV780700,6.97,8183.23,Pending,19.8
33185673,6822158,1305854,Outbound,2023-02-13,93,23.3,242803781,2024-12-19,3352538,1175736,6046785,6003206,ADJ+,10575053,INV898141,2.2,14087.73,Confirmed,18.7
34732457,6853019,1105908,Inbound,2024-11-15,136,16.45,326953226,2026-04-30,3560967,1238749,6273207,6447544,RECV,37244566,INV356986,26.89,27311.91,Confirmed,16.6
39460133,6744876,1767258,Transfer,2023-04-22,49,87.88,681615435,2024-05-27,3007097,1084557,6236814,6365793,RECV,89282347,INV287307,40.27,5163.22,Confirmed,22.1
32526835,6145015,1236449,Adjustment,2024-09-27,80,11.56,449060816,2026-06-24,3425289,1107113,6849856,6881433,SHIP,23666114,INV505349,15.27,5691.67,Confirmed,17.2
31626359,6408176,1815251,Transfer,2025-04-02,97,34.07,550709252,2025-11-19,3482571,1788168,6626340,6467089,RTRN,36612221,INV679428,8.66,40099.14,Confirmed,26.7
38747557,6464120,1471600,Adjustment,2024-03-02,33,148.09,308053396,2025-11-13,3650774,1456286,6052045,6040892,ADJ-,49955496,INV149395,52.28,7616.04,Confirmed,27.7
32480195,6420216,9944650,Inbound,2022-08-22,85,4.01,687104615,2023-07-19,3798710,1979457,6994340,6416465,RECV,65550255,INV341541,48.35,39371.66,Confirmed,19.9
38792346,6115465,1714232,Outbound,2022-06-29,72,6.05,655108537,2023-08-15,3386342,1440716,6244944,6917943,SHIP,73886983,INV671021,27.91,30005.87,Confirmed,27.7
32414383,6829416,1704886,Inbound,2024-10-31,69,27.59,893448304,2026-03-31,3675704,1151590,6167964,6364293,RECV,71886505,INV690514,30.39,40273.74,Confirmed,18.5
37593118,6389992,1371725,Inbound,2024-02-25,88,54.09,975511250,2026-02-13,3142575,1698251,6013667,6991763,RECV,67593770,INV266518,38.42,3340.23,Error,15.2
32564912,6320015,1068863,Transfer,2024-12-27,172,36.24,610262221,2025-09-14,3342485,1497394,6920134,6616732,RECV,37401730,INV299562,8.51,15144.43,Confirmed,24.2
35518443,6117765,1335206,Adjustment,2022-09-14,71,16.26,494512073,2023-09-16,3755144,1467406,6559376,6546696,RECV,14111895,INV661961,11.45,4785.27,Confirmed,25.5
37927693,6603266,1540893,Return,2023-08-28,53,15.7,976547880,2025-05-29,3649682,1688440,6925961,6560511,DISP,64624770,INV625706,15.0,10201.46,Confirmed,20.6
32152249,6061035,1343138,Outbound,2022-07-04,48,22.72,170007917,2024-02-26,3010423,1692855,6166862,6384936,RTRN,57031655,INV512974,34.34,10454.96,Confirmed,15.9
39253307,6885825,1284983,Transfer,2022-11-06,53,50.42,190109029,2024-07-17,3239451,1347022,6867924,6857572,RECV,88376799,INV170284,19.26,49727.55,Confirmed,29.7
31268537,6955968,1522232,Outbound,2024-02-17,85,11.82,190728986,2025-06-07,3185383,1306414,6520614,6657244,ADJ-,55144987,INV535094,36.73,41737.53,Confirmed,29.6
30137576,6475360,1862121,Inbound,2023-11-17,23,9.13,278783316,2025-09-16,3249575,1588874,6253433,6474328,SHIP,58634881,INV637238,39.0,46357.95,Confirmed,18.0
35079474,6696402,1181369,Return,2024-01-11,95,49.33,907729139,2025-05-05,3241382,1563877,6855152,6314964,RECV,11213996,INV510319,41.52,35054.2,Confirmed,29.2
36339033,6790543,1840573,Adjustment,2023-10-16,32,31.23,386714665,2024-04-23,3743833,1957167,6180021,6285028,XFER,88601946,INV303968,2.83,28451.93,Confirmed,15.5
35987128,6738777,1359157,Outbound,2023-10-08,42,31.18,247279568,2025-01-26,3308814,1583340,6241521,6267858,XFER,72495280,INV846747,25.66,5208.61,Confirmed,22.6
35320682,6417449,1704515,Transfer,2022-08-20,120,23.67,577977549,2023-06-12,3208021,1764038,6602280,6518923,XFER,16000290,INV773318,14.09,3836.79,Confirmed,17.7
31385834,6438582,1532336,Outbound,2022-05-09,22,41.16,930155909,2024-04-07,3751316,1612841,6206086,6376406,XFER,68192157,INV879930,45.99,21509.81,Confirmed,25.8
31198579,6540685,1338599,Inbound,2025-01-30,24,8.64,128303635,2026-03-29,3855671,1581863,6850455,6059688,RTRN,13283817,INV981330,3.76,49166.66,Pending,22.4
39393689,6370927,1488717,Outbound,2024-10-26,68,74.95,693270159,2026-10-12,3276992,1249364,6818125,6787564,RTRN,42233690,INV768917,22.05,29642.45,Confirmed,29.8
34909734,6341591,1604565,Outbound,2025-01-19,52,175.92,699635762,2026-10-12,3271722,1654679,6700377,6643923,RECV,35280155,INV147937,44.13,32372.48,Confirmed,26.0
39556757,6042924,1302002,Outbound,2025-04-14,110,35.65,932068110,2026-07-01,3025159,1677803,6309554,6283331,XFER,70351840,INV111974,12.33,16049.07,Confirmed,21.7
37866858,6122112,1443114,Inbound,2023-01-08,123,101.52,449770707,2024-04-26,3421619,1159355,6020547,6920025,RECV,20499402,INV359452,46.12,42206.79,Confirmed,18.7
38934354,6715396,1268345,Adjustment,2023-08-23,67,56.12,694951032,2024-08-27,3867970,1413234,6550863,6942296,XFER,21932436,INV469326,8.24,49293.13,Confirmed,19.9
39624434,6552623,1595793,Inbound,2024-03-13,77,64.67,426076314,2024-10-11,3334857,1405415,6736975,6812767,SHIP,32242839,INV163787,50.84,27492.7,Confirmed,21.1
33425181,6113664,1899497,Outbound,2025-03-21,53,51.92,204210563,2026-07-15,3653995,1223835,6790852,6423834,RTRN,79318534,INV462234,16.7,22404.11,Cancelled,27.1
39471712,6620577,1279774,Inbound,2024-06-06,125,1.89,738564050,2025-10-08,3069796,1851261,6061147,6113241,ADJ+,29772195,INV738869,54.5,241.19,Confirmed,15.4
31068412,6901857,1923543,Outbound,2024-05-17,120,83.14,978741982,2025-01-12,3713673,1514700,6091732,6695033,SHIP,49607148,INV420646,45.57,32357.37,Confirmed,29.9
39114695,6373506,1872053,Disposal,2022-02-16,77,50.98,567475482,2023-08-17,3874934,1937699,6616829,6446128,SHIP,63358111,INV638727,38.81,26108.71,Pending,29.4
38830834,6326344,1001871,Outbound,2023-06-12,76,10.09,186355043,2024-01-24,3627983,1299694,6929365,6462028,SHIP,79019695,INV547577,50.84,11546.62,Confirmed,21.3
39717761,6046823,1765787,Outbound,2023-02-19,69,9.88,443452636,2024-12-14,3958245,1904781,6032571,6441559,ADJ-,13187230,INV310816,51.16,39542.01,Confirmed,30.0
37862248,6401412,1669609,Inbound,2024-04-11,150,23.7,504689591,2025-07-25,3238840,1425534,6839657,6284544,XFER,20933030,INV214575,18.59,45885.51,Confirmed,28.6
