robot_id,robot_type,manufacturer,model_name,serial_number,purchase_date,installation_date,last_maintenance_date,next_maintenance_date,battery_capacity_kwh,max_payload_kg,max_speed_ms,warehouse_zone,current_status,firmware_version,total_operating_hours,total_tasks_completed,error_count_lifetime,maintenance_count,is_active
1063715,AMR,Geek+,MDL-7411,56463597,2018-04-24,2023-08-06,2025-01-12,2026-05-06,53.54,50,0.64,B,Active,v5.0,1368.8,6811,23,18,1
1554789,Depalletizer,Fanuc,MDL-8416,21062085,2020-02-26,2019-01-18,2024-04-22,2026-05-12,70.86,500,3.46,B,Active,v4.2,2299.4,4849,12,44,0
1833116,AMR,ABB,MDL-7452,29610327,2019-07-04,2020-06-27,2024-06-28,2026-02-18,79.95,50,3.15,A,Active,v5.0,1634.4,7396,62,1,1
1733529,Sorter,ABB,MDL-7746,13086909,2022-10-23,2022-07-30,2024-05-18,2025-07-17,68.4,50,2.18,B,Active,v4.2,2950.4,3035,70,38,1
1787286,AMR,Locus,MDL-2680,29128465,2022-05-29,2020-12-15,2024-12-09,2025-12-20,49.38,50,1.67,E,Idle,v4.0,15674.3,4121,22,29,1
1957195,Sorter,Locus,MDL-6111,68102804,2021-09-09,2021-07-18,2024-01-12,2025-09-29,14.69,50,1.11,A,Idle,v4.1,497.3,3350,9,28,1
1399341,AGV,Fanuc,MDL-1592,10658287,2022-07-10,2022-04-16,2024-09-01,2026-01-12,67.43,50,2.59,E,Maintenance,v4.0,7846.9,7590,2,37,0
1613246,Depalletizer,Geek+,MDL-3065,81890780,2021-02-19,2021-11-05,2025-02-02,2025-06-14,20.85,200,3.16,E,Maintenance,v3.2,1051.9,4435,29,34,1
2517017,Arm,Fanuc,MDL-4510,57813851,2021-10-04,2024-10-10,2025-03-24,2026-01-20,64.59,200,1.67,D,Decommissioned,v4.1,141.5,7959,22,6,1
1772834,AMR,6 River,MDL-5094,33443793,2021-02-25,2023-10-30,2024-08-30,2026-01-19,34.51,50,1.69,A,Charging,v3.2,394.6,3977,49,39,0
1281832,AMR,ABB,MDL-1436,91843477,2019-06-13,2022-10-04,2025-04-13,2026-02-05,63.81,100,1.92,A,Active,v3.1,1213.7,1957,32,46,0
1995452,Palletizer,Fanuc,MDL-7474,74511591,2019-11-22,2018-06-18,2025-01-14,2026-01-29,79.45,1000,1.84,A,Maintenance,v3.2,879.1,3374,20,36,1
1541542,AMR,Fanuc,MDL-6732,58302041,2018-08-22,2020-01-06,2025-03-02,2025-10-23,19.15,1500,2.34,A,Active,v4.0,1162.6,1784,45,48,1
1942405,Palletizer,Fanuc,MDL-7391,79592318,2020-03-20,2024-03-30,2024-05-21,2025-11-23,29.04,50,2.62,E,Active,v4.0,7230.9,6636,20,39,1
1510643,AGV,OMRON,MDL-1328,75896175,2018-01-11,2024-10-14,2024-06-16,2025-12-05,57.85,200,3.14,D,Active,v4.2,1869.7,7019,9,11,1
1483690,Cobot,Fanuc,MDL-4157,81201807,2022-03-05,2020-02-11,2024-08-28,2025-07-03,5.27,50,1.25,A,Charging,v4.1,2365.2,2753,15,22,1
1749668,AMR,Fanuc,MDL-3063,31160442,2021-12-24,2023-01-18,2024-07-22,2025-09-21,59.11,200,2.51,B,Active,v4.1,1124.3,5920,24,49,1
1110338,Palletizer,Kuka,MDL-2591,79951320,2018-07-10,2024-09-14,2024-03-05,2026-05-28,28.86,50,3.49,C,Active,v4.0,559.0,5492,3,24,1
1332275,AMR,OMRON,MDL-6230,16841572,2022-05-16,2021-03-31,2024-05-05,2026-03-08,16.75,500,2.95,E,Maintenance,v5.0,6202.0,2076,18,49,1
1251455,AMR,ABB,MDL-5017,51985161,2019-04-04,2020-09-18,2025-03-18,2025-08-16,11.44,1000,1.28,D,Idle,v4.0,1730.0,2237,18,19,1
1987403,Cobot,6 River,MDL-7957,49977733,2024-10-19,2021-12-07,2024-11-06,2025-07-14,42.77,100,3.22,E,Charging,v4.0,2471.1,2006,12,5,1
1591397,AGV,Fanuc,MDL-3238,15507495,2018-01-16,2024-05-28,2024-05-03,2025-10-19,71.75,100,3.16,C,Idle,v4.2,303.9,9045,30,42,1
1808659,AGV,Fanuc,MDL-7527,14354216,2021-11-04,2021-04-09,2024-01-14,2025-07-09,38.4,100,2.08,F,Maintenance,v5.0,704.7,2166,31,44,1
1444510,Arm,Geek+,MDL-2625,95479629,2020-02-18,2023-05-18,2024-04-22,2025-08-15,65.29,200,0.77,B,Idle,v4.0,655.0,8224,37,4,1
1509623,Sorter,Fanuc,MDL-8819,33479860,2019-04-15,2023-03-24,2024-04-21,2026-03-10,11.55,50,2.08,F,Maintenance,v4.1,3433.3,9578,54,40,1
1809975,AMR,6 River,MDL-1362,50162288,2024-04-24,2018-11-19,2024-12-15,2026-05-07,73.8,200,0.72,B,Active,v4.2,1695.5,3431,38,21,1
1600673,Palletizer,ABB,MDL-6451,13637789,2018-06-18,2024-07-14,2024-03-02,2026-06-02,71.83,100,3.41,B,Charging,v4.0,1371.5,4954,29,9,1
1843619,AGV,Kuka,MDL-1319,98829389,2020-07-11,2020-02-09,2024-04-16,2025-11-11,19.66,200,2.77,C,Active,v4.1,3143.6,8166,51,42,1
1288691,AMR,OMRON,MDL-2348,70450793,2020-12-07,2019-02-24,2024-08-17,2025-06-16,49.57,100,3.21,B,Error,v4.2,6515.1,9784,115,6,1
1462365,Depalletizer,Locus,MDL-2608,54389802,2019-05-30,2022-10-07,2024-12-01,2026-05-01,71.8,1000,3.08,F,Active,v4.1,3029.1,8335,25,38,0
1140116,Sorter,Kuka,MDL-3165,42017300,2020-03-21,2018-11-06,2024-07-29,2026-04-11,44.36,100,3.26,A,Active,v4.1,3194.7,3732,8,33,1
1730374,Sorter,OMRON,MDL-9078,98672489,2019-02-28,2024-02-20,2024-07-04,2025-08-24,76.82,200,2.23,C,Idle,v4.2,60.2,5641,47,7,1
1230396,Cobot,Kuka,MDL-5956,33233809,2021-01-02,2024-01-26,2024-03-16,2026-02-22,7.72,200,0.68,D,Idle,v3.1,3365.9,2337,9,15,1
1448116,AMR,Geek+,MDL-7248,95488411,2019-12-20,2020-03-10,2024-03-31,2025-06-21,23.26,50,1.26,C,Active,v4.0,2752.9,4492,37,0,1
1439992,AGV,Kuka,MDL-4968,43569891,2020-01-23,2023-07-06,2024-11-11,2026-05-13,14.14,500,1.78,B,Active,v5.0,1400.3,4697,10,2,1
1607627,Cobot,OMRON,MDL-1742,73674342,2022-06-29,2024-12-25,2024-12-08,2025-07-02,38.02,500,1.25,C,Maintenance,v5.0,3288.9,4422,94,33,1
1325653,Depalletizer,Fanuc,MDL-9911,16630989,2018-03-22,2023-01-21,2024-04-14,2025-07-16,21.28,100,1.99,A,Active,v4.2,587.9,3406,35,1,1
1903339,Cobot,OMRON,MDL-2906,84437934,2020-11-26,2021-01-25,2025-01-22,2026-05-13,79.87,200,2.68,A,Active,v4.2,946.4,4274,54,27,1
1141861,AMR,ABB,MDL-6446,25742642,2021-02-08,2019-05-27,2025-01-23,2026-04-24,58.17,100,2.24,C,Maintenance,v4.1,160.4,2262,15,6,1
1898677,Palletizer,Fanuc,MDL-2434,75523853,2019-12-16,2022-08-11,2024-12-24,2025-10-20,39.28,1500,3.35,C,Active,v4.1,714.0,2839,104,29,1
1329126,AGV,Fanuc,MDL-9125,89722229,2022-11-25,2025-01-10,2024-11-09,2026-01-15,53.03,200,2.97,C,Idle,v5.0,334.8,7787,89,26,1
1031379,Palletizer,Locus,MDL-2737,72418576,2024-10-11,2022-09-30,2025-02-19,2026-02-27,11.81,50,2.34,F,Decommissioned,v4.1,77.1,8665,19,21,0
1442371,AMR,Fanuc,MDL-9052,13910467,2020-03-16,2023-09-27,2024-08-09,2025-06-20,59.31,200,2.04,B,Maintenance,v4.0,2354.0,3787,12,41,1
1407929,Sorter,6 River,MDL-1760,61416818,2020-01-31,2020-02-05,2024-04-04,2026-06-26,68.7,200,0.55,A,Idle,v4.1,41.4,6501,31,20,1
1378004,AGV,Locus,MDL-1182,50242264,2018-06-30,2018-06-25,2024-04-11,2026-05-07,77.24,500,0.67,B,Active,v3.2,463.8,8980,92,48,0
1361580,Sorter,OMRON,MDL-1601,12309292,2022-09-12,2023-10-25,2025-01-14,2025-10-12,23.51,200,1.37,C,Maintenance,v3.2,578.8,4412,34,10,1
2489224,AMR,ABB,MDL-3829,69535184,2020-05-13,2023-08-13,2024-07-13,2025-07-02,7.57,50,1.89,A,Idle,v4.2,324.3,7987,90,36,0
1287507,Sorter,6 River,MDL-7130,23123750,2023-05-27,2021-03-15,2024-06-11,2025-09-11,49.81,50,0.96,B,Active,v4.1,3317.4,2121,43,11,1
1398227,Sorter,6 River,MDL-3076,15228211,2021-08-13,2019-10-30,2024-07-26,2025-11-22,45.47,200,2.53,E,Active,v3.1,4080.5,7161,35,39,1
1232386,AMR,OMRON,MDL-4275,64399046,2023-06-14,2022-12-29,2024-09-11,2026-06-10,40.26,200,2.41,E,Active,v4.1,1668.4,3319,41,48,1
1612967,Palletizer,Fanuc,MDL-7582,69458474,2020-04-01,2021-06-02,2024-04-08,2025-08-27,75.35,50,3.17,B,Idle,v4.0,4989.1,3594,9,11,1
1708884,AGV,Fanuc,MDL-8335,18323739,2020-08-11,2022-03-12,2024-08-27,2025-07-07,26.39,50,0.84,B,Active,v3.2,1818.4,945,28,48,1
1574491,AMR,Kuka,MDL-8297,15875240,2019-07-24,2024-10-31,2025-02-25,2025-10-08,79.39,200,2.97,B,Error,v4.0,3625.7,7179,12,41,1
1067210,AGV,Fanuc,MDL-2162,93800970,2018-03-25,2022-08-02,2024-09-16,2025-07-28,71.66,50,3.36,A,Active,v5.0,820.3,3481,84,30,1
1732527,AGV,Geek+,MDL-6471,72750321,2023-11-29,2023-07-13,2024-05-30,2025-07-10,21.64,1000,1.88,F,Idle,v3.1,217.2,3455,31,11,1
1329781,AGV,ABB,MDL-7408,60157049,2021-02-22,2024-05-19,2024-10-09,2026-04-29,20.94,100,1.9,B,Charging,v4.2,8588.0,3430,14,33,1
1713417,AGV,Fanuc,MDL-8504,51559823,2020-03-23,2020-09-12,2024-07-31,2026-01-02,36.28,200,0.86,B,Active,v3.2,1861.4,4156,20,37,1
1898045,Palletizer,ABB,MDL-7981,35457757,2019-01-21,2021-07-14,2024-07-17,2025-07-22,62.38,100,0.58,B,Active,v4.0,693.7,7621,9,21,1
1328399,AMR,ABB,MDL-8898,83521930,2018-01-08,2022-05-09,2024-07-24,2025-07-11,11.29,100,2.15,B,Active,v3.2,6816.1,901,13,10,1
1454007,AMR,OMRON,MDL-1561,34141792,2018-03-13,2021-12-07,2024-11-09,2025-11-09,32.23,50,1.08,A,Active,v4.2,1265.1,4651,1,25,1
1434716,AGV,Fanuc,MDL-3437,40751450,2021-07-03,2019-12-13,2025-04-20,2025-10-08,68.48,1000,1.1,C,Active,v4.1,5060.0,2558,11,6,1
1611773,AMR,ABB,MDL-3036,74904896,2021-12-16,2025-01-20,2025-01-16,2026-03-05,51.25,100,2.03,B,Active,v4.2,1292.8,4325,71,23,1
1338094,AMR,OMRON,MDL-5879,42632141,2022-03-09,2019-09-02,2025-01-11,2026-01-21,37.97,200,2.13,E,Active,v4.0,677.3,1353,137,29,1
1881765,AMR,OMRON,MDL-3581,56502544,2019-05-16,2023-07-09,2024-04-04,2026-01-21,5.73,200,3.03,B,Idle,v4.0,2168.0,3024,67,0,1
1778597,AMR,6 River,MDL-3702,42876204,2024-09-29,2019-04-09,2024-01-26,2025-09-12,11.68,1500,1.87,C,Error,v4.1,38.6,2438,46,15,1
1203165,AMR,Fanuc,MDL-7130,22958603,2018-09-28,2024-07-02,2024-10-24,2026-02-04,42.67,200,0.81,B,Active,v4.1,641.8,5743,74,8,1
1404214,AMR,OMRON,MDL-7574,79199777,2021-08-07,2020-06-04,2024-11-22,2026-06-16,60.45,1000,0.65,B,Active,v3.1,822.0,5613,27,12,0
1282734,Palletizer,Fanuc,MDL-6414,71175807,2021-10-28,2022-06-18,2024-03-14,2025-09-19,61.6,1500,1.76,C,Idle,v4.2,2634.9,12046,67,5,1
1533844,Depalletizer,Fanuc,MDL-9191,98527674,2019-02-19,2023-01-13,2025-04-17,2025-08-08,74.73,200,2.73,B,Active,v4.2,3217.6,5659,80,38,1
1394511,AMR,6 River,MDL-5710,43729216,2021-03-19,2023-04-23,2024-10-04,2025-09-05,39.38,200,2.19,E,Active,v4.0,4366.6,6387,53,36,1
1343883,Arm,Geek+,MDL-4725,34446613,2021-05-24,2020-12-25,2024-05-13,2025-06-20,12.04,100,0.63,C,Charging,v3.2,2464.3,5035,53,28,1
1102345,AGV,Fanuc,MDL-7351,35305778,2021-05-07,2022-07-09,2025-01-13,2026-04-20,54.6,200,1.3,E,Active,v4.1,108.8,4800,116,28,1
1094877,Palletizer,Fanuc,MDL-8238,21441219,2022-05-10,2021-01-09,2025-03-16,2025-07-01,15.93,1000,1.5,E,Idle,v4.2,2216.6,4836,27,11,1
1979037,Arm,Kuka,MDL-8918,28888694,2019-06-28,2021-04-26,2025-01-30,2026-03-17,62.1,200,1.49,A,Active,v4.1,1369.7,1933,35,47,1
1955967,Palletizer,OMRON,MDL-3940,83427295,2020-04-14,2021-01-23,2025-04-02,2025-07-04,33.71,200,3.19,B,Idle,v5.0,974.9,3122,5,24,0
1756340,AGV,Fanuc,MDL-7494,74937785,2019-11-23,2021-12-04,2024-09-27,2025-08-05,18.9,50,2.53,B,Active,v4.2,1081.3,1525,10,26,1
1619362,Sorter,ABB,MDL-5900,11969926,2023-07-26,2020-08-19,2025-03-10,2025-08-20,35.55,200,0.56,B,Idle,v4.2,726.9,3515,61,35,1
1635239,Cobot,ABB,MDL-4405,29306489,2021-07-30,2019-04-18,2024-07-11,2025-06-22,38.2,100,0.83,F,Maintenance,v4.2,6297.5,3710,29,26,1
2570645,Arm,6 River,MDL-8613,47777749,2021-10-28,2023-06-23,2024-12-05,2025-07-27,12.47,500,2.15,D,Maintenance,v4.0,463.7,7103,12,23,0
1266781,AMR,Kuka,MDL-9465,24708664,2019-06-09,2022-11-28,2024-09-05,2025-11-30,55.84,200,3.18,C,Maintenance,v4.1,1400.3,3815,33,27,1
1577653,AGV,Locus,MDL-6776,58499174,2024-09-25,2020-01-18,2024-01-29,2025-08-15,36.48,1000,0.65,A,Active,v4.1,1689.8,11297,11,13,1
1273192,Palletizer,Kuka,MDL-9648,42499704,2019-03-15,2021-01-16,2024-08-24,2025-08-21,10.01,200,2.22,B,Active,v3.1,2059.3,3599,84,11,1
1727560,Arm,Fanuc,MDL-3064,95022743,2024-10-31,2022-05-24,2024-08-02,2025-07-23,67.23,500,0.9,B,Idle,v4.0,4864.3,4037,31,43,1
1196829,AMR,Kuka,MDL-7245,83656272,2021-10-30,2024-04-03,2024-10-20,2025-12-11,46.95,100,0.9,A,Charging,v4.0,282.4,4042,4,38,1
1261093,AGV,6 River,MDL-1966,15199241,2020-08-13,2023-04-28,2025-04-24,2026-03-07,15.71,500,2.94,A,Maintenance,v3.2,909.3,4798,29,33,1
1998561,Sorter,ABB,MDL-8058,21891128,2024-03-02,2019-02-17,2024-04-07,2025-06-19,60.86,200,3.19,B,Active,v3.1,2192.2,2721,48,35,1
1857925,Sorter,Kuka,MDL-8210,29583771,2023-06-28,2024-04-12,2025-03-31,2026-04-26,12.28,200,0.88,A,Active,v3.2,7747.0,4864,70,43,1
1771228,Sorter,OMRON,MDL-7254,29855770,2022-07-20,2022-10-04,2024-12-31,2026-03-15,73.13,50,0.63,C,Active,v5.0,3178.1,5123,94,19,0
1581906,AMR,Fanuc,MDL-9996,88983829,2022-10-09,2022-04-20,2024-02-17,2026-05-08,31.84,100,3.12,C,Error,v4.1,5385.5,3064,19,47,1
1859352,Arm,Locus,MDL-3721,74679019,2019-04-10,2020-03-16,2024-05-28,2025-07-09,15.36,50,2.27,A,Idle,v4.0,4550.4,5758,80,22,1
1430126,AGV,6 River,MDL-7663,40995046,2021-10-05,2021-03-14,2024-08-18,2026-01-26,79.71,50,0.53,A,Error,v4.0,3878.0,3563,53,5,1
2505202,AMR,Locus,MDL-2507,28439190,2018-01-14,2024-01-13,2024-03-27,2025-10-14,5.64,50,1.39,A,Maintenance,v5.0,3696.3,3617,38,7,0
1009221,Sorter,OMRON,MDL-6483,16801553,2020-08-03,2020-09-04,2024-01-11,2026-04-13,19.3,100,0.76,E,Idle,v4.1,4258.1,4689,111,46,1
1019618,Sorter,Locus,MDL-9671,81690159,2018-08-07,2020-06-01,2025-03-11,2026-05-16,36.11,50,2.79,B,Active,v5.0,12940.9,4933,8,38,1
1028782,Cobot,6 River,MDL-4237,17666389,2022-09-13,2018-08-25,2024-01-07,2025-11-06,46.62,1000,1.17,A,Active,v4.1,3231.7,4483,48,48,1
1655168,AGV,Kuka,MDL-1938,98030788,2021-09-17,2021-01-22,2025-01-21,2025-06-22,55.88,50,3.23,A,Idle,v4.0,36.5,3361,20,19,1
1569986,AMR,6 River,MDL-3996,50553459,2018-01-21,2022-04-23,2024-01-31,2025-07-10,30.61,1000,3.29,B,Active,v3.2,914.6,3683,43,46,1
1339591,AMR,6 River,MDL-4621,36491001,2024-09-10,2018-12-25,2024-05-07,2025-10-24,11.54,200,3.04,F,Idle,v4.0,1212.5,3732,8,4,1
1258967,Depalletizer,Fanuc,MDL-2070,65090990,2020-08-15,2024-01-07,2024-03-09,2026-04-21,20.29,50,2.45,D,Maintenance,v4.2,4174.1,3862,8,39,1
1642189,AMR,ABB,MDL-8708,48865499,2019-09-28,2018-03-15,2024-02-11,2026-01-16,79.24,200,2.67,B,Idle,v4.1,569.9,3680,37,15,0
1156708,Depalletizer,OMRON,MDL-1333,55061251,2024-04-17,2018-10-30,2025-04-09,2025-10-26,27.72,50,0.85,A,Charging,v3.2,9121.4,5438,116,5,1
1979846,AGV,ABB,MDL-3844,16159404,2020-11-29,2021-02-03,2024-07-09,2026-06-20,34.15,1000,0.71,C,Charging,v4.2,1232.2,6486,29,47,1
1068973,Palletizer,6 River,MDL-3367,85436118,2023-08-05,2022-08-21,2024-03-14,2026-06-22,44.88,200,0.95,A,Decommissioned,v3.1,1167.5,3933,77,17,0
1899365,Sorter,OMRON,MDL-5506,91944980,2021-01-14,2024-02-22,2024-08-04,2025-11-15,40.68,50,1.51,B,Active,v5.0,1848.3,7150,22,12,1
1547879,Depalletizer,6 River,MDL-6679,41031525,2023-07-02,2024-09-20,2024-04-15,2025-08-13,61.16,200,1.28,E,Active,v3.2,2743.9,4195,103,38,1
1545712,AMR,Kuka,MDL-1384,56318272,2019-11-12,2018-07-09,2024-04-06,2025-07-23,67.23,100,3.11,B,Maintenance,v4.0,6104.4,6448,101,32,1
1336062,Arm,Geek+,MDL-1991,35399753,2022-10-27,2022-09-08,2024-07-08,2025-10-07,32.82,50,2.66,B,Active,v5.0,785.5,3900,27,8,0
1610592,AGV,Kuka,MDL-6672,26709948,2018-10-13,2019-02-06,2024-08-29,2025-09-21,79.35,100,2.82,D,Active,v3.1,4487.5,3212,14,37,1
1832977,Depalletizer,Fanuc,MDL-2225,24388278,2020-05-05,2022-05-27,2024-10-31,2026-05-10,20.36,50,2.61,B,Idle,v5.0,292.0,5000,52,47,1
1890905,Sorter,ABB,MDL-4876,80686087,2019-12-04,2024-06-14,2024-11-25,2026-04-01,8.68,500,0.91,F,Active,v3.1,5292.9,5128,19,12,1
1762242,AGV,6 River,MDL-3466,90833512,2022-06-16,2019-08-01,2024-04-08,2026-06-02,69.75,50,1.11,C,Charging,v4.0,3112.9,7079,11,18,1
2985585,Sorter,OMRON,MDL-9852,20169668,2022-08-04,2018-03-20,2024-05-31,2025-08-18,51.91,200,2.35,B,Idle,v4.1,3550.9,4767,25,2,1
1505380,AGV,OMRON,MDL-9881,61976961,2022-12-21,2023-08-17,2024-04-16,2025-06-23,33.29,100,1.51,E,Active,v3.2,1157.5,7506,60,6,1
1311190,AMR,Locus,MDL-2885,45545830,2018-04-17,2020-09-19,2024-04-21,2025-07-15,11.96,50,2.27,A,Active,v3.2,7601.1,2714,44,3,1
1678233,Sorter,6 River,MDL-5748,80905744,2023-01-18,2023-04-04,2024-01-27,2026-02-28,66.2,100,1.69,C,Active,v4.1,1610.2,6109,34,44,1
1206643,AMR,ABB,MDL-7960,80947697,2022-06-18,2023-07-31,2024-07-12,2026-05-05,8.84,1500,1.16,A,Maintenance,v4.1,3928.4,4251,16,43,1
1064290,AGV,ABB,MDL-7479,37106363,2021-03-19,2020-01-07,2025-04-02,2025-07-27,5.39,500,2.78,C,Active,v4.2,948.2,4397,38,38,1
1628847,Sorter,Geek+,MDL-8827,79684317,2019-01-01,2023-02-19,2024-04-02,2026-06-07,12.69,200,1.48,C,Active,v4.0,1156.5,3747,26,19,1
1996543,Sorter,OMRON,MDL-3584,16932461,2018-06-18,2020-02-15,2024-10-29,2026-05-12,63.36,500,0.86,A,Active,v4.1,2190.8,5409,31,45,1
1195347,AMR,OMRON,MDL-9357,36072888,2022-07-13,2022-07-15,2024-06-21,2025-11-01,37.4,200,3.41,E,Maintenance,v4.0,733.9,4643,77,16,0
1512293,Palletizer,OMRON,MDL-3321,97179252,2021-04-07,2024-05-11,2024-07-29,2026-05-12,64.55,200,1.09,E,Idle,v4.1,4081.3,4234,25,0,1
2331091,Depalletizer,Fanuc,MDL-2054,16479547,2020-08-22,2021-09-16,2025-02-11,2026-04-11,5.17,200,2.48,D,Maintenance,v4.0,2831.9,3136,32,0,0
1044202,AMR,Fanuc,MDL-6322,37317199,2022-09-13,2021-01-25,2025-01-13,2026-03-24,55.33,100,3.14,A,Idle,v4.1,147.9,3860,64,32,1
1573677,AGV,Fanuc,MDL-5866,90838468,2018-10-02,2021-06-15,2024-10-13,2025-09-19,22.15,500,0.78,B,Active,v3.2,745.5,5281,57,22,1
1995138,AGV,Fanuc,MDL-7473,98954486,2021-07-17,2019-07-17,2024-10-21,2025-11-27,55.16,100,2.12,A,Active,v4.1,2128.0,1555,17,31,1
1416730,Arm,Fanuc,MDL-7750,52799552,2023-10-26,2024-08-23,2024-09-19,2025-07-29,23.96,1500,1.39,B,Error,v3.2,1398.5,2871,43,17,1
1640900,Palletizer,Kuka,MDL-7073,89154159,2023-11-07,2024-03-16,2024-02-11,2026-01-04,40.88,100,2.61,A,Idle,v4.1,2086.0,4934,40,24,1
2378858,AMR,OMRON,MDL-2905,68416231,2021-08-04,2018-06-09,2024-04-17,2026-02-21,40.67,50,1.69,C,Maintenance,v4.2,3743.4,1935,9,31,0
1574132,Palletizer,ABB,MDL-6430,51225178,2020-11-18,2020-11-12,2024-05-16,2025-07-24,36.43,200,2.8,B,Charging,v4.1,332.3,2677,14,30,1
1442045,AMR,Geek+,MDL-3668,50736217,2022-11-24,2022-09-24,2024-09-20,2026-02-20,58.13,50,2.29,A,Idle,v4.1,129.1,6128,90,32,1
1665720,AMR,OMRON,MDL-6835,36639976,2019-11-23,2024-05-07,2024-11-17,2025-12-14,69.76,200,3.05,C,Active,v4.1,127.7,7698,106,47,0
1379115,AMR,OMRON,MDL-4649,21602452,2018-09-04,2022-12-23,2024-08-08,2026-03-28,21.85,50,2.69,C,Active,v4.1,810.8,3710,25,49,1
1022538,Palletizer,ABB,MDL-3741,38559520,2022-08-15,2023-10-08,2025-01-22,2025-10-15,44.94,200,3.26,D,Charging,v3.2,7249.8,1954,69,25,1
1488419,Sorter,Fanuc,MDL-9177,58071092,2018-01-01,2024-05-08,2024-08-19,2025-11-09,29.7,500,2.87,F,Active,v4.0,527.6,7204,1,9,1
1762140,AMR,ABB,MDL-5246,79552598,2021-04-10,2019-01-16,2024-08-28,2026-02-21,63.58,200,1.59,D,Active,v4.0,354.5,4370,129,34,1
1641848,Sorter,ABB,MDL-4773,14550928,2022-04-11,2022-07-07,2025-02-08,2025-06-09,33.29,100,0.86,C,Idle,v4.1,760.2,5247,15,10,1
1779634,AMR,Fanuc,MDL-3003,32721230,2024-12-17,2021-08-13,2024-08-21,2025-07-13,72.07,50,3.06,C,Maintenance,v4.0,6826.0,3730,4,36,1
1676484,Arm,Kuka,MDL-8655,28641494,2019-03-29,2023-07-27,2024-09-19,2026-06-28,26.51,50,1.67,B,Idle,v4.2,4145.2,3114,11,15,1
1239527,Arm,OMRON,MDL-8611,83891494,2023-10-07,2020-01-22,2024-10-15,2026-06-05,61.8,100,2.56,A,Idle,v3.1,5614.0,7446,54,13,0
1864777,Sorter,Locus,MDL-7603,87181845,2022-11-18,2018-11-27,2024-12-06,2025-06-17,56.99,500,2.08,B,Maintenance,v4.2,554.1,1937,10,21,1
1248291,Depalletizer,ABB,MDL-4478,44549870,2018-03-07,2019-03-17,2024-12-24,2025-12-29,38.76,500,2.79,C,Maintenance,v3.1,6851.8,10151,17,33,1
1363325,AMR,Fanuc,MDL-2971,19406658,2023-11-12,2022-06-15,2024-09-05,2025-07-12,79.26,500,1.4,A,Active,v4.2,2710.1,3614,56,29,1
1576617,AMR,Fanuc,MDL-5041,35750371,2020-11-14,2019-07-13,2024-03-13,2026-05-12,51.42,1000,1.77,B,Active,v4.1,1461.3,4402,30,6,1
1416784,Sorter,Kuka,MDL-4542,10527992,2019-12-24,2023-10-18,2025-04-18,2025-11-02,64.98,50,3.23,D,Maintenance,v3.2,906.0,3933,5,41,1
1790850,Palletizer,6 River,MDL-7909,89752563,2024-06-27,2023-08-05,2025-04-21,2026-03-20,53.01,50,0.86,C,Active,v4.2,826.9,6581,32,31,1
1659441,Palletizer,Geek+,MDL-4055,66249006,2024-05-07,2020-09-12,2025-02-17,2025-08-31,33.85,200,1.14,D,Active,v4.1,1773.8,2599,66,44,0
1051333,Sorter,Fanuc,MDL-8699,47862720,2021-03-06,2020-05-22,2024-08-06,2025-09-02,8.99,200,0.67,B,Idle,v4.2,8747.1,4687,26,36,1
1566683,Depalletizer,Fanuc,MDL-2365,84031183,2022-03-05,2018-05-01,2024-06-23,2026-05-21,53.62,50,1.86,C,Idle,v3.1,1421.1,4481,51,20,1
2719739,Palletizer,OMRON,MDL-4151,91312740,2020-08-11,2018-07-11,2025-01-10,2026-03-18,40.36,50,0.62,B,Maintenance,v4.0,1438.7,4956,91,46,0
1887310,AMR,Fanuc,MDL-8285,75862833,2024-10-11,2019-06-23,2025-03-02,2025-11-19,52.01,100,1.9,B,Maintenance,v4.2,289.5,3390,6,26,1
1071412,AMR,Geek+,MDL-1558,20596742,2019-08-23,2021-07-16,2024-04-27,2025-07-16,57.79,100,1.24,B,Active,v3.2,2195.6,1251,48,41,1
1847375,AGV,Fanuc,MDL-2888,41760387,2020-03-10,2018-03-28,2024-11-18,2025-06-18,72.92,100,3.36,A,Idle,v4.1,310.2,5878,19,33,1
1546815,AGV,OMRON,MDL-6812,73847608,2023-02-17,2024-01-09,2024-07-23,2025-06-14,15.2,100,0.91,C,Active,v3.1,1065.8,2514,36,7,1
1748648,Palletizer,Locus,MDL-6762,92186265,2024-05-05,2020-03-29,2025-04-20,2025-10-15,29.46,200,1.41,A,Active,v4.0,2536.1,4311,25,22,1
1620425,AGV,Fanuc,MDL-5022,19012623,2018-03-16,2021-02-15,2025-03-20,2026-02-02,26.46,50,2.67,B,Active,v4.2,285.4,2623,98,25,1
1271555,AMR,ABB,MDL-9824,95522526,2023-01-03,2020-09-11,2024-09-01,2025-07-24,79.38,100,0.54,A,Active,v3.2,2624.1,6365,36,48,1
1845970,Palletizer,OMRON,MDL-1183,11070786,2019-04-05,2024-04-28,2024-12-31,2026-01-02,76.71,100,2.86,C,Active,v4.0,1082.9,3063,25,33,1
1001885,Sorter,Kuka,MDL-2259,23236187,2022-11-16,2021-10-16,2024-07-04,2026-02-04,40.46,200,2.86,A,Decommissioned,v3.1,2256.1,4468,6,8,1
