order_id,product_id,batch_id,order_date,planned_start_datetime,actual_start_datetime,planned_end_datetime,actual_end_datetime,planned_quantity_units,actual_quantity_units,unit_of_measure,production_line,shift,operator_id,quality_score,rejection_rate_pct,order_status,robot_assisted,energy_consumed_kwh,rework_required
27367187,1563122,4442076,2023-05-20,2024-07-11,2024-07-11 00:00:00,2024-07-13 11:00:00,2024-07-13 16:00:00,26458,26970,Box,Line-3,Afternoon,3945807,59.29,2.373,Scheduled,1,190.26,0
25433229,1096136,4624352,2022-02-19,2023-02-05,2023-02-05 01:00:00,2023-02-07 05:00:00,2023-02-07 10:00:00,4563,4159,Pouch,Line-2,Morning,3322267,75.45,2.037,Completed,1,38.05,0
25398392,1069950,4781025,2023-10-23,2024-05-19,2024-05-18 23:00:00,2024-05-21 00:00:00,2024-05-21 02:00:00,8220,7149,Carton,Line-2,Morning,3104445,79.56,1.247,Scheduled,0,114.52,0
29787997,1223846,4264216,2022-04-17,2024-11-03,2024-11-03 02:00:00,2024-11-04 23:00:00,2024-11-05 03:00:00,8631,8227,Tin,Line-1,Morning,3611089,92.32,1.726,Completed,1,334.27,1
26075799,1415513,4877199,2024-07-28,2022-11-14,2022-11-14 07:00:00,2022-11-14 18:00:00,2022-11-15 05:00:00,12569,12764,Pouch,Line-4,Night,3274668,61.39,0.288,Cancelled,1,10.0,0
29055669,1379501,4815592,2023-09-02,2024-02-05,2024-02-04 23:00:00,2024-02-07 12:00:00,2024-02-07 12:00:00,45531,44292,Tin,Line-4,Afternoon,3815732,89.73,2.697,Completed,1,110.3,0
26607896,1522413,4751829,2024-11-26,2023-05-15,2023-05-15 06:00:00,2023-05-15 11:00:00,2023-05-15 20:00:00,35394,31386,Pouch,Line-1,Afternoon,3124354,84.2,2.211,Completed,0,81.73,1
25721796,1505285,4056823,2023-05-17,2024-07-07,2024-07-07 07:00:00,2024-07-09 21:00:00,2024-07-10 04:00:00,14219,12904,Pouch,Line-2,Night,3689067,86.0,2.25,Scheduled,1,22.53,0
26978118,1636215,4126989,2024-12-14,2023-04-30,2023-04-30 07:00:00,2023-04-30 05:00:00,2023-04-30 12:00:00,44915,38424,Pouch,Line-3,Afternoon,3117735,76.32,2.413,Completed,1,53.95,0
22595208,1001819,4265527,2024-02-14,2023-07-05,2023-07-04 23:00:00,2023-07-05 07:00:00,2023-07-05 09:00:00,46481,45831,Pouch,Line-3,Morning,3747401,49.49,0.105,Completed,1,40.59,1
29837180,1222421,4357499,2023-06-25,2024-10-07,2024-10-06 23:00:00,2024-10-08 15:00:00,2024-10-08 17:00:00,37781,36221,Tin,Line-3,Afternoon,3302166,69.4,3.856,Completed,1,32.56,0
25234417,1613120,8053712,2023-12-21,2023-07-02,2023-07-02 03:00:00,2023-07-04 05:00:00,2023-07-04 09:00:00,16325,16416,Tin,Line-2,Afternoon,3444014,81.71,1.64,Completed,0,109.58,0
29055363,1431868,4655576,2024-07-31,2022-09-02,2022-09-02 04:00:00,2022-09-03 22:00:00,2022-09-04 04:00:00,44288,39329,Tin,Line-1,Night,3563090,84.31,0.337,Completed,0,390.19,0
27472990,1390911,4579134,2023-07-18,2023-04-08,2023-04-08 01:00:00,2023-04-10 14:00:00,2023-04-10 17:00:00,27116,25158,Tin,Line-2,Morning,3147434,69.5,0.214,Scheduled,1,311.2,0
25161365,1600577,4790079,2022-01-04,2023-05-08,2023-05-08 03:00:00,2023-05-10 08:00:00,2023-05-10 16:00:00,35434,34557,Pouch,Line-4,Afternoon,3671312,65.26,2.998,Completed,1,47.51,0
25322776,1125679,4879245,2024-04-15,2024-02-08,2024-02-08 06:00:00,2024-02-09 02:00:00,2024-02-09 08:00:00,4094,3558,Tin,Line-4,Afternoon,3457624,55.76,1.193,Completed,0,525.51,0
24799113,1744471,4440639,2023-03-22,2024-05-30,2024-05-30 02:00:00,2024-06-01 19:00:00,2024-06-01 22:00:00,37353,33477,Box,Line-5,Afternoon,3636657,64.45,6.046,Completed,1,193.96,0
25107859,1928726,4883318,2023-01-08,2024-04-22,2024-04-22 05:00:00,2024-04-24 07:00:00,2024-04-24 14:00:00,12554,11641,Tin,Line-5,Morning,3055887,91.13,0.828,Completed,0,51.45,1
23588609,1359886,4060754,2023-01-22,2023-03-19,2023-03-19 07:00:00,2023-03-21 08:00:00,2023-03-21 14:00:00,21307,20886,Tin,Line-1,Morning,3897161,68.03,0.404,Completed,1,48.1,1
23961979,1718676,4964728,2022-02-28,2023-06-20,2023-06-20 00:00:00,2023-06-22 10:00:00,2023-06-22 12:00:00,46373,42173,Box,Line-1,Afternoon,3279387,86.07,3.244,Completed,1,145.61,0
29335689,1492963,4636052,2024-12-13,2023-05-08,2023-05-08 06:00:00,2023-05-10 05:00:00,2023-05-10 12:00:00,12002,10265,Carton,Line-2,Morning,3769725,82.25,1.959,Completed,1,67.7,0
22759243,1798937,4157881,2023-12-23,2024-02-29,2024-02-29 03:00:00,2024-02-29 10:00:00,2024-02-29 15:00:00,26046,27311,Tin,Line-4,Morning,3298891,74.87,1.362,Completed,1,299.8,0
29945360,1999857,4865393,2025-01-02,2025-01-30,2025-01-30 03:00:00,2025-02-01 19:00:00,2025-02-01 22:00:00,45429,45987,Tin,Line-4,Morning,3750203,64.24,0.859,In-Progress,1,12.93,0
23486050,1797181,4034654,2022-06-13,2024-01-30,2024-01-30 03:00:00,2024-02-01 05:00:00,2024-02-01 10:00:00,40242,34451,Box,Line-2,Night,3631600,92.98,2.884,Completed,1,350.72,0
28265098,1829186,4559494,2023-04-09,2023-01-24,2023-01-24 04:00:00,2023-01-24 11:00:00,2023-01-24 16:00:00,20844,21032,Pouch,Line-1,Afternoon,3932692,83.01,1.152,Completed,1,10.0,1
29734999,1467201,4814486,2024-11-12,2024-11-03,2024-11-03 05:00:00,2024-11-04 03:00:00,2024-11-04 10:00:00,38270,39420,Box,Line-3,Morning,3814358,67.26,1.179,Completed,1,160.48,0
22123877,1911661,4667109,2023-11-15,2025-02-05,2025-02-04 22:00:00,2025-02-05 06:00:00,2025-02-05 05:00:00,7893,6900,Tin,Line-3,Afternoon,3852556,80.99,3.739,Completed,1,96.42,0
24788620,1064494,4597883,2024-07-01,2024-05-14,2024-05-14 02:00:00,2024-05-14 19:00:00,2024-05-15 01:00:00,13194,11646,Tin,Line-1,Night,3534911,97.97,0.855,Cancelled,0,485.59,0
29404007,1159913,4326849,2023-03-20,2024-03-20,2024-03-19 23:00:00,2024-03-21 01:00:00,2024-03-21 03:00:00,16984,15479,Pouch,Line-5,Afternoon,3738736,79.8,6.769,In-Progress,0,90.67,0
29804087,1149154,4197774,2024-11-26,2024-11-03,2024-11-03 01:00:00,2024-11-04 03:00:00,2024-11-04 03:00:00,26547,27598,Tin,Line-2,Morning,3020122,68.68,1.886,Completed,1,136.27,0
27355023,1581243,4714330,2024-09-05,2024-07-22,2024-07-22 05:00:00,2024-07-23 15:00:00,2024-07-24 01:00:00,47497,42482,Tin,Line-2,Night,3551782,66.64,0.552,Completed,0,168.18,0
26176212,1065555,4988261,2022-09-15,2024-04-17,2024-04-17 06:00:00,2024-04-19 15:00:00,2024-04-20 00:00:00,45250,41588,Tin,Line-4,Morning,3480127,80.99,2.167,Scheduled,1,165.43,0
21349515,1310461,4706331,2025-02-18,2025-03-30,2025-03-29 22:00:00,2025-03-31 17:00:00,2025-03-31 17:00:00,8012,7311,Tin,Line-3,Morning,3649711,92.62,1.278,Completed,1,204.91,0
26946224,1076058,4528310,2023-08-13,2023-09-07,2023-09-07 01:00:00,2023-09-09 03:00:00,2023-09-09 07:00:00,40535,40981,Box,Line-2,Morning,3036739,82.72,0.572,Completed,1,136.72,0
24712671,1357828,4351825,2024-02-10,2022-08-21,2022-08-20 23:00:00,2022-08-23 17:00:00,2022-08-23 19:00:00,42248,39819,Tin,Line-3,Night,3354328,52.84,0.356,Completed,1,166.86,1
26015945,1401229,4464397,2022-10-15,2024-07-07,2024-07-07 03:00:00,2024-07-09 15:00:00,2024-07-09 20:00:00,16040,15904,Pouch,Line-2,Morning,3398606,78.42,2.458,Completed,1,135.25,0
24973225,1261721,4505861,2022-06-18,2023-10-16,2023-10-15 23:00:00,2023-10-16 10:00:00,2023-10-16 08:00:00,25810,24154,Pouch,Line-2,Night,3895638,78.12,0.279,Completed,1,245.5,0
23673782,1469614,4800680,2022-11-28,2025-03-27,2025-03-27 05:00:00,2025-03-27 19:00:00,2025-03-28 05:00:00,29275,29331,Tin,Line-3,Afternoon,3242545,86.86,2.367,In-Progress,1,231.0,1
24964946,1397377,4415804,2023-07-03,2023-05-05,2023-05-05 01:00:00,2023-05-06 19:00:00,2023-05-07 01:00:00,19180,19009,Tin,Line-1,Morning,3840643,74.28,0.373,Scheduled,1,172.44,0
20739846,1922871,4438426,2023-11-21,2023-10-20,2023-10-20 00:00:00,2023-10-20 06:00:00,2023-10-20 09:00:00,10727,9342,Tin,Line-4,Night,3899376,83.41,0.35,Completed,1,19.45,0
25188511,1903253,4658729,2025-01-05,2023-11-22,2023-11-22 07:00:00,2023-11-23 04:00:00,2023-11-23 12:00:00,46934,43960,Tin,Line-4,Afternoon,3679900,67.1,0.739,Completed,1,50.92,0
24849737,1722453,4081405,2022-07-02,2024-07-05,2024-07-05 00:00:00,2024-07-07 00:00:00,2024-07-07 02:00:00,17727,15488,Box,Line-1,Morning,3998946,70.81,0.547,Cancelled,1,231.84,0
29816583,1268816,4885054,2024-11-04,2024-12-13,2024-12-12 23:00:00,2024-12-14 02:00:00,2024-12-14 05:00:00,15351,14576,Carton,Line-5,Night,3981712,95.31,1.897,Completed,1,25.9,0
21758706,1878087,4116504,2022-10-02,2024-05-22,2024-05-22 05:00:00,2024-05-23 00:00:00,2024-05-23 04:00:00,45364,38598,Tin,Line-3,Night,3723920,67.12,0.358,Completed,1,191.15,0
22667321,1602485,4772013,2024-09-10,2023-02-16,2023-02-16 00:00:00,2023-02-16 11:00:00,2023-02-16 12:00:00,45761,46935,Tin,Line-1,Morning,3863923,56.51,4.569,In-Progress,1,227.11,0
22576398,1006549,4279850,2022-03-07,2024-05-26,2024-05-26 01:00:00,2024-05-27 03:00:00,2024-05-27 05:00:00,842,859,Tin,Line-1,Night,3212329,75.79,0.912,Completed,1,64.99,0
28957950,1938752,4618566,2022-04-15,2022-11-29,2022-11-29 01:00:00,2022-11-30 15:00:00,2022-11-30 17:00:00,17696,15065,Carton,Line-5,Morning,3739418,91.68,1.342,In-Progress,1,64.07,0
22289138,1567865,4101301,2023-09-06,2024-08-20,2024-08-20 04:00:00,2024-08-22 10:00:00,2024-08-22 13:00:00,29977,29402,Tin,Line-2,Night,3044446,57.14,0.253,Completed,1,630.91,0
27436540,1581243,4844943,2023-10-23,2025-03-12,2025-03-12 03:00:00,2025-03-13 00:00:00,2025-03-13 04:00:00,26887,27139,Tin,Line-2,Night,3905740,84.91,0.099,Completed,1,222.16,1
20116636,1209623,4237527,2023-07-21,2023-06-20,2023-06-19 22:00:00,2023-06-20 10:00:00,2023-06-20 09:00:00,47970,44883,Tin,Line-4,Morning,3388961,71.38,0.602,Completed,1,133.56,0
28078616,1443935,4177543,2022-11-06,2023-10-19,2023-10-19 05:00:00,2023-10-19 08:00:00,2023-10-19 14:00:00,24422,23604,Tin,Line-2,Morning,3774361,96.05,3.528,Completed,1,30.34,0
24556802,1042421,4013770,2022-03-14,2023-02-24,2023-02-24 03:00:00,2023-02-24 05:00:00,2023-02-24 07:00:00,48554,43450,Carton,Line-5,Morning,3546923,65.67,0.376,Completed,0,10.0,1
25244145,1509292,4556738,2023-06-17,2024-04-08,2024-04-08 00:00:00,2024-04-08 07:00:00,2024-04-08 09:00:00,36546,38002,Pouch,Line-1,Night,3904363,90.98,2.369,Completed,0,10.0,0
26907813,1798587,4387606,2022-10-18,2022-10-16,2022-10-16 04:00:00,2022-10-17 06:00:00,2022-10-17 14:00:00,48220,42693,Tin,Line-4,Night,3171112,94.71,1.169,Completed,1,78.51,0
25989925,1130365,4090152,2022-04-21,2023-06-16,2023-06-16 07:00:00,2023-06-16 11:00:00,2023-06-16 18:00:00,26201,26722,Tin,Line-5,Morning,3767521,96.61,1.262,In-Progress,1,462.99,0
21167114,1658145,4317963,2025-02-20,2025-02-04,2025-02-04 04:00:00,2025-02-05 15:00:00,2025-02-05 21:00:00,23325,22333,Tin,Line-3,Night,3276333,90.99,2.137,Completed,1,43.79,1
20510123,1475227,4821315,2024-06-07,2023-02-10,2023-02-10 07:00:00,2023-02-12 18:00:00,2023-02-13 06:00:00,2046,1749,Box,Line-3,Night,3672747,87.49,0.694,Completed,1,405.71,0
29391046,1491537,4106514,2022-01-10,2023-07-06,2023-07-06 02:00:00,2023-07-08 22:00:00,2023-07-09 01:00:00,35679,36546,Box,Line-3,Night,3076244,85.29,6.097,Completed,1,46.43,1
28482091,1372432,8308559,2023-04-26,2024-03-12,2024-03-12 01:00:00,2024-03-14 21:00:00,2024-03-15 03:00:00,13255,13323,Pouch,Line-2,Night,3033223,80.96,0.406,Completed,1,152.86,0
20095519,1148835,4372943,2023-08-31,2022-06-08,2022-06-08 06:00:00,2022-06-10 13:00:00,2022-06-11 00:00:00,47732,48616,Tin,Line-1,Night,3500825,91.45,2.974,Completed,1,39.76,0
27424044,1835416,4402900,2024-08-07,2025-03-20,2025-03-19 23:00:00,2025-03-22 22:00:00,2025-03-22 20:00:00,30110,29642,Tin,Line-4,Night,3766973,94.98,0.018,On-Hold,1,68.13,0
26244472,1815885,4968350,2023-06-21,2023-10-03,2023-10-03 06:00:00,2023-10-05 11:00:00,2023-10-05 20:00:00,48027,43302,Tin,Line-3,Night,3627924,91.39,1.658,Completed,1,34.19,0
28905656,1437864,4779900,2024-06-11,2023-05-06,2023-05-06 02:00:00,2023-05-08 05:00:00,2023-05-08 11:00:00,44575,44044,Tin,Line-2,Afternoon,3313569,69.19,0.359,In-Progress,1,13.78,0
22837833,1086294,4356220,2025-02-07,2023-01-19,2023-01-19 04:00:00,2023-01-19 17:00:00,2023-01-20 02:00:00,43161,44687,Box,Line-3,Morning,3263550,64.6,1.204,Completed,1,157.47,0
24554296,1320334,4233036,2022-06-18,2022-12-14,2022-12-14 05:00:00,2022-12-15 16:00:00,2022-12-16 00:00:00,7264,6391,Pouch,Line-2,Morning,3652927,88.32,2.787,Scheduled,1,18.32,0
29514335,1913563,4540565,2022-01-31,2024-06-16,2024-06-16 07:00:00,2024-06-18 14:00:00,2024-06-19 01:00:00,21218,18833,Pouch,Line-1,Night,3091902,64.73,2.266,Completed,1,304.12,0
21035022,1513231,4207498,2024-06-01,2024-04-14,2024-04-14 00:00:00,2024-04-15 18:00:00,2024-04-15 21:00:00,39042,39783,Tin,Line-1,Afternoon,3660400,72.2,1.182,Completed,0,10.0,0
20112752,1696562,4908066,2024-05-03,2024-06-07,2024-06-07 02:00:00,2024-06-09 08:00:00,2024-06-09 09:00:00,40883,36649,Tin,Line-1,Night,3819962,79.73,0.086,Completed,0,137.52,0
24104167,1081080,4922683,2023-09-11,2024-08-30,2024-08-29 23:00:00,2024-08-31 18:00:00,2024-08-31 19:00:00,24151,20610,Pouch,Line-2,Morning,3484285,82.75,1.638,Completed,1,460.26,0
22937149,1350750,4891722,2024-04-13,2023-09-10,2023-09-10 00:00:00,2023-09-10 07:00:00,2023-09-10 12:00:00,18061,16623,Tin,Line-5,Afternoon,3177983,78.92,0.354,Scheduled,1,17.35,0
21361693,1535534,4098583,2023-01-14,2023-06-23,2023-06-23 00:00:00,2023-06-23 15:00:00,2023-06-23 19:00:00,35595,36931,Tin,Line-3,Night,3282269,90.07,0.056,On-Hold,1,571.68,0
29671779,1248564,4233460,2023-02-05,2022-06-30,2022-06-30 04:00:00,2022-06-30 06:00:00,2022-06-30 13:00:00,47621,40585,Tin,Line-4,Afternoon,3468431,89.11,1.205,Completed,0,131.16,0
29517394,1999691,4229206,2023-11-07,2023-05-16,2023-05-15 23:00:00,2023-05-18 10:00:00,2023-05-18 12:00:00,28633,27564,Carton,Line-1,Afternoon,3583318,84.87,1.045,Completed,1,689.39,0
20269470,1048147,4797614,2024-11-01,2024-01-14,2024-01-14 03:00:00,2024-01-16 13:00:00,2024-01-16 21:00:00,42431,44177,Box,Line-1,Night,3914830,89.06,0.337,In-Progress,1,63.41,0
24900789,1038737,4205143,2022-06-21,2022-07-08,2022-07-08 04:00:00,2022-07-08 23:00:00,2022-07-09 04:00:00,18994,17735,Box,Line-5,Night,3127803,49.27,6.778,Scheduled,1,33.81,0
29952997,1446347,4258439,2024-09-22,2024-10-04,2024-10-04 03:00:00,2024-10-05 20:00:00,2024-10-06 02:00:00,17092,16232,Box,Line-4,Night,3303798,81.51,2.168,On-Hold,1,12.06,0
24848202,1974695,4150857,2022-10-10,2024-10-29,2024-10-29 02:00:00,2024-10-31 15:00:00,2024-10-31 20:00:00,19860,17076,Tin,Line-1,Night,3070120,67.44,0.334,Completed,1,20.02,0
28838523,1244104,4839658,2024-04-24,2022-10-25,2022-10-25 06:00:00,2022-10-27 10:00:00,2022-10-27 16:00:00,45085,39508,Tin,Line-5,Night,3780589,98.02,3.371,Completed,1,35.4,0
23607364,1685170,4983482,2024-08-02,2023-03-26,2023-03-26 05:00:00,2023-03-26 15:00:00,2023-03-27 01:00:00,30222,26218,Tin,Line-1,Afternoon,3867713,82.83,0.363,Completed,1,137.84,1
29757021,1110532,4250395,2024-06-28,2022-09-07,2022-09-06 22:00:00,2022-09-07 15:00:00,2022-09-07 15:00:00,31051,29871,Tin,Line-1,Afternoon,3921964,77.94,0.033,Scheduled,1,13.14,0
23646887,1429627,4708044,2023-03-22,2025-01-09,2025-01-09 04:00:00,2025-01-11 11:00:00,2025-01-11 19:00:00,30240,30227,Tin,Line-1,Afternoon,3882141,85.26,0.18,In-Progress,1,18.95,0
28333225,1111382,4064621,2024-08-15,2023-04-17,2023-04-17 02:00:00,2023-04-18 08:00:00,2023-04-18 10:00:00,16304,14672,Tin,Line-5,Morning,3167837,79.37,2.314,Completed,0,48.49,0
23647536,1084659,4764681,2024-04-01,2024-10-21,2024-10-21 00:00:00,2024-10-21 14:00:00,2024-10-21 19:00:00,46221,46211,Tin,Line-2,Morning,3076360,93.06,0.616,On-Hold,0,105.76,0
26958874,1065819,4040528,2024-12-08,2025-02-02,2025-02-02 07:00:00,2025-02-04 09:00:00,2025-02-04 21:00:00,2749,2831,Box,Line-2,Morning,3517060,79.16,3.183,Scheduled,1,487.89,1
29064407,1469291,4830531,2022-11-21,2024-09-04,2024-09-04 01:00:00,2024-09-05 06:00:00,2024-09-05 11:00:00,10333,10804,Tin,Line-1,Morning,3096387,72.21,0.603,Completed,1,55.53,0
20072155,1430979,4905687,2023-07-13,2022-09-01,2022-08-31 22:00:00,2022-09-03 19:00:00,2022-09-03 16:00:00,22030,21957,Box,Line-4,Night,3770022,72.91,3.584,Completed,1,53.85,0
29234582,1210343,4024247,2024-05-26,2022-06-15,2022-06-15 03:00:00,2022-06-17 17:00:00,2022-06-18 00:00:00,27937,28656,Box,Line-2,Morning,3017452,95.81,2.525,Completed,0,141.54,0
20025900,1098061,4882076,2022-01-11,2022-12-10,2022-12-10 05:00:00,2022-12-12 19:00:00,2022-12-12 23:00:00,1442,1500,Pouch,Line-1,Morning,3255566,93.89,1.134,Completed,1,57.82,0
29380307,1683514,4487107,2024-01-16,2022-06-24,2022-06-24 01:00:00,2022-06-24 08:00:00,2022-06-24 09:00:00,36673,35222,Box,Line-1,Afternoon,3370020,74.88,0.486,On-Hold,1,83.83,0
20943227,1407595,4363222,2025-02-04,2024-02-15,2024-02-15 00:00:00,2024-02-16 06:00:00,2024-02-16 08:00:00,14610,14293,Tin,Line-2,Morning,3549146,83.94,1.594,Completed,1,88.52,0
24338888,1046341,4998575,2023-06-15,2023-12-06,2023-12-06 00:00:00,2023-12-07 05:00:00,2023-12-07 09:00:00,5900,5496,Tin,Line-4,Morning,3564701,92.99,0.216,Completed,1,128.81,0
24102317,1098772,4703233,2024-03-17,2023-05-22,2023-05-22 06:00:00,2023-05-23 19:00:00,2023-05-24 06:00:00,45453,43094,Tin,Line-1,Morning,3727722,92.03,0.408,Completed,1,568.72,0
26323627,1376566,4669930,2022-10-27,2022-11-24,2022-11-24 07:00:00,2022-11-24 19:00:00,2022-11-25 02:00:00,14648,14343,Tin,Line-1,Morning,3738293,92.88,1.04,Completed,1,53.55,1
25984254,1601575,8527623,2024-12-04,2023-05-24,2023-05-24 04:00:00,2023-05-26 14:00:00,2023-05-26 17:00:00,30195,28294,Tin,Line-1,Morning,3119919,73.51,1.659,Completed,1,182.85,0
23461052,1636867,4823949,2022-03-11,2024-02-29,2024-02-29 07:00:00,2024-03-02 13:00:00,2024-03-02 20:00:00,11579,11090,Tin,Line-4,Morning,3600798,76.44,1.061,Completed,1,304.45,0
24128067,1589042,4267934,2025-02-17,2022-08-13,2022-08-12 22:00:00,2022-08-15 16:00:00,2022-08-15 15:00:00,30162,27516,Pouch,Line-3,Morning,3457164,91.46,3.443,On-Hold,1,294.03,0
21519315,1778254,4814247,2024-06-04,2025-02-10,2025-02-10 04:00:00,2025-02-12 13:00:00,2025-02-12 17:00:00,32795,28887,Box,Line-2,Morning,3633807,96.08,0.015,Completed,1,102.5,0
21172769,1108852,4657191,2024-12-16,2022-12-31,2022-12-30 22:00:00,2023-01-02 03:00:00,2023-01-02 03:00:00,17640,16676,Tin,Line-3,Morning,3938399,79.03,0.999,Scheduled,1,354.92,0
20642008,1190064,4210051,2022-12-15,2023-05-31,2023-05-31 05:00:00,2023-06-02 23:00:00,2023-06-03 05:00:00,5838,5734,Box,Line-4,Night,3396370,82.34,2.363,In-Progress,1,202.45,0
27244645,1788648,4804229,2022-08-06,2023-06-21,2023-06-21 01:00:00,2023-06-21 21:00:00,2023-06-22 03:00:00,14631,12938,Pouch,Line-5,Morning,3922127,93.48,0.984,Scheduled,1,133.69,0
29113841,1463005,4709368,2025-02-10,2024-12-01,2024-12-01 00:00:00,2024-12-01 11:00:00,2024-12-01 15:00:00,1072,1001,Tin,Line-1,Afternoon,3239087,89.29,1.838,In-Progress,1,10.0,0
20484361,1298600,4551918,2024-08-04,2023-10-22,2023-10-22 00:00:00,2023-10-23 16:00:00,2023-10-23 19:00:00,27108,28225,Tin,Line-2,Night,3396698,93.54,1.279,Completed,1,198.12,1
27419900,1070722,4781344,2022-06-28,2023-02-02,2023-02-01 22:00:00,2023-02-04 11:00:00,2023-02-04 11:00:00,15979,15679,Tin,Line-2,Morning,3831745,87.34,1.044,Completed,0,56.08,0
24406229,1567108,4705208,2024-08-01,2022-07-19,2022-07-19 06:00:00,2022-07-19 06:00:00,2022-07-19 16:00:00,47732,40999,Box,Line-5,Night,3053146,74.86,0.381,In-Progress,0,27.5,0
28537816,1081597,4247861,2023-05-23,2023-09-05,2023-09-05 00:00:00,2023-09-07 14:00:00,2023-09-07 15:00:00,2104,1937,Tin,Line-4,Night,3118755,85.12,2.497,On-Hold,0,136.9,0
28684174,1381250,4392256,2023-10-31,2022-11-12,2022-11-12 05:00:00,2022-11-14 03:00:00,2022-11-14 09:00:00,43213,37879,Box,Line-4,Afternoon,3303574,90.18,0.185,Completed,1,27.49,0
20793540,1872802,4456138,2024-01-15,2023-08-05,2023-08-05 06:00:00,2023-08-06 14:00:00,2023-08-07 01:00:00,33954,34758,Tin,Line-1,Morning,3816682,86.53,3.101,Completed,1,22.89,0
26456099,1895038,4549097,2024-01-27,2022-11-20,2022-11-19 23:00:00,2022-11-20 14:00:00,2022-11-20 13:00:00,38317,37781,Box,Line-2,Night,3864152,54.04,0.587,On-Hold,1,457.87,0
26959264,1623006,4117097,2023-06-01,2024-10-18,2024-10-18 04:00:00,2024-10-18 07:00:00,2024-10-18 14:00:00,8361,7552,Tin,Line-2,Morning,3131282,69.5,5.297,In-Progress,0,200.38,0
22590743,1972071,4185335,2023-08-24,2023-11-23,2023-11-23 07:00:00,2023-11-23 16:00:00,2023-11-24 03:00:00,33592,35062,Pouch,Line-5,Afternoon,3755444,94.07,2.163,Completed,1,1014.98,0
28201211,1417666,4774058,2024-12-08,2022-08-04,2022-08-04 06:00:00,2022-08-04 13:00:00,2022-08-04 20:00:00,3378,3460,Tin,Line-4,Afternoon,3084034,88.25,0.092,Scheduled,1,47.47,1
24651240,1645219,4322057,2024-07-29,2024-07-09,2024-07-09 03:00:00,2024-07-10 05:00:00,2024-07-10 10:00:00,16470,14503,Tin,Line-5,Night,3674710,82.67,0.369,Completed,1,144.84,0
27489623,1197342,4476737,2023-08-30,2024-11-19,2024-11-19 02:00:00,2024-11-20 08:00:00,2024-11-20 14:00:00,2907,2897,Tin,Line-2,Night,3605355,89.9,0.217,Completed,1,120.96,1
27504342,1345042,4147428,2022-03-18,2023-07-24,2023-07-24 01:00:00,2023-07-26 21:00:00,2023-07-27 01:00:00,500,482,Tin,Line-2,Night,3821356,84.27,0.909,Completed,1,62.12,0
25728239,1891385,4118080,2022-03-04,2022-12-15,2022-12-14 23:00:00,2022-12-15 15:00:00,2022-12-15 13:00:00,11903,11649,Tin,Line-3,Night,3987017,73.29,2.13,Completed,1,32.73,0
25094445,1584583,4096953,2022-01-25,2023-08-17,2023-08-17 02:00:00,2023-08-19 06:00:00,2023-08-19 11:00:00,29325,28036,Pouch,Line-3,Morning,3586063,63.96,2.938,Completed,1,27.44,0
27716936,1155825,4271395,2022-03-17,2023-03-12,2023-03-12 05:00:00,2023-03-14 03:00:00,2023-03-14 09:00:00,40611,38145,Box,Line-1,Afternoon,3546835,91.4,1.568,Completed,1,71.11,0
21410758,1927088,4574601,2022-06-22,2022-07-03,2022-07-02 22:00:00,2022-07-05 15:00:00,2022-07-05 14:00:00,19080,18746,Pouch,Line-3,Morning,3615628,87.75,1.249,In-Progress,1,180.73,0
22690666,1462510,4268557,2023-07-27,2024-11-16,2024-11-16 00:00:00,2024-11-18 07:00:00,2024-11-18 11:00:00,21340,21495,Tin,Line-1,Afternoon,3704205,79.17,1.14,On-Hold,1,130.51,1
28134258,1366454,4809444,2022-08-26,2024-12-05,2024-12-04 23:00:00,2024-12-05 16:00:00,2024-12-05 15:00:00,16390,16889,Box,Line-3,Night,3229134,93.16,0.564,In-Progress,1,185.47,0
23417131,1370718,4278153,2023-06-07,2024-06-21,2024-06-20 23:00:00,2024-06-21 04:00:00,2024-06-21 08:00:00,38592,39042,Tin,Line-3,Morning,3735810,72.4,0.635,Scheduled,1,259.34,0
23397776,1951904,4317658,2023-01-31,2022-08-10,2022-08-09 22:00:00,2022-08-10 08:00:00,2022-08-10 11:00:00,1780,1706,Tin,Line-4,Night,3935789,75.35,0.082,Completed,0,67.2,1
27159663,1605224,4944872,2023-10-01,2024-10-02,2024-10-02 02:00:00,2024-10-03 02:00:00,2024-10-03 07:00:00,23262,21753,Tin,Line-1,Afternoon,3994404,78.45,2.795,Completed,1,150.88,0
26141952,1608107,4086755,2023-12-15,2022-08-15,2022-08-15 01:00:00,2022-08-16 08:00:00,2022-08-16 09:00:00,16655,14239,Tin,Line-1,Afternoon,3813383,71.09,0.655,Completed,1,70.35,0
22437261,1037213,4315030,2022-12-21,2023-03-27,2023-03-27 05:00:00,2023-03-27 17:00:00,2023-03-28 03:00:00,33010,33791,Tin,Line-3,Afternoon,3560607,85.53,1.12,Completed,1,135.24,1
27608675,1588388,4287868,2022-07-11,2022-12-12,2022-12-12 00:00:00,2022-12-14 05:00:00,2022-12-14 05:00:00,15878,16171,Pouch,Line-3,Afternoon,3006855,80.33,1.417,Completed,1,10.0,0
23030603,1287758,4307307,2023-11-01,2025-02-11,2025-02-11 07:00:00,2025-02-11 14:00:00,2025-02-11 20:00:00,35386,32340,Box,Line-2,Morning,3239332,60.15,1.528,Completed,1,149.5,1
