product_id,product_name,sku,category,formula_type,age_group_months,package_size_g,package_type,unit_price_usd,cost_price_usd,country_of_origin,certification,shelf_life_days,storage_temp_min_c,storage_temp_max_c,protein_content_pct,fat_content_pct,is_organic,is_allergen_free,is_active
1744403,ProGrow S3,SKU42480,Follow-On Formula,Casein-Based,0-6,400,Tin,62.05,5.16,Australia,Halal,730,15,28,2.44,4.45,1,1,1
1543685,SoyaBliss Toddler,SKU78047,Follow-On Formula,Whey-Based,0-6,400,Box,54.85,15.71,Ireland,ISO22000,730,15,25,1.69,3.51,0,0,1
1403842,SoyaBliss Infant,SKU80342,Infant Formula,Whey-Based,12-24,800,Tin,56.99,24.16,New Zealand,Organic,548,18,30,1.92,4.64,0,0,1
1892821,NutriStart Stage 1,SKU12911,Toddler Milk,Whey-Based,6-12,900,Tin,49.5,28.73,Australia,Organic,730,15,25,2.25,3.16,0,1,1
1678714,NutriStart Stage 3,SKU81165,Specialty Formula,Whey-Based,6-12,400,Tin,59.01,6.58,USA,Organic,730,20,25,1.78,2.66,1,1,1
1793567,MilkPure Toddler,SKU53048,Toddler Milk,Casein-Based,6-12,800,Tin,43.01,29.59,Australia,Kosher,730,15,25,2.78,3.26,0,1,1
1777724,MilkPure Toddler,SKU82759,Follow-On Formula,Whey-Based,0-6,1800,Tin,61.85,32.57,Netherlands,ISO22000,365,20,25,2.92,4.62,1,0,1
1811414,NutriStart Stage 2,SKU87813,Infant Formula,Whey-Based,6-12,600,Pouch,34.12,3.91,USA,Organic,365,20,28,2.4,3.3,1,0,1
1767711,AlphaFirst Colostrum,SKU49074,Follow-On Formula,Whey-Based,0-6,400,Carton,15.62,7.17,New Zealand,Kosher,365,15,30,2.78,4.17,0,1,1
1465331,LactoFree Infant,SKU70409,Follow-On Formula,Whey-Based,6-12,400,Tin,36.76,3.12,Australia,HACCP,730,20,28,2.83,3.55,0,0,1
1895949,BabyGold Organic S1,SKU98179,Infant Formula,Soy-Based,24-36,1000,Tin,36.68,9.39,New Zealand,ISO22000,730,20,28,2.14,3.26,0,0,1
1085003,BetaBoost Follow-On,SKU10642,Infant Formula,Whey-Based,0-6,1000,Tin,58.27,28.89,New Zealand,Kosher,548,20,28,2.1,4.51,1,0,1
1080791,BetaBoost Follow-On,SKU33324,Specialty Formula,Whey-Based,0-6,1800,Pouch,33.63,36.96,Germany,HACCP,912,20,28,3.02,2.79,1,0,1
1213879,NutriStart Stage 1,SKU11941,Toddler Milk,Hydrolyzed,0-6,600,Pouch,45.79,39.7,Germany,ISO22000,730,20,25,3.14,5.42,1,0,1
1521689,BabyGold Organic S2,SKU50756,Specialty Formula,Hydrolyzed,6-12,200,Pouch,48.34,25.46,Netherlands,ISO22000,548,18,30,2.06,3.87,1,0,1
1191106,NutriStart Stage 1,SKU24607,Infant Formula,Whey-Based,0-6,800,Tin,41.47,12.85,Germany,None,730,15,28,2.65,3.05,0,0,1
1602087,NutriStart Stage 1,SKU16969,Infant Formula,Whey-Based,0-6,200,Tin,58.87,15.19,Netherlands,None,365,15,30,1.99,3.7,0,0,1
1760991,MilkPure Follow-On,SKU43437,Infant Formula,Casein-Based,0-6,1000,Tin,58.96,33.08,New Zealand,Organic,912,18,30,2.94,2.56,1,0,1
1800006,BabyGold Organic S2,SKU63234,Infant Formula,Amino Acid-Based,0-6,900,Carton,47.42,3.51,Netherlands,HACCP,365,20,25,1.54,4.57,0,0,1
1622548,NutriStart Stage 1,SKU86975,Toddler Milk,Whey-Based,0-6,600,Tin,51.53,4.31,Australia,None,365,15,25,3.24,4.39,0,0,1
1399123,BabyGold Organic S2,SKU55817,Follow-On Formula,Amino Acid-Based,6-12,600,Tin,41.94,9.69,USA,Halal,730,20,28,1.36,3.5,0,1,1
1633950,MilkPure Toddler,SKU57361,Specialty Formula,Casein-Based,24-36,900,Tin,27.89,28.62,New Zealand,ISO22000,548,18,25,3.5,4.13,0,0,1
1627437,NutriStart Stage 2,SKU95085,Infant Formula,Whey-Based,12-24,800,Tin,26.54,25.05,Ireland,HACCP,365,20,30,2.22,4.16,0,0,1
1430877,NutriStart Stage 2,SKU61418,Infant Formula,Casein-Based,24-36,1000,Tin,13.27,21.46,USA,Organic,912,20,25,3.77,2.95,0,0,1
1381219,ProGrow S2,SKU51711,Infant Formula,Casein-Based,0-6,900,Tin,21.24,23.15,Netherlands,Halal,730,18,30,2.02,4.99,0,0,0
1085495,BabyGold Organic S2,SKU15175,Specialty Formula,Whey-Based,6-12,1000,Pouch,32.89,6.02,Germany,ISO22000,730,15,30,1.26,2.62,0,0,1
1477720,SoyaBliss Toddler,SKU47949,Toddler Milk,Hydrolyzed,24-36,800,Tin,55.63,6.39,USA,HACCP,548,15,25,2.59,3.87,0,0,1
1139641,BabyGold Organic S2,SKU82270,Follow-On Formula,Hydrolyzed,24-36,800,Tin,34.72,35.32,USA,Organic,548,15,28,2.96,5.33,0,1,1
1104426,MilkPure Infant,SKU82443,Infant Formula,Whey-Based,12-24,1000,Pouch,16.22,5.51,Australia,Kosher,730,20,28,1.68,4.05,0,0,1
1174651,BabyGold Organic S2,SKU29936,Follow-On Formula,Casein-Based,0-6,1000,Tin,13.55,15.08,Germany,Organic,912,15,25,1.79,4.98,0,1,1
1623476,BabyGold Organic S2,SKU20375,Specialty Formula,Casein-Based,36+,800,Pouch,62.33,8.43,New Zealand,Organic,912,18,25,2.76,3.47,0,0,0
1174387,NutriStart Stage 3,SKU22324,Toddler Milk,Whey-Based,36+,1800,Tin,43.76,35.53,Netherlands,HACCP,548,15,28,3.31,4.43,0,0,1
1614413,MilkPure Toddler,SKU61564,Follow-On Formula,Whey-Based,12-24,600,Tin,49.54,24.84,Ireland,Kosher,730,15,28,2.26,4.4,0,0,1
1784069,NutriStart Stage 1,SKU69564,Toddler Milk,Casein-Based,36+,1800,Pouch,10.43,37.6,Australia,Organic,548,20,25,1.21,5.34,1,0,1
1373948,AlphaFirst Colostrum,SKU64253,Infant Formula,Whey-Based,0-6,1000,Tin,28.05,16.25,Netherlands,ISO22000,548,15,30,3.74,5.08,0,1,1
1317449,BabyGold Organic S1,SKU30340,Infant Formula,Whey-Based,12-24,1800,Pouch,23.68,17.24,Australia,Halal,730,20,28,2.19,4.04,0,0,1
1202996,MilkPure Toddler,SKU89930,Specialty Formula,Whey-Based,0-6,1800,Carton,50.46,12.07,Netherlands,ISO22000,912,18,25,3.42,3.92,0,0,1
1606455,NutriStart Stage 1,SKU10224,Infant Formula,Casein-Based,0-6,400,Tin,9.49,28.15,New Zealand,HACCP,730,20,25,2.24,4.8,1,0,1
1581120,ProGrow S3,SKU26234,Infant Formula,Soy-Based,24-36,600,Box,30.63,20.66,USA,Halal,730,15,25,2.82,3.75,0,0,1
1175485,ProGrow S2,SKU54197,Infant Formula,Whey-Based,36+,200,Box,46.13,4.64,New Zealand,HACCP,730,20,25,1.64,3.52,0,0,1
1388902,NutriStart Stage 3,SKU19224,Specialty Formula,Whey-Based,24-36,900,Pouch,45.98,16.88,Ireland,HACCP,912,15,28,3.68,4.51,0,1,1
1688627,BabyGold Organic S1,SKU81875,Follow-On Formula,Casein-Based,6-12,1000,Tin,52.26,10.38,New Zealand,Halal,730,18,25,1.23,3.86,1,0,1
1346219,MilkPure Infant,SKU78900,Toddler Milk,Casein-Based,0-6,600,Box,23.44,32.46,Germany,Kosher,912,15,28,2.53,4.97,0,0,1
1300187,NutriStart Stage 1,SKU80980,Infant Formula,Hydrolyzed,6-12,1000,Tin,12.3,8.31,Australia,ISO22000,548,15,30,1.2,4.28,0,0,1
1170575,MilkPure Toddler,SKU17793,Infant Formula,Whey-Based,0-6,400,Tin,62.59,5.86,Germany,Halal,365,20,25,2.16,3.32,1,1,1
1231746,ProGrow S3,SKU88043,Infant Formula,Casein-Based,36+,600,Box,29.95,19.88,New Zealand,Halal,365,20,25,1.39,5.17,0,0,1
1160592,MilkPure Infant,SKU76533,Infant Formula,Whey-Based,6-12,1000,Carton,53.67,8.74,Germany,Halal,548,15,30,2.44,5.23,0,1,1
1415272,SoyaBliss Infant,SKU22583,Toddler Milk,Hydrolyzed,6-12,200,Pouch,27.43,18.83,New Zealand,HACCP,730,18,30,1.88,3.72,0,0,1
1479666,MilkPure Follow-On,SKU45660,Toddler Milk,Whey-Based,12-24,400,Box,22.31,11.06,USA,None,548,20,30,1.93,3.03,1,1,1
1300482,SoyaBliss Infant,SKU61727,Toddler Milk,Whey-Based,6-12,400,Tin,16.9,27.06,Australia,Kosher,912,20,25,3.56,3.53,0,0,1
1226958,BetaBoost Follow-On,SKU41932,Follow-On Formula,Casein-Based,6-12,800,Tin,40.56,5.48,Germany,Organic,365,20,25,1.61,4.2,0,0,1
1533543,MilkPure Infant,SKU93694,Specialty Formula,Amino Acid-Based,6-12,200,Box,34.18,8.73,Netherlands,ISO22000,365,15,25,1.58,4.82,0,0,1
1025049,LactoFree Infant,SKU90392,Toddler Milk,Whey-Based,0-6,1000,Tin,18.48,7.6,Germany,Organic,912,15,25,1.91,2.99,0,0,1
1709162,NutriStart Stage 3,SKU89166,Specialty Formula,Hydrolyzed,0-6,200,Pouch,43.71,5.03,Australia,HACCP,365,15,25,1.32,4.88,0,0,1
1892400,BabyGold Organic S2,SKU31661,Follow-On Formula,Whey-Based,12-24,1000,Tin,9.51,6.2,Netherlands,ISO22000,365,15,30,3.74,2.98,0,1,1
1719864,NutriStart Stage 2,SKU15684,Infant Formula,Hydrolyzed,36+,600,Tin,34.87,4.24,Australia,Halal,365,18,30,1.77,5.01,0,1,1
1977654,NutriStart Stage 1,SKU37030,Infant Formula,Whey-Based,0-6,900,Pouch,51.23,5.82,Ireland,ISO22000,912,18,30,2.1,2.94,0,1,1
1961999,MilkPure Follow-On,SKU34147,Toddler Milk,Casein-Based,6-12,1000,Carton,26.72,30.96,Ireland,ISO22000,365,20,30,1.74,4.77,0,0,1
1181892,NutriStart Stage 2,SKU31175,Follow-On Formula,Amino Acid-Based,0-6,600,Pouch,20.41,4.44,New Zealand,Organic,365,15,28,3.19,3.4,1,0,0
1971830,NutriStart Stage 3,SKU40461,Infant Formula,Whey-Based,6-12,200,Tin,12.5,4.31,Germany,ISO22000,730,18,30,2.78,2.7,0,1,1
1835641,MilkPure Toddler,SKU97600,Follow-On Formula,Casein-Based,12-24,1000,Box,35.79,9.47,New Zealand,HACCP,730,18,28,1.65,2.75,1,1,1
1562838,SoyaBliss Infant,SKU88227,Toddler Milk,Whey-Based,24-36,400,Tin,39.17,10.53,New Zealand,HACCP,365,20,25,2.86,3.16,0,0,1
1243522,MilkPure Toddler,SKU46609,Infant Formula,Whey-Based,0-6,800,Pouch,50.99,30.05,Germany,Organic,548,15,25,1.87,5.4,0,0,1
1875501,NutriStart Stage 1,SKU43397,Toddler Milk,Whey-Based,6-12,800,Pouch,44.43,21.67,New Zealand,None,730,18,28,1.46,3.52,0,0,1
1807676,MilkPure Toddler,SKU74552,Toddler Milk,Whey-Based,36+,1000,Box,57.61,10.25,Ireland,ISO22000,912,18,28,2.44,4.75,0,0,1
1663119,MilkPure Toddler,SKU87395,Toddler Milk,Casein-Based,24-36,400,Box,14.06,12.81,Netherlands,Organic,730,18,25,3.22,3.57,0,0,1
1664504,MilkPure Toddler,SKU50829,Follow-On Formula,Soy-Based,12-24,600,Pouch,33.82,36.76,Netherlands,Kosher,730,20,30,2.78,5.31,0,0,1
1384062,SoyaBliss Infant,SKU21535,Toddler Milk,Whey-Based,0-6,900,Tin,39.59,25.47,Australia,Halal,730,20,25,1.74,2.82,0,1,1
1946749,LactoFree Infant,SKU23012,Follow-On Formula,Amino Acid-Based,24-36,400,Box,35.54,12.74,Australia,HACCP,365,15,28,2.59,2.93,0,1,1
1639099,NutriStart Stage 2,SKU29058,Follow-On Formula,Casein-Based,6-12,600,Box,18.61,22.96,Netherlands,ISO22000,365,20,30,3.42,5.19,0,0,1
1413694,ProGrow S2,SKU76316,Follow-On Formula,Whey-Based,6-12,800,Box,19.96,34.33,USA,ISO22000,548,18,28,2.08,2.65,0,0,1
1723033,MilkPure Follow-On,SKU24944,Follow-On Formula,Hydrolyzed,6-12,800,Tin,17.1,32.72,Netherlands,Halal,548,18,25,2.97,3.86,0,0,1
1771088,LactoFree Infant,SKU50810,Toddler Milk,Casein-Based,0-6,1000,Tin,12.9,24.28,Australia,Halal,548,20,28,1.3,4.55,1,0,0
1388812,SoyaBliss Infant,SKU90698,Toddler Milk,Casein-Based,6-12,800,Pouch,64.78,25.63,New Zealand,ISO22000,730,15,25,2.89,3.4,0,1,1
1282658,SoyaBliss Infant,SKU55116,Specialty Formula,Casein-Based,24-36,400,Tin,43.33,32.65,Ireland,HACCP,730,15,25,2.76,3.01,0,0,0
1267920,NutriStart Stage 1,SKU84029,Specialty Formula,Whey-Based,6-12,400,Tin,8.17,21.69,Germany,None,912,15,30,2.1,2.6,1,1,1
1522413,BetaBoost Follow-On,SKU85292,Infant Formula,Soy-Based,0-6,600,Tin,33.11,8.11,Australia,ISO22000,730,20,25,1.53,4.65,0,0,1
1474027,BabyGold Organic S2,SKU51418,Infant Formula,Amino Acid-Based,12-24,400,Pouch,51.77,34.26,Ireland,Kosher,365,15,25,3.58,4.35,1,0,1
1300399,NutriStart Stage 2,SKU56990,Infant Formula,Casein-Based,6-12,1800,Tin,55.83,9.6,Australia,Halal,730,18,25,3.54,2.65,0,0,1
1555545,AlphaFirst Colostrum,SKU26370,Infant Formula,Soy-Based,12-24,400,Tin,40.66,5.16,USA,None,548,18,25,2.2,3.04,0,0,1
1227550,BabyGold Organic S2,SKU94983,Toddler Milk,Soy-Based,0-6,800,Box,55.24,37.46,Australia,Organic,730,20,30,1.28,5.06,0,0,1
1733610,NutriStart Stage 1,SKU68049,Infant Formula,Casein-Based,24-36,200,Box,53.93,25.36,Netherlands,None,548,18,30,2.34,2.52,0,0,1
1765879,NutriStart Stage 1,SKU21512,Infant Formula,Whey-Based,12-24,200,Box,21.76,27.78,Netherlands,ISO22000,365,20,30,2.58,4.08,1,0,1
1065810,NutriStart Stage 3,SKU79929,Follow-On Formula,Casein-Based,0-6,900,Pouch,12.66,30.08,New Zealand,ISO22000,730,18,25,1.84,3.09,0,0,1
1179192,BetaBoost Follow-On,SKU59035,Infant Formula,Casein-Based,0-6,400,Tin,42.82,24.84,Germany,Halal,548,15,30,1.79,5.4,0,1,0
1360884,BabyGold Organic S1,SKU20970,Follow-On Formula,Whey-Based,6-12,1000,Pouch,53.78,36.55,New Zealand,Kosher,548,15,30,2.39,4.26,0,0,0
1300181,NutriStart Stage 1,SKU25023,Follow-On Formula,Casein-Based,6-12,800,Tin,8.9,25.16,Netherlands,Organic,912,18,25,3.45,5.1,0,0,1
1610651,NutriStart Stage 1,SKU44199,Infant Formula,Hydrolyzed,0-6,1800,Tin,22.45,38.93,USA,HACCP,730,18,30,2.53,5.41,0,0,0
1244542,NutriStart Stage 1,SKU45224,Toddler Milk,Casein-Based,24-36,200,Tin,60.36,4.53,Australia,Kosher,548,20,30,1.31,4.94,0,0,1
1710934,NutriStart Stage 2,SKU95489,Infant Formula,Soy-Based,12-24,1000,Carton,51.4,3.33,USA,HACCP,730,20,30,3.3,2.79,0,0,1
1286547,BabyGold Organic S2,SKU54810,Infant Formula,Casein-Based,24-36,900,Box,12.48,38.83,Australia,ISO22000,548,18,25,1.88,5.36,0,0,1
1832081,MilkPure Toddler,SKU78287,Follow-On Formula,Whey-Based,24-36,400,Tin,38.21,21.26,USA,HACCP,365,18,25,1.77,2.57,0,0,1
1292573,BetaBoost Follow-On,SKU84382,Infant Formula,Casein-Based,12-24,400,Carton,53.16,8.57,New Zealand,Halal,365,20,30,2.76,3.28,1,0,1
1418541,ProGrow S3,SKU26893,Infant Formula,Whey-Based,0-6,400,Tin,16.45,7.62,Australia,HACCP,730,15,28,1.82,2.5,0,1,1
1061957,NutriStart Stage 2,SKU14954,Follow-On Formula,Whey-Based,36+,1000,Tin,45.14,38.57,New Zealand,Organic,730,18,30,3.08,3.96,0,0,1
1075683,SoyaBliss Toddler,SKU90178,Toddler Milk,Casein-Based,0-6,800,Tin,38.75,3.39,Netherlands,Halal,730,15,30,2.3,2.5,0,0,1
1423128,NutriStart Stage 2,SKU42285,Follow-On Formula,Casein-Based,6-12,1800,Tin,17.19,11.13,New Zealand,ISO22000,912,20,30,2.22,5.45,0,0,1
1758826,SoyaBliss Infant,SKU82434,Follow-On Formula,Casein-Based,0-6,200,Tin,43.91,37.29,USA,None,912,18,30,2.05,2.81,1,0,1
1875224,MilkPure Toddler,SKU27589,Toddler Milk,Soy-Based,36+,1000,Tin,26.35,35.93,USA,ISO22000,365,15,28,1.26,4.01,0,0,1
1204326,ProGrow S3,SKU20367,Toddler Milk,Casein-Based,6-12,400,Tin,61.84,6.1,Netherlands,None,365,18,28,3.64,5.01,0,0,1
1661824,BabyGold Organic S1,SKU63254,Follow-On Formula,Casein-Based,6-12,1000,Tin,58.28,21.61,Ireland,HACCP,365,15,28,2.97,4.47,0,0,1
1478975,BabyGold Organic S1,SKU11129,Infant Formula,Soy-Based,36+,1000,Carton,46.81,15.73,Australia,HACCP,912,18,28,1.65,4.46,0,1,1
1160258,MilkPure Follow-On,SKU47597,Follow-On Formula,Casein-Based,0-6,600,Tin,9.35,31.57,USA,Halal,365,18,25,2.8,5.15,1,0,1
1033009,NutriStart Stage 2,SKU33383,Infant Formula,Casein-Based,6-12,200,Box,59.53,19.19,New Zealand,Kosher,912,20,25,3.29,5.03,0,1,1
1507108,MilkPure Toddler,SKU43411,Follow-On Formula,Whey-Based,6-12,1000,Tin,61.73,28.82,New Zealand,HACCP,730,20,25,2.5,4.71,1,0,1
1476883,NutriStart Stage 1,SKU15468,Follow-On Formula,Soy-Based,0-6,200,Pouch,50.01,23.76,Australia,Halal,548,18,30,1.5,3.58,0,1,1
1000292,MilkPure Toddler,SKU84327,Infant Formula,Hydrolyzed,6-12,1000,Pouch,58.16,26.88,Australia,HACCP,730,15,28,3.31,3.33,0,0,1
1091948,MilkPure Infant,SKU94788,Follow-On Formula,Amino Acid-Based,12-24,900,Tin,29.69,26.31,Australia,Halal,365,18,28,3.11,2.99,0,0,1
1114872,BetaBoost Follow-On,SKU24298,Specialty Formula,Whey-Based,24-36,600,Pouch,23.95,37.71,Australia,HACCP,730,20,25,2.4,4.22,0,0,1
1702445,ProGrow S2,SKU20153,Specialty Formula,Whey-Based,0-6,400,Pouch,41.77,32.23,New Zealand,HACCP,730,18,30,2.56,5.01,0,0,1
1115773,ProGrow S2,SKU76887,Toddler Milk,Whey-Based,0-6,900,Tin,12.37,36.05,Germany,None,912,18,30,2.92,4.5,1,0,1
1312774,ProGrow S3,SKU77999,Infant Formula,Casein-Based,6-12,400,Box,33.09,18.68,Germany,ISO22000,912,18,30,2.41,3.95,0,1,1
1811139,SoyaBliss Toddler,SKU72196,Infant Formula,Casein-Based,12-24,600,Carton,34.8,19.78,Ireland,Halal,730,20,28,2.39,3.45,0,0,1
1370662,LactoFree Infant,SKU12984,Follow-On Formula,Amino Acid-Based,12-24,900,Carton,57.83,37.84,USA,ISO22000,548,15,30,2.58,5.1,1,1,1
1690898,BabyGold Organic S1,SKU12169,Infant Formula,Soy-Based,0-6,1000,Tin,18.28,39.3,Germany,Organic,365,15,25,2.38,3.98,0,0,1
1699916,MilkPure Infant,SKU79854,Infant Formula,Whey-Based,0-6,400,Tin,34.3,5.77,Australia,HACCP,365,18,30,2.19,4.66,0,1,1
1849398,ProGrow S3,SKU67248,Follow-On Formula,Soy-Based,12-24,1000,Tin,11.09,32.78,Netherlands,Halal,730,18,25,1.42,5.32,1,0,1
1023226,BabyGold Organic S2,SKU88654,Toddler Milk,Soy-Based,6-12,200,Box,46.38,37.88,Netherlands,HACCP,365,18,28,2.79,3.28,0,0,1
1641872,MilkPure Infant,SKU20816,Infant Formula,Whey-Based,12-24,800,Pouch,10.89,22.67,Australia,ISO22000,548,18,30,2.41,2.71,0,0,1
1109238,MilkPure Toddler,SKU98413,Infant Formula,Amino Acid-Based,36+,1800,Box,23.36,37.94,USA,HACCP,548,15,30,1.93,4.52,0,1,1
1955567,MilkPure Follow-On,SKU50951,Follow-On Formula,Whey-Based,36+,800,Box,11.07,12.73,Australia,HACCP,365,20,30,1.43,3.54,0,1,1
1482714,MilkPure Infant,SKU65755,Toddler Milk,Casein-Based,6-12,1000,Tin,35.49,8.03,Germany,None,912,20,28,2.76,3.49,0,0,1
1574087,NutriStart Stage 3,SKU51584,Follow-On Formula,Amino Acid-Based,12-24,400,Pouch,22.07,7.21,Germany,ISO22000,548,15,25,3.14,3.97,0,0,1
1899422,ProGrow S2,SKU86665,Toddler Milk,Soy-Based,24-36,800,Pouch,11.51,21.85,Netherlands,Organic,548,15,28,2.22,4.75,0,0,1
1372432,BetaBoost Follow-On,SKU54638,Specialty Formula,Hydrolyzed,12-24,400,Carton,17.02,10.55,New Zealand,HACCP,365,18,28,3.55,3.2,0,0,1
1485981,NutriStart Stage 1,SKU75447,Specialty Formula,Soy-Based,36+,600,Tin,26.48,9.78,New Zealand,ISO22000,365,18,30,3.46,3.29,0,0,1
1098720,ProGrow S2,SKU69765,Infant Formula,Hydrolyzed,0-6,800,Pouch,23.45,6.25,USA,HACCP,730,20,30,1.83,3.23,0,1,1
1562071,MilkPure Follow-On,SKU16080,Toddler Milk,Whey-Based,24-36,600,Pouch,8.4,6.36,New Zealand,None,548,20,30,2.55,4.21,0,0,1
1922469,SoyaBliss Infant,SKU72427,Infant Formula,Casein-Based,24-36,800,Tin,16.57,21.73,New Zealand,None,548,20,30,2.32,2.92,0,0,1
1675342,BabyGold Organic S2,SKU85356,Toddler Milk,Casein-Based,24-36,800,Tin,11.65,8.4,USA,Kosher,365,15,30,3.62,4.89,0,0,1
1187151,BabyGold Organic S1,SKU56316,Specialty Formula,Casein-Based,36+,400,Carton,42.41,27.05,New Zealand,Kosher,548,15,25,3.55,5.41,0,1,1
1019973,SoyaBliss Infant,SKU24078,Specialty Formula,Hydrolyzed,6-12,1000,Box,27.32,29.91,New Zealand,Halal,730,20,28,2.88,4.48,0,0,1
1045431,NutriStart Stage 2,SKU76313,Infant Formula,Whey-Based,36+,400,Tin,36.66,35.56,New Zealand,HACCP,365,18,30,1.48,4.66,0,1,1
1852936,ProGrow S1,SKU46345,Follow-On Formula,Whey-Based,12-24,200,Tin,17.16,19.8,Germany,ISO22000,730,20,28,1.62,3.56,0,0,1
1412483,SoyaBliss Infant,SKU97001,Infant Formula,Whey-Based,0-6,1000,Tin,35.07,15.36,Australia,Kosher,548,18,25,3.64,4.48,0,0,1
1955988,BabyGold Organic S1,SKU21389,Follow-On Formula,Casein-Based,12-24,800,Tin,8.39,36.2,USA,None,548,20,28,1.26,4.77,0,0,1
1622575,NutriStart Stage 3,SKU89747,Infant Formula,Whey-Based,0-6,900,Tin,44.89,19.64,Netherlands,ISO22000,730,15,28,2.08,3.25,0,0,1
1721491,NutriStart Stage 1,SKU17151,Infant Formula,Whey-Based,6-12,600,Tin,14.58,33.26,Ireland,Organic,730,18,28,2.35,2.65,0,0,1
1366176,SoyaBliss Infant,SKU41470,Follow-On Formula,Amino Acid-Based,12-24,900,Box,60.27,37.33,New Zealand,Halal,548,18,28,3.04,3.59,1,0,1
1595065,NutriStart Stage 2,SKU70045,Follow-On Formula,Casein-Based,6-12,600,Box,10.92,36.62,Germany,Kosher,730,15,25,2.42,5.25,0,1,1
1819519,BetaBoost Follow-On,SKU82020,Toddler Milk,Whey-Based,0-6,1000,Tin,24.01,7.65,USA,Halal,548,15,30,3.07,3.02,0,0,1
1188463,AlphaFirst Colostrum,SKU48014,Infant Formula,Amino Acid-Based,6-12,400,Tin,19.83,23.84,Germany,None,912,15,25,1.91,3.0,0,1,1
1473656,ProGrow S2,SKU77109,Infant Formula,Whey-Based,0-6,400,Box,47.47,24.18,New Zealand,Halal,730,20,28,3.39,5.47,1,1,1
1859943,MilkPure Infant,SKU73156,Follow-On Formula,Hydrolyzed,6-12,400,Carton,63.51,12.12,Australia,HACCP,365,18,28,3.46,4.57,0,0,1
1236998,NutriStart Stage 1,SKU19860,Follow-On Formula,Whey-Based,0-6,1000,Carton,22.01,18.53,New Zealand,ISO22000,912,20,28,3.55,3.34,0,0,1
2322715,NutriStart Stage 3,SKU29942,Toddler Milk,Whey-Based,36+,400,Tin,49.64,29.15,New Zealand,None,730,18,25,2.9,4.74,0,0,0
1795445,SoyaBliss Infant,SKU27428,Toddler Milk,Whey-Based,6-12,900,Pouch,63.91,24.81,USA,Halal,730,20,28,1.43,5.04,0,0,1
1576370,SoyaBliss Toddler,SKU90978,Infant Formula,Casein-Based,24-36,600,Pouch,40.39,38.8,Netherlands,None,730,15,30,2.69,2.77,0,1,0
1086541,MilkPure Infant,SKU58756,Toddler Milk,Soy-Based,24-36,400,Tin,33.7,26.66,Australia,HACCP,365,15,30,1.67,5.32,0,0,1
2071774,MilkPure Toddler,SKU69903,Infant Formula,Whey-Based,12-24,900,Carton,17.76,23.47,Netherlands,HACCP,912,15,28,3.62,5.36,0,0,0
1690651,ProGrow S3,SKU16004,Follow-On Formula,Soy-Based,0-6,800,Pouch,29.02,4.16,Netherlands,Halal,912,20,25,3.38,3.18,0,0,1
1257250,ProGrow S2,SKU88874,Specialty Formula,Whey-Based,0-6,600,Pouch,22.4,39.22,USA,None,730,15,25,1.67,3.53,1,1,1
1176061,MilkPure Infant,SKU51818,Infant Formula,Hydrolyzed,0-6,200,Tin,64.15,5.33,Ireland,ISO22000,912,20,25,3.42,4.93,0,0,1
1920160,SoyaBliss Infant,SKU13603,Infant Formula,Whey-Based,0-6,400,Box,11.3,23.84,Australia,Halal,365,18,28,1.6,3.67,0,0,1
1377615,NutriStart Stage 2,SKU46617,Toddler Milk,Whey-Based,24-36,600,Box,46.42,34.77,Netherlands,None,730,20,28,2.1,3.47,0,1,0
1461189,NutriStart Stage 1,SKU89929,Infant Formula,Amino Acid-Based,0-6,200,Tin,11.74,14.91,Netherlands,ISO22000,365,15,25,3.63,2.95,0,0,1
1748036,ProGrow S1,SKU68351,Follow-On Formula,Casein-Based,24-36,600,Pouch,22.13,21.13,New Zealand,ISO22000,365,15,30,1.46,5.17,1,1,1
1921336,NutriStart Stage 2,SKU96780,Toddler Milk,Whey-Based,6-12,600,Tin,26.67,35.51,Germany,HACCP,548,20,30,2.8,4.69,0,1,1
1526322,LactoFree Infant,SKU59044,Follow-On Formula,Casein-Based,36+,1000,Box,26.08,8.88,New Zealand,Organic,912,20,25,1.58,3.37,0,1,1
1554288,MilkPure Infant,SKU31491,Infant Formula,Casein-Based,12-24,600,Tin,56.49,25.34,Australia,HACCP,548,20,28,1.5,5.26,0,0,1
1210329,AlphaFirst Colostrum,SKU32436,Follow-On Formula,Whey-Based,12-24,900,Box,15.96,31.26,Germany,ISO22000,548,18,28,2.51,4.41,0,0,1
1308285,NutriStart Stage 1,SKU20155,Infant Formula,Casein-Based,6-12,600,Carton,47.13,7.94,Netherlands,Halal,365,15,30,1.28,2.8,0,0,0
1990372,MilkPure Toddler,SKU46591,Follow-On Formula,Hydrolyzed,12-24,800,Tin,53.37,27.57,Ireland,ISO22000,730,15,28,3.25,4.71,1,0,1
1565205,BetaBoost Follow-On,SKU16701,Toddler Milk,Casein-Based,12-24,400,Tin,64.34,34.53,Germany,Organic,730,20,25,3.05,2.81,0,0,1
1876250,BetaBoost Follow-On,SKU81944,Toddler Milk,Casein-Based,24-36,900,Pouch,32.24,10.48,Netherlands,HACCP,365,15,28,2.85,2.85,1,0,1
1437016,SoyaBliss Infant,SKU12139,Infant Formula,Hydrolyzed,12-24,200,Carton,52.87,34.84,USA,Organic,548,20,30,3.07,5.03,0,0,1
