location_id,warehouse_zone,aisle,rack,shelf,bin,location_type,capacity_kg,capacity_units,current_occupancy_pct,temperature_controlled,min_temp_c,max_temp_c,humidity_controlled,last_audit_date,location_status,rack_height_m,load_type,barcode,is_active
6573945,E,4,18,3,7,Bulk,5000,1045,49.67,0,18,8,0,2024-05-12,Blocked,9.41,Pallet,7942712852,1
6050253,A,27,17,5,7,Pick,1000,340,48.89,0,2,30,0,2024-03-08,Available,5.78,Bulk,8578193183,1
6032192,A,20,17,5,2,Bulk,1000,1855,53.03,1,10,20,1,2024-11-09,Occupied,9.93,Pallet,6777655550,1
6311071,A,2,2,4,3,Pick,3000,398,23.79,1,18,30,0,2024-05-10,Reserved,9.71,Tote,6568090883,0
6390488,B,4,4,2,6,Overflow,1000,806,68.31,1,15,25,0,2024-05-14,Occupied,4.01,Pallet,3123431912,1
6096143,D,26,13,2,6,Bulk,3000,371,13.88,0,18,25,0,2024-10-31,Available,7.55,Pallet,1608068338,1
6724797,B,29,17,6,9,Pick,1000,1902,64.65,0,15,25,0,2024-09-15,Available,7.34,Tote,8346920787,1
6029190,C,4,3,6,7,Pick,1500,884,90.63,0,2,30,0,2024-08-01,Blocked,4.86,Pallet,8168467886,0
6976195,D,4,1,3,5,Quarantine,1000,1079,64.35,1,15,20,0,2024-01-31,Occupied,4.02,Pallet,8171199667,1
6820345,C,8,7,7,1,Bulk,1000,568,63.78,0,18,25,0,2024-09-27,Occupied,11.71,Carton,2103760586,1
6040695,A,29,17,7,3,Overflow,2000,621,61.33,0,15,25,1,2025-01-01,Occupied,8.47,Carton,4369676917,1
6715589,F,15,11,4,6,Overflow,2000,1809,70.59,0,2,25,0,2024-04-14,Available,10.36,Pallet,1483792821,1
6496167,C,12,17,2,9,Pick,2000,853,79.9,1,10,25,0,2024-10-12,Available,5.29,Bulk,6318149513,1
6509172,D,23,9,7,6,Bulk,5000,1941,67.68,0,18,25,0,2025-01-16,Available,2.64,Tote,4763025943,1
6522068,B,14,5,7,5,Bulk,2000,724,90.7,1,18,30,0,2024-05-28,Occupied,3.54,Bulk,6843204514,1
6979285,C,7,7,3,7,Bulk,1500,1489,58.15,1,18,20,1,2024-05-28,Reserved,3.05,Bulk,5529646506,1
6708429,D,25,8,7,8,Overflow,1000,55,55.77,0,18,20,0,2024-08-11,Occupied,7.28,Pallet,1139273727,0
6293700,A,5,5,4,7,Bulk,1500,1249,78.03,1,15,8,0,2024-09-08,Reserved,4.8,Pallet,6537203243,1
6216863,A,18,14,5,5,Pick,1000,1730,97.81,1,2,20,0,2025-04-25,Occupied,4.07,Tote,6547272960,0
6889073,D,12,2,2,2,Pick,1500,284,81.09,0,15,20,1,2024-02-03,Available,5.65,Pallet,5455541711,1
6164306,A,10,16,1,6,Staging,1000,1953,44.52,0,15,8,0,2024-03-02,Available,10.08,Pallet,5269695192,1
6007044,D,17,18,3,1,Bulk,1500,304,38.97,0,2,30,0,2025-03-15,Occupied,4.09,Carton,5176078347,1
6824780,C,5,1,1,4,Pick,1000,168,20.19,0,10,20,0,2024-11-30,Available,5.02,Pallet,8334604009,0
6009783,C,20,11,5,6,Bulk,1500,1730,74.48,1,2,8,0,2025-03-01,Available,11.04,Pallet,3510765529,1
6009289,B,27,6,1,8,Pick,500,842,76.88,1,18,25,1,2024-07-03,Available,4.39,Tote,1223708565,1
6329585,A,11,8,4,6,Bulk,500,230,54.18,0,10,20,0,2025-02-16,Blocked,11.91,Tote,9656290491,1
6631358,E,22,3,5,5,Overflow,1000,1299,61.77,0,18,20,0,2025-05-07,Available,5.14,Pallet,1351081264,1
6006464,B,23,9,6,6,Bulk,3000,1794,77.09,0,15,20,0,2025-02-05,Reserved,5.41,Tote,2678975357,1
6055664,A,19,1,3,5,Bulk,1000,741,60.02,0,18,20,0,2024-05-02,Available,6.27,Carton,1800607024,1
6727360,C,24,8,1,5,Pick,2000,299,24.67,1,2,30,0,2025-02-23,Available,9.79,Pallet,8215862030,1
6345286,B,1,1,3,5,Bulk,1000,1436,74.62,0,15,20,1,2024-02-16,Available,7.98,Tote,4320124911,1
6399001,A,13,3,6,5,Overflow,1500,1566,60.35,1,10,20,0,2024-04-28,Maintenance,9.63,Tote,7171849688,1
6105034,F,1,2,5,4,Staging,2000,1028,84.58,0,15,30,1,2024-10-14,Available,9.76,Pallet,3008880973,1
6790754,A,18,8,2,2,Bulk,1000,1070,14.35,0,18,30,0,2024-08-21,Available,2.78,Carton,9753004774,1
6504737,E,26,10,7,1,Pick,1500,255,76.37,1,2,25,0,2024-06-19,Available,6.03,Tote,3827374052,1
6001150,A,17,6,1,8,Bulk,3000,1338,76.64,0,2,20,0,2025-04-16,Available,7.72,Tote,8690531872,1
6565997,A,25,3,6,1,Quarantine,1500,1390,22.35,1,15,8,1,2024-05-05,Available,6.61,Bulk,6876533824,1
6855881,C,11,6,7,7,Overflow,1000,545,77.2,0,2,30,0,2024-07-17,Available,4.86,Tote,2907268206,1
6596452,E,17,12,3,1,Bulk,500,654,87.93,1,15,25,0,2024-06-22,Blocked,3.91,Pallet,9252090162,1
6204572,B,2,5,6,6,Overflow,1500,1332,74.02,0,15,25,0,2025-01-01,Available,11.55,Pallet,1917827646,1
6908603,E,23,2,2,3,Bulk,3000,951,30.05,1,18,30,0,2024-10-09,Maintenance,5.76,Tote,3004365609,1
7219419,A,7,10,3,2,Overflow,1000,57,0.0,0,10,30,1,2024-10-29,Available,3.1,Pallet,5296425375,0
6689295,A,10,12,6,9,Pick,3000,635,19.73,0,2,25,1,2024-07-22,Available,3.47,Tote,5292655471,1
6329305,B,26,9,2,8,Bulk,1000,124,82.32,1,10,20,0,2024-05-26,Available,3.68,Tote,5620902661,1
6650638,E,11,6,3,5,Pick,1000,355,84.47,0,2,25,0,2024-08-05,Occupied,6.22,Carton,6871710640,1
6150715,C,1,9,1,3,Quarantine,1000,1038,52.32,1,10,30,0,2024-06-13,Occupied,8.31,Tote,9025871752,1
6969212,A,21,7,2,3,Quarantine,3000,1464,38.78,0,10,25,0,2024-10-20,Reserved,5.36,Carton,2626144065,1
6255227,A,12,17,1,7,Pick,3000,1306,83.72,1,10,30,1,2024-10-17,Occupied,8.82,Pallet,3069078948,1
6206100,A,2,14,2,7,Pick,2000,999,95.11,0,18,20,1,2024-08-22,Occupied,3.34,Pallet,9451323384,1
6000421,B,16,9,5,8,Pick,1000,1232,80.32,0,15,30,0,2024-01-02,Available,5.65,Pallet,9904384077,0
6813842,D,27,2,2,2,Bulk,500,1591,22.86,1,15,30,0,2024-05-13,Available,9.48,Carton,5582230534,1
6952491,F,7,16,6,8,Bulk,1000,1652,15.14,1,18,25,1,2024-08-11,Occupied,9.56,Pallet,5836549349,1
6974306,A,8,18,2,6,Bulk,1000,1011,74.75,1,15,20,1,2024-06-25,Available,3.46,Pallet,1769873533,0
6303682,D,5,8,3,5,Bulk,1000,870,52.16,0,2,8,0,2025-03-29,Reserved,3.21,Pallet,9797398034,1
6309768,C,29,10,7,3,Pick,1500,1331,45.88,0,10,25,0,2024-05-07,Occupied,10.58,Carton,3037442089,1
6613414,C,4,1,1,2,Quarantine,1500,774,75.83,0,10,25,1,2025-01-14,Available,9.9,Pallet,3736081365,1
6424994,B,28,10,4,8,Quarantine,1500,1772,52.78,1,10,30,1,2024-03-18,Occupied,7.43,Tote,2243685099,0
6739483,B,6,7,5,5,Overflow,5000,1904,69.65,1,15,8,0,2025-05-13,Occupied,11.62,Pallet,2010040653,1
6071305,B,28,19,2,9,Pick,500,1739,61.66,0,18,30,1,2024-11-04,Maintenance,9.67,Bulk,9852835440,1
6445204,A,29,13,6,8,Overflow,1000,1799,62.29,0,10,8,1,2024-11-27,Available,6.16,Bulk,1365185543,1
6867056,D,26,15,6,5,Bulk,1000,1609,70.18,1,2,25,1,2024-08-07,Available,10.43,Pallet,9238183654,1
6908088,A,28,14,5,8,Returns,2000,149,8.6,1,2,20,0,2025-04-23,Reserved,6.83,Carton,7486276458,1
6429940,F,5,19,5,6,Pick,2000,1225,54.25,0,10,25,0,2024-12-27,Occupied,4.82,Pallet,9111974248,1
6504826,D,22,15,4,3,Bulk,1000,1387,63.36,0,2,25,0,2024-08-07,Maintenance,8.55,Tote,9163573478,1
6510642,C,9,7,7,2,Bulk,2000,334,58.11,0,10,20,0,2024-08-12,Occupied,3.73,Carton,5980660329,1
6368816,A,13,1,3,4,Bulk,3000,1081,61.46,1,18,8,0,2024-12-09,Occupied,11.34,Carton,2510637286,1
6493869,A,7,11,4,9,Quarantine,3000,1043,33.5,0,18,25,1,2024-07-21,Reserved,8.66,Bulk,2892746838,1
6681737,A,13,4,3,5,Bulk,5000,598,78.28,0,10,25,0,2024-06-10,Available,9.91,Pallet,8930511285,1
6860699,B,1,6,5,4,Bulk,2000,131,93.14,0,10,20,0,2025-01-01,Available,6.11,Pallet,3573804264,1
6956049,B,26,10,2,2,Bulk,1500,1892,78.3,0,10,30,0,2024-11-11,Occupied,5.68,Pallet,1434893458,1
6850336,C,7,18,4,7,Pick,1000,1081,67.46,0,15,30,1,2024-08-27,Blocked,4.65,Pallet,9764321932,1
6738814,C,4,16,3,6,Bulk,2000,1585,25.2,0,18,25,0,2025-04-13,Maintenance,6.5,Tote,5472253004,1
6738418,A,27,19,4,8,Pick,1500,1328,23.09,0,10,8,0,2024-07-15,Available,5.54,Pallet,8495252049,1
6442411,A,1,13,7,1,Pick,1000,1218,41.1,0,2,8,1,2024-03-06,Available,7.71,Pallet,8960335658,1
6830448,B,27,13,7,7,Staging,1500,1421,51.92,1,18,8,1,2025-01-26,Blocked,10.23,Carton,6329233493,1
6298028,C,8,17,4,2,Pick,1000,833,54.84,0,10,20,0,2024-07-30,Available,11.27,Pallet,6568794808,1
6539158,B,17,2,5,2,Pick,1000,1068,71.21,0,2,20,1,2024-12-17,Available,4.79,Tote,9077506277,0
6920234,B,18,19,2,6,Staging,3000,333,40.74,0,2,25,0,2024-01-14,Available,9.24,Carton,4414474998,1
6866830,C,10,2,3,1,Quarantine,500,752,32.47,0,18,30,0,2024-12-21,Occupied,3.59,Tote,8666100779,1
7863302,A,25,13,5,9,Staging,5000,825,0.0,0,15,30,0,2024-10-30,Available,9.75,Carton,2212162848,0
6782222,D,23,5,6,1,Bulk,1500,1205,37.1,1,18,8,0,2024-07-24,Available,8.53,Pallet,5089465341,1
6245380,A,26,11,7,1,Bulk,1000,378,81.13,1,2,25,0,2024-03-16,Occupied,8.49,Pallet,3567749024,1
6127014,B,19,8,1,1,Pick,500,803,74.07,0,2,25,1,2024-09-29,Available,8.09,Pallet,7669379515,0
6207585,F,28,15,7,9,Staging,1000,1208,64.22,1,2,20,0,2024-04-05,Available,5.53,Pallet,2003126870,1
6628665,C,10,15,1,9,Quarantine,500,439,77.93,0,18,30,0,2024-09-18,Available,9.71,Pallet,6760698521,1
6935597,C,27,19,6,2,Bulk,1500,1179,38.51,0,2,30,0,2024-07-20,Blocked,10.6,Carton,7254712170,1
6630703,B,25,3,6,6,Bulk,500,292,84.19,1,2,30,0,2024-02-17,Reserved,8.03,Pallet,3866516307,0
6836916,C,21,11,7,5,Pick,5000,1084,81.49,1,2,30,1,2025-01-08,Available,4.87,Bulk,6805818789,1
6254372,A,17,1,5,3,Bulk,1500,926,43.51,0,18,20,0,2024-11-01,Available,4.34,Tote,4537326725,1
6709157,C,8,7,3,5,Bulk,1500,612,64.97,1,15,30,1,2024-05-05,Available,11.01,Pallet,4938388418,0
6080366,C,17,12,7,3,Overflow,1500,618,32.22,1,18,20,0,2025-03-18,Occupied,9.8,Pallet,5884588660,1
6473516,D,12,17,4,3,Staging,1500,1316,53.27,0,18,8,0,2024-06-14,Maintenance,4.49,Pallet,8309384732,0
6258961,D,1,11,6,3,Returns,1000,237,30.86,1,15,30,0,2025-01-03,Available,3.53,Tote,6907913581,1
6935624,C,3,8,7,8,Bulk,2000,1069,9.65,0,2,20,1,2024-04-10,Available,8.16,Carton,7232485996,1
6460126,D,29,8,4,6,Pick,1500,1822,69.56,0,18,8,0,2024-08-30,Available,8.8,Carton,3088999244,1
6254018,B,19,16,1,2,Pick,1000,978,52.28,1,18,25,1,2024-11-21,Available,6.21,Tote,2654232980,0
6393719,A,23,4,1,3,Overflow,500,1659,79.35,0,10,25,1,2025-03-17,Available,5.79,Pallet,7844613035,1
6195404,D,10,17,6,7,Bulk,2000,1713,98.45,1,15,25,1,2024-04-18,Reserved,6.78,Bulk,9891977823,1
6570008,D,15,17,6,7,Bulk,1500,1509,52.39,0,2,8,0,2024-05-02,Available,7.8,Tote,1534806607,1
6075250,E,19,6,5,2,Bulk,2000,206,74.27,0,10,25,0,2025-02-19,Blocked,5.02,Pallet,5188311895,1
6579693,C,14,11,3,9,Overflow,3000,1137,67.47,0,15,8,0,2025-03-06,Reserved,4.67,Bulk,2558701666,1
6648368,C,19,5,5,7,Overflow,1000,708,65.41,0,15,8,0,2025-04-30,Available,7.0,Pallet,9020858880,1
6021561,A,29,1,2,8,Bulk,1500,1538,60.59,0,15,8,0,2024-08-21,Available,4.36,Pallet,6721257351,1
6928751,A,19,18,5,9,Returns,2000,336,55.1,1,2,30,0,2024-01-06,Available,2.76,Carton,5507738096,1
6875113,A,11,14,7,1,Staging,2000,1969,90.02,0,2,30,0,2024-03-13,Occupied,10.09,Pallet,6446963590,1
6873489,D,18,4,6,3,Pick,500,670,70.03,0,18,25,1,2024-06-07,Available,6.02,Tote,5757465483,1
6064101,D,11,4,1,1,Bulk,1500,653,51.28,1,15,30,0,2024-04-01,Available,4.69,Tote,4994670220,1
6990425,F,3,7,3,9,Pick,3000,1052,69.44,1,2,8,0,2025-02-16,Available,8.4,Carton,2002685740,1
6764916,A,6,19,7,2,Bulk,1000,279,46.48,0,18,8,0,2025-05-14,Available,5.02,Tote,2708825715,1
6199981,A,11,12,1,8,Bulk,3000,1247,96.61,0,15,8,0,2024-06-09,Blocked,4.72,Tote,2134337570,1
6414716,A,16,4,6,5,Bulk,1000,1827,88.68,1,2,8,0,2024-10-10,Available,2.73,Carton,1111295978,1
6445176,B,23,15,7,9,Staging,500,1892,34.03,0,15,25,1,2024-02-03,Available,4.97,Carton,1798950137,1
6424709,D,19,9,1,4,Bulk,3000,1438,74.91,1,18,25,0,2025-01-16,Occupied,11.47,Pallet,9505051590,1
6764248,D,28,2,3,5,Staging,1500,1207,61.06,1,10,8,0,2024-12-13,Maintenance,11.69,Tote,5315246430,1
6931288,C,17,13,1,2,Overflow,1500,521,29.92,0,15,25,0,2025-01-26,Available,11.84,Pallet,9695804345,1
6363734,A,18,15,3,4,Quarantine,500,1063,68.84,0,18,30,0,2024-03-05,Occupied,4.81,Pallet,6123272741,1
6605667,A,1,9,5,1,Bulk,500,709,44.24,1,10,20,0,2024-12-17,Available,4.26,Pallet,9699308549,1
6533370,B,8,10,1,1,Bulk,1500,1840,14.07,1,10,20,0,2024-03-12,Available,9.64,Tote,9993407943,1
6273418,B,24,5,6,1,Bulk,1000,1531,20.43,1,15,25,1,2024-01-26,Occupied,9.71,Pallet,2847360996,1
6001850,C,1,9,2,3,Overflow,1500,1948,43.34,1,15,20,0,2024-09-18,Available,2.65,Pallet,3853401650,1
6463014,F,25,10,3,8,Bulk,1500,1959,76.23,0,15,20,0,2025-02-12,Occupied,5.67,Pallet,3223529406,1
6715478,B,9,9,5,3,Pick,1000,558,38.8,1,10,30,0,2024-04-11,Occupied,3.36,Tote,3403807274,1
6937575,B,2,7,7,7,Bulk,2000,816,20.33,0,15,30,1,2024-04-17,Available,2.77,Pallet,3300766673,1
6727752,A,20,8,6,1,Pick,2000,1959,61.25,0,18,8,0,2024-07-10,Available,10.2,Tote,7729275455,1
6947463,C,6,3,6,9,Pick,1000,1566,69.88,0,18,20,0,2024-02-11,Available,2.62,Carton,4340176799,1
6974414,B,5,1,6,8,Quarantine,1000,925,88.02,1,10,30,0,2024-07-19,Occupied,4.99,Tote,8854358573,1
6285028,A,18,19,7,4,Pick,5000,423,51.65,1,18,20,0,2024-03-15,Blocked,11.61,Carton,2977601057,1
6436337,A,3,10,1,8,Quarantine,2000,1979,86.22,0,15,25,1,2024-10-23,Occupied,4.85,Carton,6999164612,1
6619123,C,8,18,4,5,Pick,1000,331,71.2,0,15,30,1,2024-03-12,Available,4.37,Pallet,5895475797,1
6270800,A,21,3,6,5,Overflow,2000,76,78.83,1,15,30,0,2024-05-18,Occupied,8.64,Carton,3625458103,1
6733302,A,14,19,5,4,Pick,2000,1399,34.13,0,18,20,0,2025-01-20,Available,6.38,Tote,2423273482,1
6878089,D,22,18,7,8,Overflow,1000,59,66.9,1,2,25,0,2024-08-01,Maintenance,3.98,Tote,1947737041,1
6495963,F,13,9,7,8,Bulk,500,1815,22.3,0,2,8,0,2024-01-23,Blocked,8.14,Bulk,3233352503,1
6372673,C,17,1,4,7,Bulk,1000,1950,91.3,0,2,20,1,2024-04-28,Available,7.23,Carton,4692715117,1
6970008,E,25,10,7,7,Bulk,1000,196,74.1,0,2,30,0,2024-12-07,Available,5.67,Tote,8274122789,1
6608337,C,17,17,6,9,Bulk,2000,479,64.45,0,2,8,0,2024-10-18,Available,4.62,Bulk,2990803564,1
6863990,A,5,1,3,2,Staging,2000,659,28.11,1,18,8,0,2024-05-27,Maintenance,2.9,Tote,6871905572,1
6266702,C,22,11,6,6,Pick,2000,709,41.16,1,10,8,0,2025-01-09,Available,5.95,Carton,8428400907,1
6457691,C,29,1,3,5,Pick,1000,794,90.31,1,15,30,0,2025-01-24,Maintenance,11.71,Bulk,2282462558,1
6104814,C,11,6,1,5,Pick,500,1289,17.04,0,15,25,0,2025-02-19,Reserved,9.97,Pallet,9112388609,0
6329228,B,29,13,3,5,Bulk,1500,1855,50.68,0,18,8,0,2024-09-19,Occupied,6.38,Pallet,2486723237,1
6207932,B,11,12,3,1,Bulk,3000,776,47.18,0,2,8,0,2025-05-02,Reserved,10.5,Bulk,8020480378,1
6577152,A,7,11,3,7,Bulk,500,132,83.84,0,15,30,0,2025-02-26,Available,11.23,Pallet,4800008180,1
6063104,B,5,18,3,8,Pick,1000,868,25.45,1,2,20,0,2024-01-28,Available,10.22,Carton,9957293117,1
6790958,A,2,12,5,7,Returns,1000,1061,45.84,1,18,25,1,2024-05-13,Maintenance,10.47,Pallet,6819323806,0
6981788,A,7,13,5,5,Pick,1000,1435,50.3,0,10,25,0,2024-06-27,Reserved,5.35,Pallet,3788997154,0
6975178,B,27,15,4,3,Bulk,1500,1196,30.4,0,2,8,0,2024-04-20,Occupied,3.36,Tote,6313629640,1
6720013,A,6,1,6,7,Pick,1500,804,56.44,0,10,20,1,2024-08-15,Maintenance,3.03,Carton,8496406839,1
6018049,C,16,15,2,1,Pick,1500,1288,66.73,0,15,30,0,2024-04-12,Occupied,4.61,Carton,6191023897,0
6173850,F,1,3,1,6,Quarantine,2000,1391,57.15,0,10,8,0,2024-08-26,Reserved,10.88,Pallet,3684494051,1
6792230,A,26,17,1,3,Pick,2000,1432,16.52,1,2,20,0,2024-10-03,Available,7.67,Pallet,2464706328,1
6309058,B,9,15,3,6,Overflow,500,90,48.86,0,15,20,0,2024-10-23,Blocked,8.36,Pallet,2221804708,1
7293648,F,21,19,1,5,Bulk,5000,702,0.0,0,18,25,0,2025-03-07,Available,3.74,Bulk,1553496377,0
6936373,B,6,5,5,4,Bulk,1000,1492,34.39,0,10,8,0,2024-10-04,Available,3.9,Carton,6812871569,1
6021062,A,17,16,1,2,Staging,1500,1546,77.98,1,2,30,1,2025-02-13,Reserved,6.73,Tote,9078391635,1
6626396,B,16,3,7,9,Pick,500,1173,56.63,1,10,8,0,2024-12-10,Reserved,7.11,Carton,7900888503,1
6461472,D,11,16,1,1,Pick,1500,1946,68.8,0,10,20,0,2025-01-23,Occupied,7.13,Pallet,1162701854,1
6564374,A,25,6,5,5,Returns,3000,1078,48.83,0,10,8,0,2024-07-10,Available,11.84,Pallet,1129698280,1
6454448,D,10,11,1,2,Pick,1000,1962,90.79,0,15,20,1,2024-10-26,Occupied,5.96,Pallet,1516574198,1
6079834,B,21,1,4,1,Pick,2000,1777,69.08,1,15,8,0,2024-11-09,Occupied,9.51,Pallet,6485780961,0
6942607,A,9,8,5,7,Bulk,1000,1715,54.18,0,2,20,0,2025-03-24,Occupied,8.44,Pallet,5030287399,1
6807781,B,20,1,1,9,Pick,1500,1762,29.74,0,2,30,0,2024-10-22,Available,6.8,Tote,3715784521,1
6222647,B,1,1,1,7,Pick,1500,1303,51.27,0,2,30,1,2024-03-16,Occupied,4.16,Pallet,6145113556,0
6591596,D,29,9,2,9,Staging,1500,1180,59.38,1,2,8,0,2025-02-26,Available,8.08,Bulk,9377475506,1
6518923,F,18,6,5,9,Pick,3000,1507,72.03,0,18,25,0,2025-01-31,Available,11.82,Pallet,5766381219,1
6395751,A,13,16,1,7,Pick,2000,800,32.3,1,2,20,1,2024-08-24,Blocked,4.29,Carton,3866073557,1
6719075,B,23,3,7,2,Bulk,2000,1400,64.5,1,2,8,0,2024-06-22,Available,5.67,Pallet,1525658212,1
6565959,C,10,10,3,4,Bulk,5000,793,40.46,0,10,20,0,2024-04-07,Available,11.43,Tote,3036624355,1
7788172,C,3,7,5,7,Overflow,1500,907,0.0,1,15,8,0,2024-04-10,Available,7.02,Pallet,4789344267,0
6128674,F,22,12,7,6,Bulk,3000,76,77.3,0,15,8,0,2024-03-04,Occupied,6.09,Bulk,2507320821,1
6111248,F,13,17,4,3,Bulk,1500,1219,67.38,1,10,30,0,2024-01-12,Reserved,2.78,Carton,6362481742,1
6784698,E,28,3,1,8,Pick,1500,1482,86.69,1,10,8,0,2025-02-11,Available,5.52,Carton,8523882998,1
6333246,F,6,18,5,2,Staging,1500,969,80.19,1,18,8,0,2025-01-06,Occupied,9.92,Tote,6834681684,1
6475360,D,5,13,6,3,Staging,1500,497,55.31,1,18,25,0,2025-03-27,Available,10.66,Pallet,2978133301,1
6514505,E,28,11,5,1,Pick,1500,1101,60.56,1,10,8,1,2024-07-29,Available,11.01,Pallet,2977871205,0
6483248,F,1,18,7,1,Pick,500,1639,75.86,0,2,30,1,2024-02-01,Available,4.69,Tote,7505527771,0
6829950,B,26,14,2,3,Bulk,1000,815,36.51,1,15,8,1,2024-03-15,Occupied,9.82,Pallet,5550148957,1
6096822,C,29,16,4,8,Pick,1000,759,46.28,0,2,30,0,2024-08-14,Occupied,11.27,Carton,7664717747,1
6656898,B,20,17,1,6,Bulk,500,1623,36.15,0,18,30,0,2025-05-10,Blocked,10.8,Carton,4157643158,0
6089394,E,25,9,2,1,Bulk,1500,1885,88.4,1,2,8,0,2024-01-04,Available,7.54,Pallet,2875594521,1
6790037,A,20,1,4,2,Pick,2000,1242,22.54,0,10,20,0,2024-08-23,Occupied,5.91,Pallet,4045260895,1
6409989,E,26,8,6,8,Overflow,1000,904,48.92,0,18,20,1,2024-11-08,Available,9.92,Tote,1986779734,1
6501590,A,16,7,2,7,Pick,2000,1868,34.51,0,18,8,0,2025-03-26,Blocked,5.53,Tote,6290678504,0
6432972,D,13,11,5,5,Bulk,3000,1633,69.2,0,18,25,0,2024-05-15,Available,7.95,Pallet,6456679787,0
6740420,B,5,12,5,3,Pick,1500,1114,63.14,1,18,8,0,2025-04-08,Available,8.34,Pallet,8353081300,1
6389520,A,15,2,6,4,Bulk,1000,1045,79.19,1,10,30,1,2024-10-27,Occupied,6.88,Pallet,5513029841,1
6707206,A,12,7,7,4,Overflow,2000,354,40.88,1,2,25,0,2024-01-23,Occupied,9.14,Tote,8282696529,1
6791967,A,29,3,1,9,Bulk,1500,206,14.12,0,18,30,0,2024-09-19,Reserved,11.08,Pallet,5988693845,0
6412826,C,16,7,1,1,Pick,2000,1679,65.88,1,10,25,0,2025-01-13,Occupied,4.56,Bulk,8286833528,1
6186925,B,6,8,6,8,Pick,3000,720,47.59,1,18,20,0,2025-05-11,Occupied,5.34,Carton,8619954281,1
6358471,D,28,18,6,3,Bulk,3000,545,49.41,0,10,20,1,2024-05-05,Available,7.54,Pallet,4434631172,1
6079830,A,17,11,2,3,Bulk,500,1920,79.35,0,2,30,1,2024-06-29,Maintenance,11.1,Carton,1167412499,1
6191920,C,15,17,3,6,Bulk,1000,342,35.91,1,2,25,0,2025-01-06,Available,6.78,Bulk,9554030779,1
6951276,B,21,12,3,8,Bulk,1000,1351,65.86,1,15,8,0,2025-03-25,Available,7.43,Tote,5303017311,1
6744119,A,16,1,3,6,Pick,1500,474,50.85,1,18,8,0,2025-02-15,Available,6.32,Pallet,7436409310,0
6246851,B,23,14,7,6,Pick,1500,1305,68.85,1,18,30,0,2024-02-20,Available,3.84,Bulk,9786296010,1
6411140,C,5,6,1,8,Bulk,1000,299,54.17,0,10,20,0,2024-09-12,Available,4.37,Pallet,3756997915,1
6133929,C,11,7,4,3,Pick,2000,1022,80.94,1,18,20,0,2024-11-03,Occupied,5.79,Pallet,9624475274,1
6368453,A,19,7,4,1,Bulk,2000,1766,41.3,0,10,20,1,2025-04-07,Occupied,8.62,Pallet,8412626946,1
6870882,A,27,18,2,3,Overflow,1500,988,24.63,0,10,8,0,2025-02-24,Occupied,11.82,Bulk,8243611294,1
6670897,B,18,14,6,2,Pick,500,1739,92.61,0,18,30,1,2024-04-03,Available,10.49,Pallet,5634992267,1
6419643,F,6,14,6,8,Quarantine,1500,1185,67.78,1,10,30,0,2024-09-09,Occupied,5.44,Pallet,8319477130,1
6663967,B,13,7,7,4,Overflow,1000,211,43.15,0,15,30,0,2024-05-04,Blocked,7.7,Pallet,7319934683,1
6940652,B,17,10,5,6,Pick,1500,1866,79.05,0,2,30,0,2024-06-12,Available,9.28,Pallet,9628599796,1
6685053,D,23,5,2,2,Pick,1500,1285,51.52,1,10,8,1,2025-03-05,Reserved,9.12,Pallet,7169422014,1
6731077,A,27,17,5,8,Bulk,2000,255,63.21,1,18,20,0,2024-11-14,Maintenance,11.54,Pallet,4103506443,1
6682111,E,29,3,6,2,Returns,3000,465,40.41,1,2,30,0,2024-10-12,Available,6.77,Tote,8588644786,1
6387523,E,6,2,1,6,Bulk,1500,812,25.44,0,15,25,0,2025-02-01,Available,11.31,Pallet,3377855948,1
6853019,C,12,17,3,9,Pick,1500,557,82.09,0,18,8,0,2024-09-08,Available,5.21,Pallet,6656434888,1
6607537,D,15,4,2,9,Bulk,2000,698,33.9,0,2,20,0,2024-01-14,Occupied,10.7,Carton,9415657145,1
6475612,B,18,3,7,2,Bulk,3000,438,72.29,0,2,25,0,2024-03-01,Occupied,10.57,Pallet,9888052752,1
6088936,A,15,12,6,6,Pick,1000,1299,57.76,0,18,30,0,2024-09-09,Available,10.32,Pallet,8235622832,1
6575066,D,1,12,3,7,Bulk,500,571,72.98,1,15,25,0,2024-06-11,Occupied,10.42,Tote,9704583740,1
6527173,B,3,12,7,2,Overflow,1500,146,40.61,0,15,8,1,2024-09-05,Occupied,7.18,Carton,8265810563,1
6420537,A,19,6,4,9,Bulk,500,1739,89.95,0,10,25,0,2024-10-04,Occupied,11.28,Carton,1481844995,1
6931904,D,18,5,1,7,Pick,1500,1819,72.01,1,18,25,1,2024-05-11,Occupied,8.33,Pallet,9089757034,1
6765332,C,25,16,4,2,Staging,500,378,62.81,1,10,25,1,2024-05-22,Blocked,10.65,Carton,2289918446,1
6270316,C,10,12,2,3,Bulk,500,87,73.38,0,2,30,0,2024-09-15,Maintenance,10.72,Bulk,2784903518,1
6898872,D,19,8,4,3,Bulk,3000,581,45.68,1,15,20,0,2025-05-01,Available,8.06,Tote,1651521115,1
6379546,C,18,9,5,9,Staging,1500,1071,50.32,0,10,30,1,2025-02-16,Occupied,6.11,Tote,4023101347,1
6602117,A,5,8,4,4,Bulk,1500,591,47.5,1,2,25,0,2025-03-17,Available,3.21,Pallet,1429251566,0
