shipment_id,route_id,order_id,shipment_date,scheduled_delivery_date,actual_delivery_date,product_id,quantity_units,weight_kg,volume_m3,temperature_min_c,temperature_max_c,tracking_number,customs_cleared,customs_clearance_date,total_cost_usd,insurance_value_usd,delivery_status,delay_reason,customer_satisfaction_score,route_name,origin_warehouse,destination_city,destination_country,distance_km,estimated_duration_hours,transport_mode,carrier_name,carrier_code,contract_type,base_cost_usd,cost_per_kg_usd,route_status,frequency_per_week,customs_required,cold_chain_required,max_payload_kg,avg_delay_hours,is_active,actual_duration_days,scheduled_duration_days,delay_days,is_delayed,shipment_month,shipment_day_of_week,real_cost_per_kg_usd,cold_chain_excursion_detected
45396486,7178354,2922594,2024-02-24,2024-02-26,2024-02-28,1137430,159,44.25,0.553,18,25,363692202742,0,,283.55,1172.56,Delivered,None,4.1,RT-9124,Jakarta-WH1,Bandung,Indonesia,1019.9,54.2,Courier,SiCepat,CR7039,Spot,366.36,3.264,Active,2,1,1,2000,5.22,1,4.0,2.0,2.0,1,2,5,6.407909604519774,1
48829704,7051204,2716083,2024-06-17,2024-06-30,2024-06-30,1296249,118,1065.08,0.78,2,20,835363440497,0,,349.87,314.99,Delivered,None,4.8,RT-2441,Jakarta-WH2,Yogyakarta,Indonesia,598.3,14.6,Truck,Pos Indonesia,CR4239,Spot,98.38,2.512,Inactive,5,1,0,5000,8.77,1,13.0,13.0,0.0,0,6,0,0.32849175648777557,0
49874877,7772897,2440257,2023-04-27,2023-05-03,2023-05-06,1752574,291,23.8,0.12,15,8,603193668338,0,,156.1,90.27,Delivered,Traffic,4.3,RT-7581,Surabaya-WH,Makassar,Indonesia,1136.5,53.7,Truck,J&T,CR8549,Spot,143.23,1.41,Active,2,0,0,10000,1.4,1,9.0,6.0,3.0,1,4,3,6.5588235294117645,0
40422885,7312275,2421672,2023-07-30,2023-08-09,2023-08-14,1495307,362,321.51,3.481,10,30,712141487640,0,,367.58,2132.89,Delivered,Traffic,3.1,RT-3079,Jakarta-WH1,Bandung,Indonesia,965.7,58.1,Truck,JNE,CR6285,Contracted,424.2,0.485,Active,5,0,0,1000,9.85,1,15.0,10.0,5.0,1,7,6,1.1432925880999036,0
44665535,7887811,2504454,2023-10-18,2023-10-31,2023-11-04,1447172,311,1070.21,1.578,18,8,225366546551,0,,668.0,300.12,Delivered,None,4.6,RT-9121,Surabaya-WH,Palembang,Indonesia,41.2,46.0,Air,J&T,CR5089,Dedicated,164.6,3.237,Active,7,0,1,2000,0.04,0,17.0,13.0,4.0,1,10,2,0.6241765634781958,0
49619867,7023189,2749056,2024-08-26,2024-08-28,2024-09-04,1659292,341,349.87,0.05,2,20,129294313837,1,2024-09-12,32.7,914.53,Delivered,Address Error,4.5,RT-5108,Bandung-WH,Palembang,Indonesia,438.4,28.5,Truck,JNE,CR3906,Contracted,20.0,0.558,Seasonal,3,0,0,5000,17.34,1,9.0,2.0,7.0,1,8,0,0.09346328636350645,0
48171314,7847259,2759914,2024-02-05,2024-02-07,2024-02-13,1889540,129,428.39,0.437,2,25,793556652806,0,,282.46,718.36,Delivered,None,4.0,RT-4636,Jakarta-WH2,Bandung,Malaysia,238.2,9.1,Air,DHL,CR8744,Contracted,34.0,0.555,Active,7,1,1,1000,7.12,0,8.0,2.0,6.0,1,2,0,0.6593524592077312,1
49120621,7460619,2582236,2025-03-27,2025-04-05,2025-04-05,1126260,230,995.37,0.627,2,25,225722544471,0,,171.28,2016.96,Delivered,Traffic,3.3,RT-6643,Surabaya-WH,Semarang,Indonesia,924.1,58.4,Air,SiCepat,CR5644,Contracted,131.52,1.128,Active,2,0,1,1000,2.76,0,9.0,9.0,0.0,0,3,3,0.17207671519133588,1
43538009,7735982,2554123,2023-01-09,2023-01-13,2023-01-13,1621339,370,751.37,1.813,10,25,432602856513,1,2024-06-18,238.38,2783.96,Delivered,None,3.6,RT-2441,Medan-WH,Makassar,Vietnam,592.9,104.1,Air,JNE,CR2826,On-Demand,161.51,0.689,Active,3,1,1,500,0.33,1,4.0,4.0,0.0,0,1,0,0.3172604708732049,1
43967415,7089950,2813958,2023-07-18,2023-07-31,2023-08-01,1805308,116,500.75,2.076,2,30,464364260944,0,,677.66,637.85,Delivered,None,,RT-9596,Jakarta-WH2,Jakarta,Indonesia,486.7,1.0,Truck,DHL,CR5047,Contracted,43.66,0.841,Active,2,1,0,2000,0.14,1,14.0,13.0,1.0,1,7,1,1.353290064902646,0
46041982,7168338,2791084,2025-03-24,2025-04-01,2025-04-01,1419179,433,17.57,0.059,15,20,512003514502,0,,784.55,2219.93,Delivered,None,,RT-6671,Surabaya-WH,Surabaya,Indonesia,681.0,1.0,Sea,JNE,CR7859,Spot,74.04,2.792,Active,3,0,0,5000,5.74,0,8.0,8.0,0.0,0,3,0,44.65281730221969,0
42415006,7304655,2665016,2024-12-13,2024-12-17,2024-12-18,1427439,206,415.29,1.79,15,20,242833832156,1,2024-03-12,56.32,6084.54,In-Transit,None,4.2,RT-6741,Jakarta-WH1,Semarang,Malaysia,133.2,17.0,Air,FedEx,CR4174,Dedicated,20.0,0.441,Active,5,0,0,2000,0.15,1,5.0,4.0,1.0,1,12,4,0.13561607551349658,0
46883985,7044720,2669086,2022-11-07,2022-11-08,2022-11-09,1056675,240,232.1,0.991,2,25,500176310390,0,,198.05,1743.17,Delivered,Weather,3.1,RT-2077,Surabaya-WH,Jakarta,Indonesia,25.9,40.6,Air,JNE,CR3967,On-Demand,196.22,2.037,Active,2,0,1,5000,0.27,1,2.0,1.0,1.0,1,11,0,0.8532959931064197,1
43140709,7247013,2820916,2024-03-06,2024-03-16,2024-03-17,1925669,130,218.14,0.739,10,20,229811122027,0,,871.08,1529.06,Delivered,Traffic,4.5,RT-2828,Surabaya-WH,Medan,Indonesia,10.0,27.0,Air,J&T,CR1813,On-Demand,514.1,2.583,Active,2,0,1,1000,2.53,1,11.0,10.0,1.0,1,3,2,3.993215366278537,1
40530716,7892916,2726651,2023-10-29,2023-11-09,2023-11-10,1524093,305,34.97,0.059,10,20,248748561659,1,2023-03-22,131.8,471.29,Delivered,Traffic,,RT-3061,Bandung-WH,Makassar,Indonesia,140.2,1.6,Air,J&T,CR2003,Contracted,355.32,0.099,Active,2,0,0,500,1.54,0,12.0,11.0,1.0,1,10,6,3.7689448098370035,0
44319301,7841206,2668231,2023-04-13,2023-04-17,2023-04-17,1659358,302,19.01,3.763,15,8,664950377831,0,,26.83,308.54,In-Transit,None,4.7,RT-1203,Jakarta-WH1,Makassar,Vietnam,273.7,15.7,Truck,JNE,CR9407,Contracted,159.27,0.693,Active,3,0,1,2000,2.6,1,4.0,4.0,0.0,0,4,3,1.4113624408206205,0
46780582,7301413,2081992,2023-03-23,2023-03-30,2023-03-30,1967341,60,1199.07,0.741,10,20,952559630878,0,,453.21,818.11,In-Transit,None,3.9,RT-7676,Jakarta-WH1,Medan,Indonesia,525.4,2.8,Truck,SiCepat,CR7281,Dedicated,225.31,0.47,Active,3,0,1,500,6.14,1,7.0,7.0,0.0,0,3,3,0.377967925141985,1
48292180,7989464,2989619,2023-11-21,2023-11-26,2023-11-26,1915841,172,7.79,0.718,18,20,534661297707,1,2022-06-26,20.0,2318.11,Delivered,None,3.0,RT-4834,Surabaya-WH,Surabaya,Indonesia,336.5,12.3,Truck,Pos Indonesia,CR4757,On-Demand,116.16,3.303,Active,5,0,1,2000,3.8,1,5.0,5.0,0.0,0,11,1,2.5673940949935816,1
47164336,7434433,2487599,2023-12-27,2024-01-04,2024-01-06,1216729,317,122.87,1.737,2,30,335746924697,0,,1103.18,1297.4,Delivered,None,,RT-2931,Jakarta-WH2,Surabaya,Vietnam,573.5,7.0,Truck,Tiki,CR6461,Contracted,804.28,3.343,Active,3,1,0,2000,0.5,0,10.0,8.0,2.0,1,12,2,8.978432489623179,0
49833395,7634089,2289052,2024-10-24,2024-11-03,2024-11-05,1957523,124,568.81,0.05,10,30,768590303690,0,,586.51,1748.25,Delivered,Customs,3.8,RT-5922,Jakarta-WH1,Medan,Indonesia,282.6,27.6,Air,JNE,CR6404,Spot,361.99,0.993,Active,3,0,1,5000,0.73,1,12.0,10.0,2.0,1,10,3,1.0311175963854364,1
44001515,7089031,2649375,2024-11-19,2024-11-26,2024-11-28,1251218,105,311.54,3.003,10,30,815889791509,1,2024-02-10,687.02,50.0,Delivered,None,,RT-4379,Surabaya-WH,Palembang,Indonesia,382.8,18.3,Sea,SiCepat,CR7047,Spot,93.6,0.365,Active,2,0,0,20000,0.13,1,9.0,7.0,2.0,1,11,1,2.2052384926494186,0
43004095,7991440,2040346,2024-02-25,2024-03-05,2024-03-05,1501022,171,393.8,2.507,15,30,719093917752,0,,28.96,1054.88,Delivered,None,4.3,RT-2481,Jakarta-WH2,Medan,Malaysia,450.0,185.4,Truck,JNE,CR4537,Spot,983.73,2.961,Active,5,0,1,1000,0.13,0,9.0,9.0,0.0,0,2,6,0.07353986795327577,1
44765695,7902436,2983059,2024-11-18,2024-11-30,2024-12-01,1860563,148,272.0,1.988,2,8,522847958568,0,,275.57,1221.0,Delivered,None,4.0,RT-1490,Surabaya-WH,Medan,Indonesia,133.4,37.6,Air,SiCepat,CR6016,Contracted,97.96,1.552,Active,5,1,0,1000,2.67,1,13.0,12.0,1.0,1,11,0,1.013125,0
46269366,7869300,9875992,2023-10-17,2023-10-29,2023-10-30,1877202,87,117.98,0.404,2,20,447069393063,0,,522.55,654.82,Delivered,None,,RT-3947,Jakarta-WH1,Bandung,Indonesia,307.5,14.0,Sea,JNE,CR1920,Dedicated,181.06,2.68,Active,2,0,0,5000,4.97,1,13.0,12.0,1.0,1,10,1,4.429140532293609,0
49240302,7354539,2085370,2024-04-01,2024-04-13,2024-04-13,1559940,336,241.88,1.565,2,25,667845031632,0,,305.5,2160.07,Delivered,None,2.9,RT-9294,Bandung-WH,Surabaya,Indonesia,659.6,17.5,Truck,SiCepat,CR2821,Contracted,409.52,0.397,Suspended,5,0,0,1000,9.38,1,12.0,12.0,0.0,0,4,0,1.263022986604928,0
45734705,7540045,2404390,2025-01-06,2025-01-17,2025-01-19,1395633,174,285.73,0.461,2,25,387060448099,0,,356.97,2177.98,Delivered,None,3.3,RT-3933,Jakarta-WH1,Bandung,Indonesia,123.6,57.4,Air,J&T,CR8551,Spot,213.37,0.315,Active,3,0,1,20000,2.65,1,13.0,11.0,2.0,1,1,0,1.2493262870542121,1
46639476,7273074,2496771,2024-03-09,2024-03-17,2024-03-18,1433302,421,298.13,0.807,15,25,573338869882,0,,784.64,2017.79,Delivered,None,3.7,RT-9078,Jakarta-WH1,Jakarta,Singapore,662.0,5.4,Truck,DHL,CR7952,Spot,367.98,2.436,Inactive,3,0,0,500,2.3,1,9.0,8.0,1.0,1,3,5,2.6318720021467144,0
41726609,7485877,2896419,2022-09-29,2022-10-10,2022-10-13,1395865,339,295.64,0.151,2,20,944120873580,0,,102.95,1775.48,Delivered,None,4.4,RT-5194,Medan-WH,Semarang,Indonesia,24.8,2.5,Truck,DHL,CR8279,Contracted,62.52,3.183,Active,2,0,0,2000,3.14,1,14.0,11.0,3.0,1,9,3,0.34822757407657967,0
41056465,7067210,2681755,2023-01-25,2023-01-27,2023-01-28,1853836,539,488.25,2.39,15,20,920477978751,0,,98.08,142.88,In-Transit,None,3.8,RT-3748,Surabaya-WH,Medan,Indonesia,956.9,40.9,Truck,DHL,CR7081,Spot,56.39,2.841,Suspended,3,0,1,2000,1.18,1,3.0,2.0,1.0,1,1,2,0.20088069636456732,1
44886733,7883533,2534403,2023-12-15,2023-12-23,2023-12-27,1157391,208,493.14,0.829,15,20,373514975866,1,2023-08-14,465.85,3095.99,Delivered,Traffic,3.7,RT-9908,Surabaya-WH,Makassar,Indonesia,98.7,3.6,Truck,DHL,CR5488,Spot,456.48,0.106,Suspended,2,0,0,2000,1.27,1,12.0,8.0,4.0,1,12,4,0.9446607454272621,0
48674864,7085782,2613446,2023-10-25,2023-11-01,2023-11-04,1933930,270,110.83,4.731,10,25,638274985741,0,,213.49,1277.04,Delivered,None,,RT-4006,Jakarta-WH2,Jakarta,Indonesia,128.3,7.5,Air,JNE,CR6872,Contracted,34.98,1.401,Active,3,0,1,1000,3.45,1,10.0,7.0,3.0,1,10,2,1.9262834972480376,1
44226919,7590309,2101978,2023-03-28,2023-03-29,2023-04-02,1108368,385,683.51,0.194,10,20,228329919618,1,2022-09-22,356.24,1983.98,Delivered,Weather,3.3,RT-9081,Surabaya-WH,Surabaya,Indonesia,10.0,16.3,Air,Tiki,CR3967,Contracted,111.19,2.813,Active,5,0,1,1000,0.28,1,5.0,1.0,4.0,1,3,1,0.5211920820470806,1
44296018,7562756,2784360,2023-06-23,2023-06-24,2023-06-26,1429643,194,491.63,1.824,2,20,264118397745,0,,56.14,3588.46,In-Transit,Weather,3.6,RT-8356,Jakarta-WH1,Surabaya,Indonesia,453.1,1.0,Courier,FedEx,CR4147,Spot,58.91,3.43,Active,1,1,1,10000,2.37,1,3.0,1.0,2.0,1,6,4,0.11419156682871265,1
48045988,7897816,2992070,2023-04-11,2023-04-18,2023-04-18,1184755,171,331.54,1.443,10,25,239671119679,0,,152.48,662.86,Delivered,None,4.3,RT-3585,Medan-WH,Bandung,Indonesia,118.5,30.4,Truck,Pos Indonesia,CR7134,Contracted,423.84,0.981,Active,7,0,0,20000,4.02,1,7.0,7.0,0.0,0,4,1,0.4599143391445979,0
43339845,7425763,2169058,2023-10-13,2023-10-17,2023-10-19,1781848,78,105.44,0.08,15,30,803647345588,1,2022-10-06,202.23,50.0,Failed,None,,RT-3834,Jakarta-WH2,Palembang,Indonesia,167.0,6.8,Truck,DHL,CR5771,Contracted,178.36,3.15,Active,5,1,0,2000,1.84,1,6.0,4.0,2.0,1,10,4,1.91796282245827,0
40818728,7174908,2778494,2022-11-19,2022-12-02,2022-12-04,1335443,283,217.85,0.937,2,30,250165028575,0,,893.75,2132.34,In-Transit,Customs,4.0,RT-1799,Medan-WH,Jakarta,Singapore,718.7,25.7,Truck,SiCepat,CR7592,Dedicated,53.01,3.468,Active,1,0,1,2000,5.09,1,15.0,13.0,2.0,1,11,5,4.102593527656644,1
41152941,7688730,2401673,2023-02-28,2023-03-03,2023-03-03,1295512,321,69.8,0.977,15,30,717687949467,0,,55.32,5771.12,In-Transit,None,4.1,RT-8076,Jakarta-WH2,Palembang,Indonesia,23.8,3.2,Truck,Pos Indonesia,CR8993,Dedicated,374.15,0.836,Suspended,3,0,1,1000,4.78,1,3.0,3.0,0.0,0,2,1,0.7925501432664757,1
47596076,7017524,2344328,2023-02-25,2023-03-10,2023-03-11,1272238,79,473.28,0.918,2,25,827088605331,1,2024-06-05,727.31,2378.15,In-Transit,Traffic,3.0,RT-7003,Bandung-WH,Medan,Indonesia,616.6,16.0,Air,SiCepat,CR3757,Spot,20.32,0.405,Inactive,3,1,0,2000,1.08,1,14.0,13.0,1.0,1,2,5,1.5367435767410411,0
42110238,7695019,2834274,2023-05-24,2023-06-04,2023-06-05,1632277,356,479.89,1.253,15,25,484109386119,0,,20.0,4669.33,Delivered,None,3.6,RT-7652,Surabaya-WH,Medan,Indonesia,157.5,18.5,Truck,J&T,CR6001,On-Demand,20.0,2.031,Active,7,1,0,5000,1.47,1,12.0,11.0,1.0,1,5,2,0.04167621746650274,0
43223307,7330609,2249095,2022-08-19,2022-08-27,2022-08-27,1559940,263,64.76,1.459,18,8,188933555722,1,2024-11-14,1555.66,6627.44,Delivered,Customs,3.3,RT-6714,Jakarta-WH1,Jakarta,Indonesia,572.8,44.8,Truck,JNE,CR5117,On-Demand,37.48,1.305,Active,5,0,0,10000,3.0,1,8.0,8.0,0.0,0,8,4,24.021927115503395,0
47065030,7270681,2710701,2025-04-12,2025-04-22,2025-04-23,1554976,144,97.4,0.427,18,8,223658166730,1,2022-11-09,871.61,350.07,Delivered,Traffic,3.9,RT-6485,Bandung-WH,Jakarta,Indonesia,87.8,12.3,Truck,JNE,CR9933,Dedicated,59.19,1.863,Seasonal,3,0,1,2000,2.3,0,11.0,10.0,1.0,1,4,5,8.94876796714579,0
47320963,7201301,2298669,2022-09-25,2022-10-04,2022-10-04,1359886,182,653.21,0.307,10,30,117737033919,0,,319.73,361.76,Delivered,Traffic,2.8,RT-2068,Jakarta-WH1,Surabaya,Singapore,47.2,52.4,Truck,JNE,CR1563,Contracted,110.41,3.418,Inactive,5,1,0,5000,2.0,1,9.0,9.0,0.0,0,9,6,0.48947505396426877,0
44028516,7692376,2001666,2024-10-02,2024-10-14,2024-10-15,1829870,164,80.44,2.998,2,20,303947480672,0,,371.65,270.19,Delivered,None,3.5,RT-3224,Jakarta-WH1,Bali,Indonesia,224.4,4.4,Sea,JNE,CR9824,Contracted,305.96,1.148,Active,7,0,1,1000,6.34,1,13.0,12.0,1.0,1,10,2,4.620213823968175,1
40030068,7693968,2941642,2024-05-26,2024-06-06,2024-06-09,1999171,144,781.05,0.165,18,30,727933000941,1,2024-09-05,4702.57,3125.48,Delivered,None,3.3,RT-8164,Surabaya-WH,Bandung,Philippines,823.8,93.9,Courier,JNE,CR5464,Spot,70.04,0.557,Active,3,1,0,500,1.84,1,14.0,11.0,3.0,1,5,6,6.020830932718776,0
48972960,7834265,2265743,2024-03-09,2024-03-14,2024-03-14,1980294,380,360.63,2.861,18,30,886741662941,0,,1263.36,1900.75,In-Transit,Capacity,3.9,RT-8347,Jakarta-WH2,Medan,Philippines,10.0,1.7,Truck,Tiki,CR2090,Contracted,419.46,1.879,Active,2,0,0,500,11.71,1,5.0,5.0,0.0,0,3,5,3.503202728558356,0
44525699,7468205,2265621,2024-03-08,2024-03-11,2024-03-12,1309061,157,571.74,0.848,15,20,754618231747,0,,797.27,1699.51,Delivered,Traffic,4.0,RT-5695,Surabaya-WH,Semarang,Indonesia,317.6,15.1,Air,Pos Indonesia,CR9259,Dedicated,102.89,2.468,Active,2,0,0,5000,0.11,1,4.0,3.0,1.0,1,3,4,1.3944625179277292,0
44277576,7954172,2279404,2024-06-04,2024-06-16,2024-06-17,1468045,269,8.73,0.74,10,25,768015539993,0,,1250.02,1204.18,Delivered,None,3.1,RT-8403,Jakarta-WH1,Semarang,Indonesia,297.2,22.9,Sea,SiCepat,CR8763,Spot,700.49,1.169,Active,2,0,0,2000,0.21,1,13.0,12.0,1.0,1,6,1,143.18671248568154,0
46234018,7763743,2305412,2023-01-20,2023-01-24,2023-01-25,1746859,186,156.12,9.16,18,8,811179559876,0,,955.93,1290.64,Delivered,None,3.2,RT-1846,Surabaya-WH,Surabaya,Malaysia,81.2,6.2,Courier,FedEx,CR7254,Contracted,168.52,2.131,Active,5,1,0,500,2.53,1,5.0,4.0,1.0,1,1,4,6.123046374583653,0
44512653,7212151,2826756,2024-12-05,2024-12-13,2024-12-14,1921547,238,29.0,2.563,2,8,901410876937,0,,963.29,1926.33,Delivered,Traffic,4.5,RT-2877,Jakarta-WH2,Surabaya,Indonesia,789.7,12.8,Truck,JNE,CR1493,Contracted,62.19,0.948,Active,3,0,0,2000,0.67,1,9.0,8.0,1.0,1,12,3,33.21689655172413,0
42263369,7546339,2867944,2024-09-20,2024-09-28,2024-09-28,1600419,140,85.26,0.191,15,8,337287526773,0,,275.12,962.12,In-Transit,None,4.5,RT-5460,Jakarta-WH1,Palembang,Indonesia,1242.7,1.1,Truck,J&T,CR1858,Contracted,231.73,0.787,Seasonal,5,0,0,1000,7.88,1,8.0,8.0,0.0,0,9,4,3.226835561810931,0
47179765,7741327,2212507,2023-11-11,2023-11-20,2023-11-21,1187459,236,145.04,2.721,10,20,757732453527,0,,713.97,1902.93,Delivered,Address Error,3.5,RT-3151,Jakarta-WH2,Jakarta,Vietnam,668.0,4.5,Truck,J&T,CR3439,Contracted,181.89,2.256,Active,3,0,0,2000,1.35,1,10.0,9.0,1.0,1,11,5,4.92257308328737,0
46653915,7682469,2114913,2024-12-23,2024-12-31,2025-01-04,1085484,230,182.04,0.088,10,30,992193317115,0,,608.63,1110.92,Delivered,None,4.0,RT-9249,Jakarta-WH1,Surabaya,Indonesia,396.1,41.9,Sea,SiCepat,CR6551,Dedicated,391.07,0.269,Inactive,5,0,1,5000,3.25,1,12.0,8.0,4.0,1,12,0,3.3433860689958252,1
40653266,7565152,2516673,2023-02-25,2023-03-08,2023-03-17,1911497,364,324.42,5.039,15,8,202820025133,0,,360.52,2707.76,Delivered,None,4.8,RT-5466,Jakarta-WH1,Surabaya,Singapore,79.8,6.1,Truck,J&T,CR7413,Contracted,52.92,3.323,Active,5,1,1,10000,1.18,1,20.0,11.0,9.0,1,2,5,1.111275507058751,0
43068957,7081000,2526369,2024-06-26,2024-06-29,2024-06-30,1222559,435,653.27,1.192,18,20,775559691118,0,,606.05,1189.06,Delivered,None,3.9,RT-9812,Jakarta-WH2,Jakarta,Indonesia,11.3,73.5,Courier,DHL,CR2745,Spot,30.44,3.418,Active,3,1,0,2000,3.82,1,4.0,3.0,1.0,1,6,2,0.9277174828172118,0
41107002,7588413,2965561,2023-10-21,2023-10-27,2023-10-29,1648465,297,227.94,0.973,15,8,441639218332,1,2024-03-23,303.72,50.0,Delivered,Address Error,3.2,RT-3899,Jakarta-WH1,Yogyakarta,Malaysia,461.9,4.0,Rail,Tiki,CR4633,Contracted,166.23,0.397,Active,1,0,0,1000,1.97,1,8.0,6.0,2.0,1,10,5,1.3324559094498554,0
40771065,7639218,2231469,2024-07-18,2024-07-25,2024-07-28,1720541,268,689.84,2.163,2,20,783209107792,0,,52.61,679.94,Delivered,None,4.5,RT-4675,Jakarta-WH1,Surabaya,Indonesia,214.3,3.9,Air,DHL,CR6720,Contracted,20.0,3.11,Active,3,0,1,20000,4.01,0,10.0,7.0,3.0,1,7,3,0.07626406123158994,1
46256827,7209658,2844985,2022-06-02,2022-06-12,2022-06-15,1061706,397,167.84,0.603,2,30,993594264384,0,,36.4,174.57,Delivered,None,4.4,RT-8132,Jakarta-WH1,Semarang,Indonesia,194.6,4.4,Truck,J&T,CR5072,Spot,35.34,2.495,Active,3,0,0,2000,2.95,1,13.0,10.0,3.0,1,6,3,0.21687321258341277,0
48396211,7490682,2280127,2024-05-01,2024-05-10,2024-05-11,1793382,349,693.6,0.838,15,20,220359175689,0,,891.0,722.58,Delivered,Address Error,4.1,RT-1958,Jakarta-WH1,Makassar,Indonesia,176.2,3.8,Air,JNE,CR6727,Spot,576.44,0.698,Active,1,0,1,500,3.29,1,10.0,9.0,1.0,1,5,2,1.2846020761245673,1
49917382,7575169,2591496,2023-06-06,2023-06-16,2023-06-20,1154972,426,637.52,0.852,18,20,544442481053,1,2024-06-17,369.44,11148.59,Delivered,None,,RT-5638,Jakarta-WH2,Surabaya,Indonesia,539.0,3.6,Courier,J&T,CR9504,On-Demand,105.82,3.416,Active,2,1,1,10000,1.64,0,14.0,10.0,4.0,1,6,1,0.5794955452377964,1
40913538,7069785,2433877,2023-07-06,2023-07-16,2023-07-18,1232695,256,178.83,0.05,10,25,430386575619,1,2023-02-15,146.84,1625.97,Delayed,Traffic,4.6,RT-4943,Jakarta-WH2,Jakarta,Indonesia,55.7,1.0,Air,DHL,CR1787,Contracted,300.16,1.059,Suspended,5,0,1,2000,4.07,1,12.0,10.0,2.0,1,7,3,0.8211150254431583,1
42768108,7579655,2301806,2023-05-06,2023-05-10,2023-05-12,1187350,248,342.84,1.674,18,20,533899754841,0,,273.78,294.4,Delivered,None,,RT-6675,Jakarta-WH1,Surabaya,Malaysia,180.3,7.2,Truck,DHL,CR3194,Contracted,66.45,1.534,Inactive,2,0,0,2000,1.2,1,6.0,4.0,2.0,1,5,5,0.7985649282464123,0
46977394,7615206,2525069,2023-08-17,2023-08-21,2023-08-23,1446303,165,973.73,2.053,10,30,333699520337,1,2024-07-09,20.0,541.48,Delivered,None,,RT-2361,Jakarta-WH2,Palembang,Indonesia,210.5,37.8,Truck,JNE,CR3520,Contracted,21.62,1.19,Inactive,5,1,1,10000,0.71,1,6.0,4.0,2.0,1,8,3,0.020539574625409507,1
47742624,7558908,2426182,2023-06-05,2023-06-15,2023-06-15,1054565,297,691.06,0.098,10,20,681744376361,0,,1458.51,50.0,Delivered,None,3.6,RT-9252,Surabaya-WH,Jakarta,Indonesia,489.2,5.4,Truck,DHL,CR9670,Contracted,1291.42,2.979,Active,1,0,0,10000,1.62,1,10.0,10.0,0.0,0,6,0,2.110540329349116,0
44241694,7234244,2008934,2025-04-24,2025-04-29,2025-05-02,1971376,276,37.74,0.05,15,8,268133586897,0,,557.13,678.2,Delivered,None,,RT-3859,Bandung-WH,Semarang,Indonesia,81.8,27.3,Rail,SiCepat,CR5929,Contracted,212.64,1.77,Inactive,5,0,1,5000,1.02,1,8.0,5.0,3.0,1,4,3,14.762321144674084,0
44119430,7204035,2256653,2025-01-08,2025-01-12,2025-01-13,1603365,288,200.3,3.823,10,25,947070496061,1,2024-09-23,304.64,823.99,In-Transit,None,2.6,RT-7697,Jakarta-WH2,Semarang,Indonesia,117.3,41.0,Truck,Tiki,CR9922,Contracted,303.93,2.893,Active,3,0,0,5000,0.02,1,5.0,4.0,1.0,1,1,2,1.5209186220668995,0
48224435,7715492,2637532,2024-06-11,2024-06-23,2024-06-24,1746020,46,45.6,0.863,2,30,987207557516,0,,214.35,3807.86,Delivered,Traffic,3.8,RT-1394,Jakarta-WH2,Surabaya,Indonesia,315.5,130.0,Courier,J&T,CR8011,Contracted,197.85,3.313,Active,3,1,1,10000,1.32,1,13.0,12.0,1.0,1,6,1,4.700657894736842,1
42292397,7104299,9948794,2024-01-02,2024-01-09,2024-01-11,1401162,381,298.82,0.302,15,8,690012216626,1,2022-12-22,298.95,995.15,Delivered,None,4.1,RT-9079,Medan-WH,Surabaya,Indonesia,350.9,29.4,Truck,Pos Indonesia,CR3568,Contracted,851.37,3.234,Active,3,0,0,1000,4.08,1,9.0,7.0,2.0,1,1,1,1.0004350445083996,0
49494078,7693602,2286206,2024-06-04,2024-06-05,2024-06-05,1631563,293,57.11,0.291,2,25,608228178008,0,,234.66,2892.2,Delivered,None,4.5,RT-7766,Jakarta-WH2,Surabaya,Indonesia,170.3,37.2,Truck,DHL,CR4862,Contracted,472.49,1.208,Active,3,0,1,20000,9.14,1,1.0,1.0,0.0,0,6,1,4.1089126247592365,1
43250171,7402476,2558870,2024-01-28,2024-01-31,2024-01-31,1728059,493,43.11,3.226,2,20,664003914082,1,2023-12-26,20.0,3526.68,Delivered,Traffic,3.6,RT-8424,Medan-WH,Yogyakarta,Indonesia,186.6,1.0,Air,DHL,CR6376,Spot,20.0,0.801,Active,3,1,1,1000,4.9,1,3.0,3.0,0.0,0,1,6,0.4639294827186268,1
46399883,7876100,2520244,2023-01-30,2023-02-04,2023-02-05,1042189,456,365.39,2.296,10,8,291510570001,0,,264.93,2416.05,Delivered,None,,RT-8262,Jakarta-WH2,Surabaya,Malaysia,839.9,34.1,Truck,SiCepat,CR8620,Dedicated,250.8,2.351,Active,3,0,0,10000,0.68,0,6.0,5.0,1.0,1,1,0,0.7250608938394593,0
49695628,7175773,2285821,2024-03-20,2024-03-29,2024-03-29,1313739,157,63.99,2.264,18,25,469767192083,1,2025-01-01,495.31,572.29,In-Transit,None,,RT-4596,Jakarta-WH1,Palembang,Vietnam,478.5,20.9,Sea,FedEx,CR6072,Spot,26.65,0.865,Active,1,0,1,10000,0.78,1,9.0,9.0,0.0,0,3,2,7.740428191904985,1
40645391,7109048,2796766,2024-09-28,2024-10-07,2024-10-09,1942794,205,532.13,4.373,18,30,814349447867,0,,259.54,264.4,Delayed,Traffic,3.7,RT-9464,Surabaya-WH,Jakarta,Indonesia,249.2,4.4,Truck,J&T,CR5940,Dedicated,34.29,2.625,Inactive,2,0,1,5000,5.9,1,11.0,9.0,2.0,1,9,5,0.4877379587694737,1
